Column1,title,text,url,date,location
23082,Nigerian forces arrest 28 suspected Islamists in Kano,"[""KANO (Reuters) - Nigerian security forces said they arrested 28 suspected members of Islamist sect Boko Haram over the weekend, in a series of dawn raids on their hideouts."",""“Our plan is to choke the (militants), to suffocate them and we are getting the desired results,” said a spokesman for joint military and police forces in Kano, Lieutenant Ikedichi Iweha."",""Boko Haram has become the main security threat to Africa’s leading energy producer."",""Human Rights Watch says at least 2,800 people have died in fighting in the largely Muslim north since the sect launched an uprising against the government in 2009 in a bid to impose sharia law on Nigeria."",""Much of the fighting in the north has centred on the city of Maiduguri."",""Kano, Nigeria’s second biggest city, has been quiet by comparison in the latter half of this year, although it remains a trouble spot. In January, it was scene of the single deadliest attack of the insurgency, a coordinated strike on several police stations in which 186 people were killed, many of them civilians."",""Eight suspected Islamists were arrested in Kano on Thursday after police said they threw an improvised bomb at a police patrol vehicle but missed.""]",reuters.com/article/us-nigeria-islamists-idUSBRE8B80HS20121209,08-12-12 19:00,
388707,Man in possession of 100 bullets charged in Maralal,"[""A 25 year old man who was arrested with 100 bullets at Kisima trading center in Samburu was arraigned before a Maralal court on Monday."",""Lelekupa Toloris pleaded not guilty to the charges of being in illegal possession of 100 rounds of ammunition of 7.62 *51mm."",""The circumstances reportedly raised reasonable presumption that the said ammunition was to be used in a manner prejudicial to public order."",""Appearing before Principal Magistrate Richard Koech, the accused also denied being in illegal possession of a military jungle bag."",""The case has been scheduled for a mention on October 14, 2019 before the court for a pre-bail hearing."",""The court ordered that the accused to be detained for seven days until the mention date."",""The case has been scheduled for hearing on November 11 before Koech."",""Thelaw requires that a person convicted for the offense of being in possession of ammunitionwithout a certificate for a weapon whichisprohibitedis to serve not less than 7 years imprisonment."",""Last month, the government gave all persons holding illegal guns and ammunition until September 30, 2019 to surrender them to local authorities."",""The government had seized 8000 firearms from civilians over the last year, which would be destroyed by KNFP and the Regional Centre on Small Arms (RECSA), in accordance with the provisions of the Nairobi protocol on Small Arms and Light weapons.""]",citizentv.co.ke/news/man-possession-100-bullets-charged-maralal-285416/indexutm_source=relatedarticles&utm_medium=deeplinking&utm_campaign=AlsoRead,07-10-19 20:00,Kenya
88220,Police arrests man who killed baby of affair with wife’s sister,"[""The Police in Bayelsa State have arrested a 47-year-old man who impregnated his wife’s 18-year-old junior sister and killed the five days-old-baby boy they had from the unholy relationship. "",""The man, Moses Otimba, was paraded with Joy Matthew, younger sister to Mrs. Otimba at police headquarters. The suspect was said to have allegedly killed the baby five days after birth and buried it in a shallow grave by the seashore. "",""Otimba, an indigene of Ogbogoro Community in Yenagoa Local Council of the state, was said to have carried out the dastardly act in connivance with Joy to cover up the circumstances surrounding the pregnancy and the baby’s paternity."",""Joy was said to have kept silent about the person responsible for her pregnancy during the nine-month period, as she was living in the same apartment with her sister and Otimba."",""They were paraded on Thursday by the state Commissioner of Police, Asuquo Amba, at the command’s headquarters in Yenagoa.Amba, who said policemen from Yenagoa Police Division arrested the two suspects on August 15, 2017, noted that they had confessed to the crime."",""“Moses Otimba, male, 47, impregnated one Joy Matthew, 18, a younger sister to his wife, Glory.“A traditional birth attendant at Amarata in Yenagoa delivered the Joy of the baby on May 8, 2017."",""“On May 13, 2017, Moses, Joy and the baby left the birth attendant and went across Swali bridge where Moses took the baby from Joy, went down the river shore, sniffed the baby to death and buried him in a shallow grave,” Amba said."",""Amba said Joy, who claimed that some spirits confessed the incident to her mother three months after the act, said she was being tormented.He said Joy’s mother, who was outraged by the disheartening revelation, alerted the police, which swung into action and arrested the suspects.Amba added that ‘‘the police visited the scene of the incident but by the time they got to the scene, current had washed off the child’s body."",""“The suspects have confessed to the crime and investigation is ongoing,” he said.Speaking to newsmen, Otimba said he killed the baby because of the shame and fear to break the news to his wife and his mother-in-law."",""He admitted that he killed the baby with Joy’s consent, saying that he told Joy of his predicament concerning the development and that Joy “gladly handed him the boy to be killed.”""]",guardian.ng/news/police-arrests-man-who-killed-baby-of-affair-with-wifes-sister,08-09-17 20:00,Nigeria
88574,"Police nab undergraduate for impersonation, bank fraud","[""The Enugu State Police Command said it arrested a suspect involved in impersonation of bank customers and beneficiaries of transfers from abroad."",""The Command’s Spokesman, Mr Ebere Amaraizu, said in a statement on Sunday, that the 23 year-old suspect was an undergraduate from Amaigbo in Nwangele Local Government Area of Imo."",""According to him, the suspect went to a new generation bank located at Okpara Avenue in Enugu metropolis to cash the sum of 800 U.S. dollars purported to have been sent to him from someone abroad."",""“When he was asked by the bank staff to provide proof of identification, he presented an identity card bearing the name of One Eleng Okpara Peter likely to be the authorised beneficiary."",""“ He smartly superimposed his passport photograph on that of the likely beneficiary and presented himself to be Eleng Okpara Peter."",""“When he could no longer establish his innocence, it was obvious that he was trying to withdraw money sent to another person by impersonating the beneficiary,’’ he said."",""According to him, the suspect earlier claimed that the money was sent to him as a gift by a female Facebook friend."",""Investigation further showed that the account number he presented as his belonged to someone else."",""The command advised members of the public to be security conscious and not disclose their bank details and vital personal information to the public.""]",guardian.ng/news/police-nab-undergraduate-for-impersonation-bank-fraud,28-10-17 20:00,Nigeria
70310,"Joint Military Force arrests 5 suspected vandals, repel vessel hijack attempt","[""The Joint Military Force in the Niger Delta, Operation Delta Safe, said on Sunday that it arrested five suspected pipeline vandals and repelled a hijack attempt of a vessel by heavily armed sea pirates."",""Lt.-Cdr. Thomas Otuji, spokesman of the joint military force, disclosed this to the News Agency of Nigeria (NAN) in Yenagoa"",""Otuji said that the suspects were arrested between Oct. 17 and 18 near some oil wellheads at Apala, off Nana Creeks in Warri South Local Government Area of Delta"",""“Troops of Operations Base 2 in Delta State, while on anti-crude oil theft patrol on Oct. 17 and 18, intercepted pipeline vandals in a large Cotonou and speed boats."",""“Five suspected vandals were arrested and they confessed to their plan to vandalise the wellheads. The two boats were recovered in the crackdown."",""“Similarly, troops of Operation Base 2 repelled a hijack of a vessel (MT VAJARA) by heavily armed bandits in Ramos River, around Agge area of Delta State."",""“The criminals were repelled after fierce exchange of fire with our troops of the maritime component,” he said."",""He recalled that the force recently responded to distress calls by some travelers who were attacked by sea pirates in Cross River and Rivers, killing the suspected pirates and rescuing the victims."",""Otuji said that last week, other seven suspected pirates and militants were killed in crossfire during rescue operations while the hostages were freed unhurt."",""He said that the force was committed to making the entire Niger Delta and the waterways safe as Operation Delta Safe was working tirelessly to secure the region."",""He said the force had intensified patrols and raids on the criminals’ hideouts and was poised to halt the renewed violence in the region and restore peace for legitimate businesses to thrive."",""The spokesperson told NAN that the successes recorded in the ongoing military operation had raised the morale and commitment of the troops."",""Otuji said that the timely and credible information from the coastal communities led to the successes and commended them for cooperating with the force."",""He assured that if the support was sustained, the force would soon flush out criminals from the Niger Delta.""]",guardian.ng/news/joint-military-force-arrests-5-suspected-vandals-repel-vessel-hijack-attempt,22-10-16 20:00,Nigeria
189110,"GSU officer arrested over murder of colleague at Wilson Airport, Nairobi","["" Police have arrested their colleague after investigations showed he killed his colleague at Wilson Airport and then falsified the report."",""Detectives from Anti-Terror Police Unit said Constable Samson Morongo had been placed in custody in connection with the murder of Constable Stephen Mkangi, whom he allegedly shot dead on July 27 near the airport watch tower."",""Morongo has been in hospital nursing a bullet wound he sustained then and which police believe was self-inflicted."",""And as they responded, two unknown gunmen in police uniform approached them and snatched their two AK47 rifles each loaded with 30 rounds of ammunition before shooting them, killing the officer."",""\""The DCI have ruled that theory out and proved that it was a homicide,\"" DCI boss George Kinoti said."",""He added the suspect’s clothes were subjected to Gunshot Residue Test at the Government Chemist and tested positive, hence placing the suspect in close proximity to the scene."",""The stolen weapons are however yet to be recovered. A team of detectives is now looking for them."",""Anti-terror police had taken over the probe."","" The anti-terror detectives want to understand the motive behind the incident."",""The airport is one of the crucial installations in the country and the killing was taken seriously."",""Morongo had told police they were manning a watchtower at the airport on Saturday night when two men wearing jungle uniforms similar to those used by police approached them."",""“They told the GSU officers they needed assistance from them at the scene where their car had developed mechanical problems. They claimed to be police officers.”"",""As the GSU officers walked to the scene from where they were, two other men in jungle uniforms joined them prompting a scuffle as they tried to grab the officer’s gun."",""The other men joined the scuffle attacking the survivor. The narrative has been ruled out as lie."",""We are undertaking a survey to help us improve our content for you. This will only take 1 minute of your time, please give us your feedback by clicking HERE. All responses will be confidential."",""Related Topics"",""Wilson AirportGSU officerAirport Drama""]",standardmedia.co.ke/article/2001336965/gsu-officer-arrested-over-murder-of-colleague-at-wilson-airport-nairobi,06-08-19 4:02,Kenya
394405,Police arrest 6 after teenage boy died in adulthood initiation ritual,"[""Six people have been arrested after a teenage boy died in an adulthood initiation ritual that went wrong in Kenya."",""Juliano Kanyonyo, 15, died last week Wednesday morning after being sent to a camp to join other teenage boys in a traditional ceremony designed to teach him the customary values of his people."",""Days after returning from the trip and recovering from a circumcision that is part of the ritual, Kanyonyo was found dead by his sister at their home in Kandara, Central Kenya."",""I went to serve him tea, we are not allowed in that house as females but he would pick it from outside but that morning he did not wake up, his sister Lucy Njoki told CNN."",""I left until mother came and we peeped to see him lying on the floor with foam on his mouth, Njoki said."",""Area police commander Wilson Kosgei called the teenagers case extreme and said he went through a serious assault."",""Kosgei told CNN: Usually in the Kikuyu tradition, we are told bullying does take place to harden the boys, but this case is extreme, as the postmortem results showed that this boy went through a serious assault, he could have been hit on the head with an iron or something like that."",""It is very sad and we are doing everything we can to bring to justice the people involved. So far we have arrested, the mentor and six other boys, we are treating them as suspects, Kosgei added."",""The commander told CNN the suspects will be arraigned in court this week. CNN has been unable to reach them for comment."",""In many Kenyan communities, once a boy hits puberty he is initiated into manhood through circumcision."",""Families send their sons to the initiation ceremonies during the school holidays where boys are circumcised and trained to be men."",""The boys, usually aged between 13 and 15 go through harsh treatment to prove their manhood, including being beaten by others to show their pain threshold and endurance."",""Kosgei added that the police work closely with community leaders and said he is not aware of any other cases where a boy has died during an initiation ceremony."",""Kanyonyo belongs to the Kikuyu, Kenyas most populous ethnic group."",""According to Kikuyu tradition, the first phase for a man is birth, followed by initiation, marriage, then death."",""A typical initiation process lasts around 14 days and women are not allowed to be present or have sight of the area where the ritual is held.""]",citizentv.co.ke/news/police-arrest-6-after-teenage-boy-died-in-adulthood-initiation-ritual-221016,27-11-18 19:00,Kenya
385580,KCSE supervisor arrested in Nairobi over exam mix-up,"[""A KCSE examination supervisor at Olympic Secondary School in Kibra, Nairobi was arrested on Monday after she allegedly unknowingly opened the wrong examination papers."",""Kibra Deputy Commissioner Gideon Ombogi said the female teacher opened the English Paper 2 exam instead of paper 1 while issuing out the tests."",""The deputy commissioner, however, confirmed that the exam did not leak, noting that the supervisor did not display the contents."",""The exam official was taken to Kilimani Police Station to shed more light on the circumstances under which the mishap happened."",""Sources at the school said the papers were recalled from the students after two streams had received the said papers on their desks.""]",citizentv.co.ke/news/kcse-supervisor-arrested-in-nairobi-over-exam-mix-up-292282,03-11-19 19:00,Kenya
380924,Four teachers arrested for hiding KCSE exam leakage in toilet,"[""Four teachers among them a deputy principal were arrested at Baragoi Boys Secondary School in Samburu County for allegedly colluding to assist students cheat in the ongoing KCSE examination."",""Samburu North Sub-county Police Commander Tom Makori confirmed the incident, saying the four including the schools deputy principal, an invigilator and two biology teachers are detained at Baragoi Police Station."",""Mr. Makori said the deputy principal and invigilators regular visits to the toilet raised suspicion among the police officers who were manning the examination center."",""The officers saw the invigilator entering the teachers toilet first, and when he left the deputy principal followed shortly and left looking suspicious, said the police boss."",""He added that after some time, the deputy principal went back to the toilet and left, a move that prompted one of the police officers to visit the toilet where he stumbled upon a piece of paper with writings suspected to be answers for some of the questions for the Biology Paper 2 test, which was being written by candidates during that time."",""According to Makori, the officers proceeded to deputy principals house, where the deputy principal himself and two other teachers, who taught Biology subject at the school, were arrested.""]",citizentv.co.ke/news/four-teachers-arrested-for-hiding-kcse-exam-leakage-in-toilet-293623,13-11-19 19:00,Kenya
108036,Police arrest woman selling PVCs in Kaduna,"[""KADUNA State Police Command has arrested a 30-year-old mother of two while attempting to sell some permanent voter cards (PVCs) to the women political leader of the Peoples Democratic Party (PDP) in Kabala ward of Kaduna North Local Government Area of in the state."",""   The women leader in the ward, Hajiya Hajara Mairiga told the police, while narrating the incident, that the suspect whose name could not be ascertained as at press time came to her house last Monday and told her that she has her some ‎PVCs for sale."",""   Surprised by the disclosure, the PDP women leader drew the attention of the police at the Kabala Costain to the allegation and the suspected was immediately arrested."",""   Subsequently, the case was thereafter transferred to the Criminal Investigation Department (CID) of the police force where the suspect was detained for further investigation."",""   When The Guardian spoke with the Police Public Relation Officer (PPRO), DSP Abubakar Zubairu, he confirmed the arrest while stressing that the woman suspect was in police custody, while investigation on the matter has commenced."",""Zubairu said, “The case with us is that the PDP woman leader of Kabala Costain is the complainant. And what happened is that a woman came to her with PVCs for sale and she raised alarm and called the police.”"",""   The PPRO also added,  “the woman suspect was arrested and is presently in our custody and investigation is ongoing.”""]",guardian.ng/news/nigeria/national/police-arrest-woman-selling-pvcs-in-kaduna,08-03-15 20:00,Nigeria
282040,NDLEA arrests two suspects with cocaine,"[""The National Drug Law Enforcement Agency (NDLEA) on Tuesday said it arrested two suspects with cocaine at the Murtala Mohammed International Airport."",""A statement by the agency’s spokesperson, Mr Mitchell Ofoyeju, said one of the suspects was arrested on his way to Hong Kong after ingesting cocaine."",""“Another suspect, who lives in Athens, Greece, was also apprehended in connection with unlawful possession of wraps of substances that tested positive to cocaine."",""“The arrests were made at the MMIA, Lagos, during screening of passengers on an Ethiopian Airline flight to Hong Kong and Egypt Airline flight to Athens."",""“Preliminary investigation suggests that the suspects had targeted the Christmas holiday to smuggle cocaine out of the country but drug law enforcement officials at the Lagos airport were able to uncover their plan."",""“The total weight of cocaine seized from the suspects is 1.150kgs."",""“One of them excreted 45 wraps of cocaine he ingested, weighing 935 grammes while the other excreted five wraps of cocaine weighing 215 grammes."",""“Both suspects tested positive for narcotic ingestion and while under observation; they expelled wraps of cocaine which they had wanted to smuggle out of the country."",""“The suspects are currently under investigation."",""“The high expectations of both suspects making quick money this festive season from drug trafficking had been dashed by vigilant anti-narcotic officers,” the statement stated."",""The statement also reported the Chairman of the agency, Mr Muhammad Abdallah, as saying that those wishing to get rich through drug trafficking would end up in prison."",""“This is a warning to drug traffickers that the agency is determined to detect all hidden drugs and prosecute offenders.""]",vanguardngr.com/2016/12/ndlea-arrests-two-suspects-cocaine,26-12-16 19:00,Nigeria
210659,Police arrest 9 people in connection with demos in Dar,"[""Police in Dar es Salaam have arrested 9 people in connection with participating in demonstrations"",""Dar es Salaam special zone police commander, Lazaro Mambosasa told MCL Digital on April 26 the demonstrators were nabbed at Samora Avenue in Central Business District of Dar es Salaam,"",""“We have arrested 9 people suspected to be participating in demos. One of them is a student of Kilimanjaro College at Mwenge suburb. This student was carrying placards showing indeed it was a planned demonstration,’’ said Mr Mambosasa."",""“We are interrogating eight others. Action will be taken after interrogating them,’’ he added."",""Mr Mambosasa said the police force has beefed up security—day and night, to ensure people don’t break the law.""]",thecitizen.co.tz/news/Police-arrest-9-people-in-connection-with-demos-in-Dar---/1840340-4531732-dkni70z,25-04-18 20:00,Tanzania
377173,DCI arrests 7 M-Pesa fraud suspects in Kabete,"[""Detectives from the Directorate of Criminal Investigations (DCI) on Tuesday arrested seven suspects involved in mobile money fraud."",""The seven were nabbed at two separate houses in Kabete, Kiambu County where over 200 sim cards, numerous mobile phones and several agent registration registers were seized."",""The seven were identified as Victor Rono aged 23, Mercy Chepkirui (21), Nicholas Kipkurui (25), Wesley Kiprono (28), Robert Kibet (23), Faith Chepkorir (23) and Felix Tanui (24)."",""According to the DCI, the suspects have been conning unsuspecting individuals through M-Shwari withdrawals, fake M-Pesa reversal claims and M-Pesa con SMS."",""The suspects were detained pending arraignment."",""Last Sunday, five suspected fraudsters were arrested in Juja Town and Gwa Kairu area in Kiambu County with over 40,000 sim cards, several mobile phones and three laptops.""]",citizentv.co.ke/news/dci-arrests-7-m-pesa-fraud-suspects-in-kabete-285706,08-10-19 20:00,Kenya
155553,Man arrested over viral assault on student,"[""A man has been detained on suspicion of assaulting a 22-year-old student who released a shocking video of the attack last month outside a Paris cafe which went viral online."",""Surveillance footage of the incident shows a man hurling an ashtray from a table outside the cafe at Marie Laguerre, allegedly after she told him to “shut up” following lewd comments."",""A police source said the suspect was detained Monday — as he was leaving a psychiatric hospital — on suspicion of assault and sexual harassment. Laguerre was due to identify him."",""READ ALSO: Ronaldo wins UEFA’s Goal of the Season award"",""Laguerre wrote on Facebook that she was returning home when a man started using “dirty language, in a humiliating and provocative manner”."",""“I told him to shut up and kept walking away, because I can’t stand this kind of behaviour. I can’t keep quiet, and we mustn’t keep quiet any longer,” she said."",""The man then threw the ashtray at her before punching her in the face “in the middle of the street and in broad daylight, in front of dozens of witnesses”."",""Laguerre set up a website after the incident, “Nous Toutes Harcelement” (We are all harassed), to collect similar stories after receiving messages of support from around the world."",""French lawmakers passed a new law against sexist violence this month which makes catcalling in the street a crime punishable with on-the-spot fines."",""The law covers behaviour including comments on a woman’s looks or clothing, catcalling, intrusive questions, unwanted following and “upskirting” — taking pictures under a woman’s dress without her knowing."",""(AFP)""]",punchng.com/man-arrested-over-viral-assault-on-student,27-08-18 20:00,Nigeria
15266,Yugoslav war crimes suspect arrested in Kenya,"[""MOMBASA, Kenya (Reuters) - A man wanted on suspicion of war crimes in the former Yugoslavia has been arrested in Kenya where he was running a water sports business for years, police and colleagues said."",""The man was named as Igor Majeski, in his 60s, by police sources and colleagues at the Whitesands hotel, just north of the Indian Ocean coast city of Mombasa, where he worked."",""Kenyan police said he was carrying a Croatian passport, but may have been using false documents. A Croatian police official also suggested Majeski may have been an assumed name."",""“He’s been a wanted man for a long time and the arrest was made after thorough investigations by security agents,” a police officer in Mombasa, who did not want to be named, told Reuters."",""He said the man was wanted by an international tribunal."",""A spokeswoman for the prosecutor at the International Criminal Tribunal for the Former Yugoslavia (ICTY) in The Hague declined on Friday to comment on the arrest, adding that she had no information to provide. The court had also declined comment."",""Two high profile fugitives remain on the run from the ICTY — Bosnian Serb military commander Ratko Mladic, 67, who has been indicted for genocide, and Croatian Serb leader Goran Hadzic, wanted for crimes against humanity."",""The detainee in Mombasa was to be flown to the Kenyan capital Nairobi on Friday."",""Workers at the hotel were stunned."",""“I was shocked. The suspect in question has been operating his water sports company for over 25 years. When he first came here, he had the right papers and was given space to operate on those grounds,” Whitesands manager Mohammed Hersi told Reuters."",""Reuters TV footage, taken in January 2008 for a story on tourism in the area, shows the arrested man standing in shorts and T-shirt outside his water sports shop on the beachfront."",""He gave an interview openly from his desk."",""Other workers at the hotel described him as a jovial man who has always mingled easily with tourists and others."",""Kenya’s deputy police spokesman Charles Owino said the detainee’s identity and nationality were still not established with precision, though he was carrying a Croatian passport."",""“If somebody is a wanted person then definitely he could be operating with false documents,” he said."",""“Let us finish our investigations. You should not be in a hurry. When we conclusively get information, we will brief you, we will brief the whole world.”"",""A Croatian police official declined to confirm if the name was indeed Igor Majeski, but told Reuters:"",""“It is a valid passport of someone registered in Croatia, but the person by that name is not on our wanted list ... We have sent a photograph to Interpol to check and compare. It is possible the passport is being used by someone else.”""]",reuters.com/article/2009/03/27/us-kenya-arrest-idUSTRE52Q10720090327,26-03-09 20:00,
9354,Kenyan police arrest six over diplomat's murder,"[""NAIROBI (Reuters) - Police in Kenya said on Saturday they had arrested six people in connection with the murder by strangling of Venezuela’s most senior diplomat in the country at her residence in Nairobi."",""On Friday, police said Olga Fonseca, Venezuela’s acting ambassador and charge d’affaires, had been found dead in her residence on her bed, but that it was unclear why she had been killed."",""“We are holding six. Please give us time. Let us investigate,” Anthony Kibuchi, Nairobi area police commander, told Reuters by phone on Saturday, without giving more details."",""Officials at the Ministry of Foreign Affairs said that Kenyan staff at the embassy’s residence had complained to its Diplomatic Police Unit after the new envoy fired them."",""Fonseca had sacked them after they refused to retract sexual harassment claims against the former head of the Venezuelan embassy, the employees said."",""The ministry is investigating their allegations, officials said on Friday."",""Though Fonseca’s murder is not thought to be related to theft, violent and sometimes fatal robberies in Nairobi are common. Diplomats are among the most well guarded people in the east African country."",""Fonseca started her job on July 15. Officials in Caracas said she was also Venezuela’s representative to U.N. agencies based in Nairobi, and had responsibility for Tanzania, Uganda and Rwanda.""]",reuters.com/article/us-kenya-venezuela-murder-idUSBRE86Q1EH20120728,27-07-12 20:00,
423488,"EFCC arrests two cybercriminals in Ibadan, cars, phones recovered","[""The Ibadan office of the Economic and Financial Crimes Commission (EFCC) has arrested two suspected internet fraudsters who specialise in stealing personal identities online to defraud foreign nationals."",""The suspects  Akeju, Crown Babatunde, male, 31, and Agbanah, Toba, male, 35  were arrested at different locations in Ibadan following intelligence gathered on their alleged involvement in internet fraud."",""After careful examination of data and documents retrieved from them, the Commission was able to establish enough ground for prosecuting the suspects for acts contrary to the provisions of the Cybercrime (Prohibition, Prevention, Etc) Act of 2015, saying they would be accordingly charged to court soon."",""Akeju specialised in data mining from online sites, and was in possession of personal information and addresses of several Americans who have fallen victim to his fraud at different times."",""The suspect usually operated with two email accounts  one personal and another supposedly official  to penetrate his victims and dispossess them of their hard-earned money."",""The EFCCs investigations also established Akejus deployment of a fake identity to engage foreigners in romantic affairs with the intention of defrauding them."",""Findings revealed various lodgments from his foreign victims into his Nigerian bank accounts."",""Agbanahs case is not too different. He had admitted in his confessional statement with the Commission to have falsely representing himself as one Chris Dan, a 40-year-old Briton, working with the United Nations."",""He confessed to having used the White mans picture to lure his victims into romantic relationships and thereafter solicit money from them allegedly to enable him pay for his flight ticket to pay them scheduled visits. After much familiarisation, he would then device other tricks to further swindle them."",""The two suspects are still helping the Commission with relevant information for further investigation into the activities of their other at-large partners."",""At the point of his arrest, the EFCC recovered an iPhone XS Max and a Toyota Venza automobile from Akeju, while Agbanah was in possession of a Toyota Venza, a Toyota Camry, two aapple MacBooks, an Apple Ipad, one iPhone XS Max, one iPhone 5, one Infinix phone, two hard drives and a HP printer.""]",sunnewsonline.com/efcc-arrests-two-cybercriminals-in-ibadan-cars-phones-recovered,10-09-19 20:00,Nigeria
59733,FBI detains five over New York bombing,"[""Federal authorities on Sunday detained five people with possible links to the New York bombing, local media reported, citing unnamed law enforcement sources."",""The FBI’s New York branch tweeted that no one had been charged in connection with the blast in the city’s Chelsea neighborhood, which injured 29 people — but did not make mention of any arrests."",""“We did a traffic stop of a vehicle of interest in the investigation,” the FBI tweet said. “No one has been charged with any crime. The investigation is continuing.”"",""New York media said the vehicle’s five passengers were in custody for questioning."",""The vehicle was stopped around 9:30 pm heading east on the Belt Parkway from the Verrazano-Narrows Bridge, which connects the New York city boroughs Brooklyn and Staten Island."",""The New York Daily News reported that weapons were found in the car."",""The newspaper also said that one person of interest had been identified via surveillance footage, but it was not clear if he was one of the five taken into custody."",""A spokesman for the New York Police Department declined to confirm the reports, only saying that the probe was ongoing."",""Authorities have been on high alert since Saturday’s blast. "",""A second bomb was uncovered by police four blocks away and defused safely, before being sent to the FBI in Virginia for forensic examination."",""Hours earlier on Saturday in New Jersey, a pipe bomb exploded in a trash can on the route of a Marine Corps run before the start of the race, causing no injuries but forcing its cancellation."",""On Sunday in New Jersey, rail service was suspended between Newark airport and the city of Elizabeth, amid reports that a suspicious package had been found there."",""Elizabeth Mayor Chris Bollwage told journalists that two men walking near the train station had noticed a package in a waste basket and took it. "",""After noticing “wires and a pipe,” they dropped the package and alerted police. A drone examination found that “it could be suspicious and it could be a live bomb,” and FBI officials were at the site. ""]",guardian.ng/news/fbi-detains-five-over-new-york-bombing,18-09-16 20:00,Nigeria
400697,Three ‘witch doctors’ arrested after conning Nairobi couple Ksh.2M,"[""Police in Nairobi have arrested three suspects accused of defrauding a couple of Ksh.2 million in Westlands area."",""The suspects; Titus Fedha, Haji Shariff and Suleiman Mzava (Tanzanian), had allegedly promised Mr \u0026 Mrs. Harbanas Sign Sanata that they would help them expel evil spirits in one of their properties, which they (couple) intended to sell."",""The three suspects in the company of two others still at large are said to have visited the compound in Westlands area with a briefcase containing a snake and other witchcraft paraphanelia."",""The couple had been convinced that part of the Ksh.2 million was meant to buy special oil to burn the snake."",""According to police, upon receiving the money, the suspects disappeared prompting the victims to report the matter."",""Detectives from the Directorate of Criminal Investigations (DCI) raided a house belonging to Haji Shariff, one of the suspects, where they recovereda suitcase containing witchcraft paraphanelia.""]",citizentv.co.ke/news/three-witch-doctors-arrested-after-conning-nairobi-couple-ksh-2m-271059/indexutm_source=relatedarticles&utm_medium=deeplinking&utm_campaign=AlsoRead,25-08-19 20:00,Kenya
393938,Passengers arrested for urinating in public during stop-over,"[""Narok County health officials on Wednesday arrested over 40 passengers for allegedly urinating in public along the Narok-Bomet road."",""The passengers were reportedly on board a bus on their way to Nairobi from Kisii when their bus stopped in order for passengers to relieve themselves before the health officials arrested them."",""They were taken to Narok Police Station and later released under unclear circumstances."",""Addressing the press after the incident, Narok County health officer Daniel Sironka condemned the act saying it was against the law for people to urinate in public.""]",citizentv.co.ke/news/passengers-arrested-for-urinating-in-public-during-stop-over-123599/indexutm_source=relatedarticles&utm_medium=deeplinking&utm_campaign=AlsoRead,20-04-16 20:00,Kenya
385102,Kakamega Senator Cleophas Malala arrested in Kisumu,"[""Kakamega Senator Cleophas Malala has been arrested by detectives from the Directorate of Criminal Investigations (DCI)."",""He was arrested in Kisumu on Friday over alleged connection with the recent Matungu killings that left 12 people dead."",""He is currently detained at Kisumu Central Police Station."",""At least 30 people were injured in the same attacks that saw Interior CS Fred Matiangi send officers from the General Service Unit (GSU) to Kakamega County."",""It is an organised group, the way they execute their crime is the same, you find that they cut all their victims behind the neck, area OCPD John Matsili said."",""These gangsters always come to the villages at around 2am and start hacking their victims, added Allan Juma, a resident in Matungu."",""The problem is by the time the police arrive, the gangsters have already moved to another village and continue with their attack, another resident Japeth Mungai added."",""On May 7, residents staged a demonstration the Ejinja Administration Police Camp, angry and frustrated over the alleged lack of intervention.""]",citizentv.co.ke/news/kakamega-senator-cleophas-malala-arrested-in-kisumu-248051,16-05-19 20:00,Kenya
300514,Breaking: Two suspects arrested over kidnap of fire service boss,"[""Evelyn Usman\nTwo suspected members of the kidnap gang that abducted the Lagos State Fire Service boss, Rasaki Musibau and six others have been arrested.\nLagos State Fire Service boss, Rasaki Musibau\nThe suspects identified as Blessing Bayo (29) and Smart Alfred (32) are indigenes of  Arogbo, Ondo State. "",""They were arrested at about  5.30am , at Ibafun , along Ikorodu- Ijebu Ode Express Way, a boundary community with Ogun State."",""Spokesman for the Lagos State Police Command , DSP Elkana Bala, who confirmed the arrest, said , ” "",""Following a sustained and well coordinated operations by the Command’s Tactical teams led by the Officer in Charge of Anti Kidnapping Unit, SP Bulus R Musa, two members of the kidnapping gang that abducted the Director of Lagos State Fire Service, Rasaki Musibau and six others on 6/4/2019 at about 8.pm have been arrested. "",""Healthcare: Delta Assembly approves N1.64bn payment order to Fidelity Bank"",""”  They all confessed to the commission of the crime. Two single barrel guns were recovered from them.  Investigation is ongoing, efforts are emplaced to arrest other fleeing members of the gang”."",""Abductors of Lagos fire service boss, demanded ….""]",vanguardngr.com/2019/04/breaking-two-suspects-arrested-over-kidnap-of-fire-service-boss,09-04-19 20:00,Nigeria
