Column1,title,text,url,date
56796,Egypt bans TV show  over infidelity claim,"[""EGYPTIAN officials have suspended a television talk show after a guest suggested that almost a third of the country’s women were unfaithful to their husbands."",""The country’s media authority has banned the show for 15 days after complaints about the comments. The guest, Tamour al-Sobky, has said his comments were taken out of context."",""Other TV shows have also been suspended recently, triggering worries about freedom of speech in Egypt. Mr. Sobky said that “almost 30 per cent of women, especially in Upper Egypt, have the tendency to be unfaithful” and that “many women have extramarital affairs while their husbands work abroad to earn their living”."",""He also said that women cheated because married life was boring and they were immoral."",""The interview was aired last December on the Momken (Possible) programme, broadcast by the privately owned CBC channel, but it did not get much attention until a clip of it was posted on social media, drawing huge public criticism and anger.""]",guardian.ng/news/egypt-bans-tv-show-over-infidelity-claim,16-02-16 19:00
329450,Somalia’s Transitional Government Shuts 3 Radio Stations,"[""MOGADISHU, Somalia, Jan. 15 — Somalia’s transitional government shut  three of the country’s biggest radio stations on Monday, accusing them of broadcasting incendiary propaganda."",""Then, in a show of force, hundreds of government soldiers stormed into the streets of Mogadishu, the capital, as tanks from neighboring Ethiopia, which has been providing military support to the government, chugged through downtown, drawing crowds of onlookers and the occasional rock."",""Somalia’s government, which declared a state of emergency on Saturday, seems intent on using its newfound powers to crush the seeds of a growing insurgency. On Sunday night, gunmen attacked an Ethiopian convoy, setting off an intense hourlong firefight in one of Mogadishu’s ramshackle neighborhoods."",""Ethiopian troops last month helped rout Somalia’s Islamist forces, which had controlled much of the country, but the Islamists have vowed to regroup underground."",""As the days pass, the insurgent attacks grow more frequent and more lethal. The government has not released casualty figures, but Mogadishu residents said more than a dozen people had been killed in gun battles over the past week."",""Executives of the radio stations, however, said that was no excuse to force them off the air."",""“All we have done is voice different opinions,” said Mohammed Amiin,  deputy chairman of Shabelle Media Network. “We never expected this to happen.”"",""Abdirahman Dinari, spokesman for the transitional government, accused Shabelle, along with the other stations, of making false reports to stir up the people against the government."",""“They said our soldiers were looting the markets and harassing people, which was totally untrue,” he said. “They are using the media to undermine the government. They have been doing this for months.”"",""Security officials have summoned station owners to a meeting on Tuesday, and Mr. Dinari said there was a possibility that the stations would soon be back on the air, after they were given a warning."",""In a land of rival clans, there is a clan dimension to all this. The owners of both Shabelle and Horn Afrik, another station that was closed down, are members of the Ayr, a branch of the powerful Hawiye clan, and many government officials blame the Ayr for the rising level of violence."",""“The Ayr clan is part of the problem,” Mr. Dinari said."",""The Ayr was closely associated with the Islamist movement, supplying it with many top leaders. Many residents say they suspect that Ayr members are the backbone of the insurgency, though Ayr elders vehemently deny that."",""So far, the most intense fighting — and the most intense crackdowns — has been in Ayr neighborhoods, and it is beginning to fuel  resentment."",""“We are being harassed simply because of our clan,” said Abdi Ali Halaneh, an Ayr businessman who sells building materials in north Mogadishu."",""Mr. Halaneh said many of his friends wanted to leave Somalia."",""“There may be no place for us here,” he said."",""The government also closed the Mogadishu office of Al Jazeera, the Arab satellite network,  and a Somali religious radio station, which some people feared could play into the hands of the Islamists."",""In the Bakara market, where even the tiniest tin kiosk has a radio, shoppers and shopkeepers moaned and hissed when the music and news turned to static. Many shook their radios."",""Some derided the government and accused it of being hypocritical because, just a few months ago, officials had criticized the Islamists for not allowing radio stations to play Western music. Now the government was going further by closing the same stations."",""“Totalitarian rule has arrived,” said Asho Elmi Ahmed, a shopper. “And it didn’t take long.”""]",nytimes.com/2007/01/16/world/africa/16somalia,10-02-15 13:41
60264,FG directs NBC to shut down Biafran radio,"[""THE Federal Government has directed the National Broadcasting Commission (NBC) to work in close collaboration with the security agencies towards shutting down the Biafran Radio operating in the south eastern part of the country."",""In the interim, the commission had jammed the operations of the station, which it described as illegal, saying it had not been licenced by any government regulatory body."",""Speaking to State House correspondents after briefing President Muhammadu Buhari on the activities of her ministry, Permanent Secretary of the Federal Ministry of Information, Dr. Shade Yemi-Esan admitted “I have got a report on that. Right now signals from Radio Biafra has been jammed successfully by the NBC."",""The commission, she said is also working with security agencies to get those that are behind that radio because it is an illegal radio, it is not licensed by anybody to be on the airwave in Nigeria.”""]",guardian.ng/news/fg-directs-nbc-to-shut-down-biafran-radio,13-07-15 20:00
94745,Singapore bloggers slam shutdown of website deemed ‘anti-foreigner’,"[""A group of bloggers on Monday urged Singapore’s media regulator to rescind an order to shut down a website accused of fanning anti-foreigner sentiment, calling it a “brutal attempt at censorship”."",""The Media Development Authority (MDA) on Sunday ordered Singaporean Yang Kaiheng, 26, and Japanese-Australian Ai Takagi, 22, to shut down The Real Singapore online forum (TRS), saying it threatened “public interest, public order and national harmony”."",""The FreeMyInternet Movement — comprised of about 50 bloggers as well as the socio-political websites The Online Citizen and Temasek Review Emeritus — described the regulator’s ruling as “arbitrary”."",""In a statement it said there were no clear guidelines from the media regulator regarding objectionable content, and called for MDA’s order against TRS to be “revoked immediately”."",""It also questioned whether it would have been sufficient to ask the website operators to take down the specific articles rather than close the entire portal."",""Yang and Takagi are facing sedition charges for articles on the website deemed as fanning racial hatred and xenophobia in the labour-starved nation of 5.5 million people, 40 per cent of them foreigners."",""The portal and its related social media accounts went offline late Sunday after the MDA’s order."",""“As it is, we can only view MDA’s action against TRS as nothing short of a poorly conceived and brutal attempt at censorship,” the group said."",""The media regulator said Sunday it had suspended Yang and Takagi’s “statutory class licence” to operate the website."",""It said the website “has deliberately fabricated articles and falsely attributed them to innocent parties”."",""“TRS has also inserted falsehoods in articles that were either plagiarised from local news sources or sent in by contributors so as to make the articles more inflammatory,” the regulator said."",""The bloggers’ group said that while not all of its members may agree with the website’s content or editorial direction, the reasons given were not enough to shut it down."",""Yang and Takagi, described by local media as a couple based in Australia, were charged on April 14 with seven counts of sedition over articles on the website and a Facebook page between October 2013 and February this year."",""They were also charged with withholding documents on the website’s finances from police."",""Charge sheets said articles flagged as seditious derided Chinese nationals and other guest workers in Singapore, while one post on the website “falsely asserted” that a Filipino couple instigated a fracas at a Hindu festival in February."",""Singapore’s sedition law makes it an offence to promote hostility between different races or classes in the multiracial country.""]",guardian.ng/news/singapore-bloggers-slam-shutdown-of-website-deemed-anti-foreigner,03-05-15 20:00
333132,Zanzibar's government orders the largest newspaper in the Indian Ocean archipelago to shut down,"[""DAR ES SALAAM, Tanzania (AP) - Zanzibar's government ordered the largest newspaper in the semi-autonomous Indian Ocean archipelago to shut down without giving a reason for the action, one of the newspaper's owners said Monday.  "",""Ali Nabwa said the independent Dira newspaper received a letter Monday ordering its owners to immediately halt publishing the weekly tabloid for the \""public good and peace.\""  "",""The letter, from Zanzibar's minister of state in the chief minister's office, Salim Juma Osman, gave no further explanation of the order, said Nabwa, who is also the paper's editor.  "",""Government officials were not immediately available for comment.  "",""Nabwa said there will be no edition of the newspaper, which sells about 13,500 copies a week, this Friday. But Dira's owners plan to go to court to have the order reversed after the Ramadan holiday ends next week, he said.  "",""The newspaper, which is owned by Nabwa and a group of other journalists, has been a vocal critic of Zanzibar's government.  "",""Last month, a high court judge ordered the newspaper to pay US$660,000 in damages to the son and daughter of Zanzibar's president, Abeid Karume, over stories alleging they used family connections to secretly buy state-owned businesses.  "",""The newspaper is currently appealing that judgement.  "",""Zanzibar won independence in 1963 following a bloody revolution that ousted the archipelago's Omani rulers.  "",""In 1964, the government signed a declaration of union with mainland Tanganyika, forming the state of Tanzania.  ""]",ap.com/Zanzibar's government orders the largest newspaper in the Indian Ocean archipelago to shut down,23-11-03 19:00
170658,"Turkish police raid, shut major opposition television channel","[""Turkish police on Tuesday raided the main offices and broadcast centre of IMC TV, a key opposition news channel in the country, cutting the broadcast."",""Reports say journalists and politicians were using social media to broadcast the crackdown over the Internet."",""However IMC also confirmed the raid by armed police on its Twitter account."",""IMC was among over 20 channels that Turkey’s broadcasting authority ordered shut recently, drawing strong condemnation from press freedom groups like the Committee to Protect Journalists."",""The measure affected mostly Kurdish and leftist broadcasters, including a children’s channel that showed cartoons in the Kurdish language."",""“The right to information has been hindered. This is anti-democratic and unacceptable,’’ Hamza Aktan, news editor of IMC TV, told newsmen."",""Since the failed July coup, Turkey has implemented a state of emergency."",""The government blamed the putsch on Fethullah Gulen, a U.S.-based preacher, and has shut dozens of media outlets affiliated with his movement."",""However, the government has also increasingly moved against Kurdish activists, politicians and media, alleging they have ties to militants.""]",punchng.com/turkish-police-raid-shut-major-opposition-television-channel,03-10-16 20:00
150653,Austrian court orders Facebook to delete ‘hate postings’,"[""An Austrian court on Monday ruled that Facebook must remove postings deemed as hate speech, in a legal victory for campaigners who want to force social media companies to combat online “trolling.”"",""The case, brought by Austria’s Green party over insults to its leader, has international ramifications as the court ruled the postings must be deleted across the platform and not just in Austria, a point that had been left open in an initial ruling."",""The case comes as legislators around Europe are considering ways of forcing Facebook, Google, Twitter and others to rapidly remove hate speech or incitement to violence."",""Germany’s cabinet approved a plan last month to fine social networks up to 50 million euros ($55m) if they fail to remove such postings quickly and the European Union is considering new EU-wide rules."",""Facebook’s lawyers in Vienna declined to comment on the ruling, which was distributed by the Greens and confirmed by a court spokesman, and Facebook did not immediately reply to a request for comment."",""Strengthening the earlier ruling, the Viennese appeals court ruled on Friday that Facebook must remove the postings against Greens leader Eva Glawischnig as well as any verbatim repostings, and said merely blocking them in Austria without deleting them for users abroad was not sufficient."",""The court added it was easy for Facebook to automate this process."",""It said, however, that Facebook could not be expected to trawl through content to find posts that are similar, rather than identical, to ones already identified as hate speech."",""The Greens hope to get the ruling strengthened further at Austria’s highest court."",""They want the court to demand Facebook remove similar, not only identical, postings, and to make it identify holders of fake accounts."",""The Greens also want Facebook to pay damages, which would make it easier for individuals in similar cases to take the financial risk of taking legal action."",""“Facebook must put up with the accusation that it is the world’s biggest platform for hate and that it is doing nothing against this,” said Green parliamentarian Dieter Brosz."",""Chief Executive Mark Zuckerberg has said hate speech has no place on the platform and the company has published a policy paper on how it wants to work against false news.(Reuters/NAN)""]",punchng.com/austrian-court-orders-facebook-to-delete-hate-postings,07-05-17 20:00
379494,"Facebook, Twitter remove fake news sites in Bangladesh ahead of election","[""Facebook and Twitter said on Thursday they had removed accounts and fake news pages linked to the Bangladesh government that had posted anti-opposition content, days ahead of an election in the South Asian nation."",""Facebook, Bangladeshs most popular social network with an estimated 30 million users, said it had removed nine fake news pages linked to individuals associated with the Bangladesh government which mimicked those of independent news outlets."",""It also took down six accounts as they, along with the pages, were found engaging in coordinated inauthentic behavior. One of the accounts had 11,900 followers."",""Bangladeshs interior minister, Assaduzzaman Khan, said action would be taken against people behind the fake accounts."",""Even if someone has a link with the ruling party, he will not be spared, Khan told Reuters."",""Facebooks Head of Cybersecurity Policy Nathaniel Gleicher said in a statement Facebook did not want accounts created to mislead anyone."",""This kind of behavior is not allowed on Facebook under our misrepresentation policy because we dont want people or organizations creating networks of accounts to mislead others about who they are, or what theyre doing, Gleicher said."",""Twitter said it had identified and suspended 15 accounts originating from Bangladesh for engaging in coordinated platform manipulation."",""Based on our initial analysis, it appears that some of these accounts may have ties to state-sponsored actors, it added. The accounts had fewer than 50 followers, it said."",""Facebook and other tech giants are under pressure to increase efforts to remove misleading or illegal content, and ensure fake news is not uploaded and disseminated. Although Facebook has stepped up fact-checking, it still faces criticism that it is too slow to close rogue accounts."",""Mufti Mahmud Khan, a spokesman for the Rapid Action Battalion security force, which has been given the job of monitoring online content in the run-up to the Dec. 30 polls, did not comment on the Facebook statement."",""But he said his team had arrested 30 people in recent weeks, some linked to the opposition, who posted anti-government propaganda by making clones of popular news websites."",""Facebooks move comes as Prime Minister Sheikh Hasinas Awami League is seeking to win a third straight term in power amid accusations of carrying out attacks on opposition party candidates."",""The opposition National Unity Front alliance said on Wednesday that 14 of its candidates had been arrested and 1,500 injured in attacks this month by ruling party workers."",""The Awami League has denied the allegations and accused the opposition of trying to disrupt a peaceful election environment. Hasina said on Wednesday her party would not use unfair means to win."",""Under Hasinas decade-long rule several people have been arrested for putting up Facebook posts critical of the government, including a prominent photographer released last month after more than 100 days in prison."",""The government has taken steps to improve Bangladeshs digital infrastructure, including making the internet more affordable, but it has kept tight control.""]",citizentv.co.ke/news/facebook-twitter-remove-fake-news-sites-bangladesh-ahead-election-224178,21-12-18 19:00
433549,Programme suspended on Clouds TV,"[""Tanzanian,Communications Regulatory Authority (TCRA) has suspended for three months airing of the Take One programme a production of Clouds TV for allegedly promoting prostitution"",""TCRA contents committee acting chairman Joseph Mapunda addressing journalists at a press conference last month said the station had interviewed a young woman on commercial sex trade during the programme that was re-run the following afternoon contrary to the country’s broadcasting regulations. He said the three-month suspension came into effect on Tuesday."",""He noted that on August 9 programme TV host Zamaradi Mketema interviewed an alleged commercial worker. During the show, the interviewee mentioned names of some of her clients."",""He said during the hearing management of Clouds TV admitted to the shortfalls that included direct promotion of commercial sex, poor editing, weak supervision and violation of public rights as the interviewee’s alleged customers were not given an opportunity to respond to the accusations."",""“I agree, we were wrong to disclose the names of people accused of being her customers. Our editing was also not professionally done,” Ms Mketema was quoted as telling the committee."",""This is the second time Take One lands into trouble after it was warned by the contents committee over a programme aired on June 28, this year in which an alleged homosexual had been interviewed.""]",thecitizen.co.tz/news/Programme-suspended-on-Clouds-TV/1840340-3405440-ugq736z,04-10-16 20:00
328187,"Somalia: Off Again, on Again Radio","[""Two radio stations in Somalia were shut down by the transitional government on Tuesday because they had stopped broadcasting music after threats from Islamist insurgents, but the stations were allowed back on the air hours later. The quick turnaround appeared to expose a difference of opinion in the government, which had earlier warned of shutdowns. Security agents had ordered the stations closed Tuesday, but the Information Ministry, citing the freedom of the press, countermanded the orders. Islamic insurgents had demanded the stations stop playing music because they deemed it un-Islamic. The warning about music is part of a broader assault on the influence of Western culture and ideology that the Islamists fighting the government hope to purge from the country.""]",nytimes.com/2010/04/21/world/africa/21briefs-somaliradio,30-10-14 10:22
150633,DR Congo blocks internet ahead of banned protests,"[""Authorities in the Democratic Republic of Congo blocked the internet in Kinshasa and set up roadblocks throughout the city ahead of planned protests Sunday demanding that President Joseph Kabila leave power."",""Catholic church leaders have called for a mass peaceful demonstration against Kabila’s 17-year rule, three weeks after a similar protest on New Year’s Eve that ended in deadly violence."",""The authorities have banned all demonstrations, and at around midnight (2300 GMT Saturday), the internet, email and social media messaging networks were cut in the capital, AFP correspondents said."",""Security forces have installed roadblocks on major routes into Kinshasa, while armed officers are conducting ID checks."",""The church has also called for rallies in several other cities including Lubumbashi and Goma, but the government has banned all demonstrations since September 2016, when anti-Kabila protests turned violent."",""The head of the Muslim community in DR Congo has backed the church, urging the authorities to allow the march to take place despite no official permission being granted."",""“I ask the authorities to avoid repressing the march,” Cheikh Ali Mwinyi M’Kuu, legal representative of the Muslim community, told AFP on Saturday."",""“If they decide to repress, there will be no peace. But if they let the march take place, they will respect the constitution and peace will prevail.”"",""The previous anti-Kabila march, on December 31, descended into a bloody crackdown after police and security forces opened fire on demonstrators."",""Protest organisers said 12 people were killed, while the United Nations reported at least five dead. The authorities said no deaths that day were linked to the demonstration."",""The country’s powerful Catholic Church, one of the few institutions to nationally enjoy broad credibility, condemned what it called “barbarism” and the UN and France sounded their concern over the death toll."",""– ‘Terrified for my children’ –"",""The church has been joined by a group of eight intellectuals in calling for the march to be peaceful."",""The so-called “secular committee of coordination” has called on people to march after mass “with our peace branches, our bibles, our rosaries, our crucifixes, to save the Congo”."",""Arrest warrants have been issued against at least five members of the committee, a magistrate told AFP, prompting them to go into hiding."",""“We’re scared. I’m just like everyone else, I’m scared. I’m terrified for my children, who have been alone since December 28,” said Kandolo, a member of the group in Kinshasa."",""The committee has called for the release of political prisoners, to allow the return of exiled political opponents and, above all, a guarantee that Kabila will stand down and not seek a third term."",""Kabila, 46, has been in power since 2001, at the helm of a regime widely criticised for corruption, repression and incompetence."",""His constitutional term in office expired in December 2016, but he stayed on — a move that stoked a bloody spiral of violence."",""Under an agreement brokered by the Catholic Church, he was allowed to stay in office provided new elections were held in 2017."",""The authorities later said organisational problems meant that the vote would be held on December 23, 2018 — a postponement that has angered Western nations, but one that they have reluctantly accepted."",""AFP""]",punchng.com/dr-congo-blocks-internet-ahead-of-banned-protests,20-01-18 19:00
357354,Kenya government allows 2 TV stations to resume broadcasting,"[""NAIROBI, Kenya (AP) — Kenya's government Monday restored transmission to two major TV stations of the four it shut down seven days ago, as police fired tear gas on protesters demonstrating against President Uhuru Kenyatta's government for violating constitutional freedoms."",""\""We are back on air,\"" said Joe Ageyo, the managing editor of Kenya Television Network. Transmission was also restored to Nation Television News, said its managing director Linus Kaikai, who said the two broadcasters had been in talks with the government. Service has not been restored to Citizen TV and the vernacular language service Inooro TV, said Kaikia, who is also the chairman of the Kenya Editors Guild."",""Also Monday police fired tear gas at a peaceful demonstration of about 100 protesters expressing outrage against the government's \""blatant violation of the constitution,\"" said rights activist Njonjo Mue."",""The government had shut down transmission of the four popular TV channels last week when they attempted to broadcast the mock inauguration of opposition leader Raila Odinga as the \""people's president.\"" Odinga charges that President Uhuru Kenyatta is not legitimate because he won elections last year through fraud."",""The government ignored court orders to restore the remaining two stations' transmission and to release opposition activist Miguna Miguna. Miguna was arrested after standing beside Odinga during the protest inauguration and signing the document as a witness."",""Odinga's fake inauguration last week was attended by tens of thousands of opposition supporters in the capital, Nairobi."",""The government responded to Odinga's event by declaring his opposition movement a criminal organization and investigating \""conspirators\"" in the ceremony. An opposition lawmaker who stood beside Odinga and wore judicial robe was arrested Wednesday and taken to court, where police fired tear gas at his supporters. It was not clear what charges were pressed against the lawmaker, T.J. Kajwang, but he has been released on bail."",""A well-known TV news anchor said last week that he and two other journalists were forced to spend the night in their newsroom to avoid arrest. Larry Madowo, a news anchor with Nation Television, said multiple sources informed him and colleagues that undercover policemen were waiting in the parking lot outside their offices. He said the journalists decided to spend the night in the newsroom to avoid meeting the police."",""Kenya's Supreme Court nullified Kenyatta's election in August after Odinga claimed that hackers infiltrated the electoral commission's computer system and changed results in favor of Kenyatta. The ruling, citing irregularities and illegalities, was the first time a court had overturned a presidential election in Africa. The court ordered a fresh election in October that Kenyatta won after Odinga boycotted, claiming a lack of electoral reforms.""]",ap.com/Kenya government allows 2 TV stations to resume broadcasting,04-02-18 19:00
334993,Kenyan authorities suspend radio station before constitution referendum,"[""NAIROBI, Kenya (AP) - Kenyan authorities on Wednesday suspended an independent radio station popular with critics of a draft Kenyan constitution that prompted bitter and sometimes violent debate.  "",""Regulators ordered Kass FM to stop broadcasts five days before Kenyans vote in a referendum on the draft constitution, which is supported by President Mwai Kibaki but faces strong opposition from both within and outside the ruling coalition.  "",""The Communications Commission of Kenya cited vague \""complaints from the public\"" in ordering the radio station to stop broadcasts to its audience of 4 million people, General Manager Joseph Towett said.  "",""Managers have one week to appeal the decision, and lawyers were preparing the court challenge, Towett told The Associated Press.  "",""\""I tried to ask them to specify the complaints,\"" Towett said. \""We don't even know the nature of the complaints, we don't even know who is complaining,\"" which makes it difficult for the station to defend itself, he said.  "",""Officials at the Communications Commission could not immediately be reached for comment.  "",""The campaign for the referendum -- Kenya's first since its 1963 independence from Britain -- has been marred by violence. In the most recent outbreak, police fired at \""no\"" demonstrators Friday in the port city of Mombasa. Four people were reported killed.  "",""Opponents say the draft constitution ignores agreements worked out during a constitutional conference last year designed to check presidential powers, in part by creating a powerful prime minister.  "",""Kibaki argues the draft does cut presidential powers. The current constitution was drafted in the lead-up to independence and has been revised several times to create a strong unitary state with sweeping presidential powers.  "",""Kass FM, popular with Kenya's 4.5 million ethnic Kalenjins, has evolved into a forum for critics of the draft constitution. The tribe is the third largest in this East Africa nation of 34 million people. The community has often played a decisive role in elections, Towett said.  "",""A rival radio station went on air last week, backed by supporters of the draft constitution, he said.  "",""\""The government has decided to shut us down so that the only voice broadcasting in the Kalenjin language would be the one supporting the draft constitution,\"" Towett said.  "",""Human rights organizations, civic groups, religious leaders and politicians have urged the government to delay the referendum and review the constitution in an effort to resolve the deepening political rift.  ""]",ap.com/Kenyan authorities suspend radio station before constitution referendum,15-11-05 19:00
18801,Tanzania orders all unregistered bloggers to take down their sites,"[""DAR ES SALAAM (Reuters) - Tanzania ordered all unregistered bloggers and online forums on Monday to suspend their websites immediately or face criminal prosecution, as critics accuse the government of tightening control of internet content."",""Several sites, including popular online discussion platform Jamiiforums, said on Monday they had temporarily shut down after the state-run Tanzania Communications Regulatory Authority (TCRA) warned it would take legal action against all unlicensed websites."",""Regulations passed in March made it compulsory for bloggers and owners of other online forums such as YouTube channels to register with the government and pay up to $900 for a license. Per capita income in Tanzania is slightly below $900 a year."",""Digital activists say the law is part of a crackdown on dissent and free speech by the government of President John Magufuli, who was elected in 2015. Government officials argue the new rules are aimed at tackling hate speech and other online crimes, including cyberbullying and pornography."",""“All unregistered online content providers must be licensed before June 15. Starting from today June 11 until June 15, they are prohibited from posting any new content on their blogs, forums or online radios and televisions,” the regulator said in a statement on Monday."",""The statement said legal action would be taken against any unregistered websites posting new content."",""Anyone convicted of defying the new regulations faces a fine of at least 5 million shillings ($2,200), imprisonment for a minimum 12 months, or both."",""Jamiiforums, a whistle-blowing website, said it had shut down its online discussion platform after the threat from the communications watchdog. The website has been enmeshed in a court battle for nearly a year to keep the site online."",""The website’s slogan is “where we dare to talk openly”. Most users post their comments under pseudonyms, but the website has been accused by authorities and individuals of allowing people to post fabricated allegations."",""The Paris-based Reporters Without Borders group has said the new online content rules “will kill off Tanzania’s blogosphere”."",""This year neighboring Uganda and Kenya have also moved to regulate internet uses with new laws, though their new rules are less strict than Tanzania’s.""]",reuters.com/article/tanzania-internet/tanzania-orders-all-unregistered-bloggers-to-take-down-their-sites-idUSL8N1TD3FW,10-06-18 20:00
51512,"Clearing agents, truck owners suspend strike, issue fresh 21-day ultimatum","[""After withdrawing their services for three days, clearing agents operating at the nation’s seaports and border posts yesterday suspended their strike but issued a fresh 21-day ultimatum to the Federal Government to resolve all issues in contention."",""The agents comprising the Association of Nigerian Licensed Customs Agents (ANLCA), National Association of Government Approved Freight Forwarders (NAGAFF) and Amalgamation of Maritime Transport Owners (AMARTO) announced the suspension after a meeting in Lagos yesterday."",""They noted that the protest was necessary for the Federal Government to address the challenges mitigating against ease clearance of cargo necessitated by dilapidated access roads and rusty infrastructure at the ports."",""The group said the suspension was in deference to pleas by the government and other well-meaning Nigerians to address all the issues, which necessitated the withdrawal of their services."",""The clearing agents have however issued another 21-day ultimatum for government to meet their demands or face another round of struggles at the ports.The groups had earlier insisted that they would not relent until there was visible evidence that the government has provided palliatives to the fix the bad roads by mobilising equipment to site."",""They also demanded that the Comptroller-General of the Nigeria Customs Service (NCS) Col. Hameed Ali (rtd) should address all issues militating against cargo clearance including multiplicity of customs formations such as the Comptroller of Compliance Team, Federal Operations Unit (FOU)."",""Part of their demands also include that the Director-General of the Standards Organisation of Nigeria (SON) should also address stakeholders on the challenges they face in the course of clearing regulated items at the ports."",""While hoping that government would act accordingly, the groups, however, appreciated the efforts of the Managing Director of the Nigerian Ports Authority (NPA), Hadiza Bala Usman and Executive Secretary of the Nigerian Shippers Council, Hassan Bello in repositioning the logistics supply chain.""]",guardian.ng/news/clearing-agents-truck-owners-suspend-strike-issue-fresh-21-day-ultimatum,17-05-17 20:00
62986,Gambian Government closes fourth radio station as political crisis escalates,"[""Gambian authorities have closed Paradise FM, the fourth radio station to be shut since last week, one of its presenters said on Monday."",""The minister said that Paradise FM was closed on orders allegedly given by the Communication and Information Ministry, presenter Andrew Gibba said."",""The closure came hours after Paradise FM had interviewed a spokesman of a coalition backing president-elect Adama Barrow, to whom President Yahya Jammeh has refused to cede power after losing the Dec. 1 election."",""The closure followed those of Teranga FM, Hilltop FM and Afri Radio."",""The authorities have not given an explanation for any of the closures."",""The Gambia Press Union has expressed concern that the closures could signal a crackdown on independent media amid the country’s escalating political crisis."",""Barrow has said he would take power on Jan. 19 as mandated by the constitution, despite Jammeh having challenged the election results in court."",""After more than two decades in power, Jammeh, 51, lost the election to Barrow, a former real estate agent who was little known even in Gambia before he announced his candidacy."",""West African leaders were due to meet in Abuja today to discuss the crisis.""]",guardian.ng/news/gambian-government-closes-fourth-radio-station-as-political-crisis-escalates,08-01-17 19:00
24366,Tanzania closes third newspaper since June as part of media crackdown,"[""DAR ES SALAAM (Reuters) - Tanzania shut down another newspaper on Friday - the third since June - after a warning from President John Magufuli earlier in the year that the days of newspapers his government viewed as unethical were numbered."",""Hassan Abbasi, the director-general of the state-run Tanzania Information Services, said in a statement that Raia Mwema, a weekly newspaper, had been banned from publishing for 90 days, starting on Friday."",""The independently-owned outlet was suspended, he said, after publishing an article this week saying Magufuli was destined to fail in his job and in which it attributed “fabricated” statements to the president.”The government ... issued a lenient punishment despite the gravity of the offense because the editors admitted their mistake,” he said.Tanzania suspended publication of the weekly MwanaHalisi newspaper for 24 months on Sept. 20 and banned another newspaper, Mawio, in June for a similar period.Magufuli, nicknamed “The Bulldozer” for his forceful leadership style, has won some praise from Western donors for an anti-corruption drive and for cutting wasteful public spending.But opponents accuse him of increasingly undermining democracy by curbing dissent and stifling free speech.""]",reuters.com/article/tanzania-media/tanzania-closes-third-newspaper-since-june-as-part-of-media-crackdown-idUSL8N1MA5PA,28-09-17 20:00
369071,"Nigeria shuts down private TV, radio stations tied to opposition","[""Nigeria's broadcasting authority shut down private radio and television stations owned by a key opposition figure who hours earlier said his media operations were being targeted in a crackdown."",""The National Broadcasting Commission (NBC) said on Thursday it suspended the license of Daar Communications Plc, owner of the African Independent Television (AIT) and RayPower FM for breach of broadcast codes."",""NBC said in a statement it summoned the management of the stations to address alleged bias in their broadcasts and for failing to meet financial obligations to the regulatory authority."",""The statement alleged the media organisations had \""embarked on use of inflammatory, divisive, inciting broadcasts and media propaganda against the government and the NBC for performing its statutory functions of regulating the broadcast industry in Nigeria\""."",""NBC said it made the license suspensions of AIT and RayPower FM \""for failure to abide by the commission's directives and the provisions of the law\""."",""\""The shut down order is until further notice,\"" the statement said."",""The two broadcast stations are owned by business tycoon Raymond Dokpesi, who is also a key member of opposition People's Democratic Party (PDP)."",""Dokpesi earlier on Thursday accused NBC of intimidating his media empire on the instruction of the Nigerian presidency."",""\""We are on a road previously travelled. A media and press clampdown is in the offing,\"" Dokpesi said hours before the suspension of his licence at a news conference."",""Dokpesi established RayPower FM as a pioneering private radio in 1994 and AIT in 1998."",""Reporters Without Borders places Nigeria 119th out of 180 on its World Press Freedom Index."",""The media watchdog said journalists are often threatened, subjected to physical violence, or denied access to information by government officials, police, and sometimes the public itself.""]",https://www.aljazeera.com/news/2019/06/nigeria-shuts-private-tv-radio-stations-tied-opposition-190607062834145.html,07-06-19 3:57
