Column1,title,text,url
327806,Zimbabwe: Party Formally Expels Mugabe Challenger,"[""The ruling party, ZANU-PF, formally expelled Simba Makoni, a former finance minister who announced last week that he would challenge Robert G. Mugabe for the presidency. Nathan Shamuyarira, a party spokesman, said  any party officials who supported the renegade candidacy would be similarly expelled. The Makoni candidacy might prove formidable, especially if he can unite opposition against Mr. Mugabe. But Morgan Tsvangirai, the candidate of the Movement for Democratic Change, has dismissed any notion of stepping aside for Mr. Makoni, calling him “old wine in a new bottle.”""]",nytimes.com/2008/02/13/world/africa/13briefs-mugabe
11660,Nigerian president sacks ministers in new shake-up,"[""ABUJA (Reuters) - Nigerian President Goodluck Jonathan on Wednesday sacked four cabinet members including aviation minister Stella Oduah, a close ally, in the latest of a wave of government changes ahead of elections next year."",""Jonathan also dismissed minister of police affairs Caleb Olubolade, minister of the Niger Delta Godsday Orubebe and deputy finance minister Yerima Ngama, Information Minister Labaran Maku said, hinting that some of them may have been removed because they want to seek other political posts."",""“He (Jonathan) said the ministers have been asked by him to step out to further their own interests in their own political or private purposes,” Maku told reporters."",""Existing ministers will take on their portfolios."",""Africa’s second largest economy and biggest oil producer is advancing as an investment destination but political instability is a concern for investors, especially as wasteful government spending tends to spike ahead of elections."",""Jonathan is trying to temper a bitter divide within his ruling People’s Democratic Party (PDP) over his assumed intention to run for another term in the 2015 election. He has yet to say whether he will."",""Jonathan dismissed his chief of staff on Monday, after overhauling his military high command last month as it struggled to cope with bloody Islamist militant insurgency in the country’s remote northeast."",""He has been defending his record on corruption this week after a series of graft allegations in recent months."",""Oduah stirred public outcry last year after her ministry spent $1.4 million on two bullet-proof limousines, far more than their market value. Opponents have been calling on Jonathan to remove her."",""The aviation ministry is one of the most senior cabinet posts and manages large amounts of government revenue."",""“I think many changes recently show Jonathan is repositioning government to make himself saleable for elections,” said Clement Nwankwo, a political analyst at the Abuja-based Policy and Legal Advocacy Centre."",""“Some of these changes could reflect positively on the perception that he is willing to bring about change.”"",""Five powerful state governors and dozens of lawmakers have defected to the recently formed coalition All Progressives Congress in the last year. Last month Bamanga Tukur, a Jonathan ally, resigned as chairman of the PDP under a wave of pressure from party members."",""Political wrangling is eroding the will needed to push through a number of much-needed reforms, including to Africa’s biggest energy industry, analysts say."",""The presidential, parliamentary and governorship votes next year are expected to be the most closely fought since the PDP swept to power at the end of military rule in 1998. Analysts say Jonathan is still favorite to win a second term, if he runs, in a country where incumbents rarely lose."",""Jonathan in January nominating 12 ministerial appointees to be screened by the national assembly, some of whom are expected to fill vacant positions left by nine cabinet members who were dismissed in September last year."",""He has launched an “Industrial Revolution Plan” which would enable the manufacturing sector to grow to 10 percent of GDP over the next five years, from four percent currently, the trade an investment ministry said on Wednesday. It gave few details about how his ambitious goals would be met.""]",reuters.com/article/us-nigeria-politics-idUSBREA1B1A220140212
336765,Nigeria replaces general leading fight against oil region militants,"[""LAGOS, Nigeria (AP) - Military authorities in Nigeria have replaced a general who was heading a special task force battling insurgents whose attacks have cut the country's oil exports by 20 percent, officials said Wednesday.  "",""Brig Gen. Elias Zamani was transferred to army headquarters and replaced by Brig Gen. Albert Ilogho, who was heading the National War College in the capital, Abuja, military spokesman Col. Mohammed Yusuf said.  "",""\""It's a routine change and has nothing to do with the situation in the delta,\"" said Yusuf.  "",""Attacks since January have caused severe disruptions to oil exports from Nigeria's delta. Nigeria is one of OPEC's leading producers and the attacks have helped push edgy oil prices higher on international markets.  "",""The militant Movement for the Emancipation of the Niger Delta, which has claimed responsibility for the attacks, says it is fighting for the interests of the impoverished people of the oil-rich region who have seen little benefit from the oil being pumped from their region.  "",""The ethnic Ijaw militia fighters took nine foreign oil workers hostages Feb. 18 and released six of them 11 days later. They are still holding three hostages -- two Americans and one Briton while a total of 455,000 barrels daily of Nigeria's exports remains shut.  "",""Nigeria normally exports 2.5 million barrels of oil daily and is the fifth-biggest source of U.S. oil imports.  "",""On Sunday, militants threatened further attacks they said were aimed at cutting exports by another 1 million barrels in March.  ""]",ap.com/Nigeria replaces general leading fight against oil region militants
231964,President fires police chief,"[""The President of Angola, Mr. Joo Loureno, has sacked the countrys police commander, Mr Ambrsio de Lemos."",""According to a note from the Civil House of the Presidency, Mr de Lemos will be replaced by Mr Alfredo Mingas."",""The Intelligence and Military security head, Gen Antnio Jos Maria, was also replaced by Gen Apolinrio Jos Pereira, the note confirmed."",""With the Monday changes, President Loureno, in office for only 53 days, has effected 62 major appointments so far."",""Last week, the president sacked the eldest daughter of his predecessor President Jos Eduardo dos Santos, as the chair of the board of the state-owned oil firm Sonangol."",""Isabel dos Santos sacked from Angolan state oil firm"",""A presidential decree on Wednesday said Ms Isabel dos Santos had been replaced by Mr Carlos Saturnino."",""Ms dos Santos was appointed to chair the Sonangol board of directors by her father in June 2016."",""She was tasked with the responsibility of restructuring the state company."",""President Loureno took over from dos Santos in August, following an election, marking the end of a 38-year reign."",""His sacking of the predecessors daughter was seen as a powerful message asserting his authority."",""http://www.africareview.com/news/Angola-police-boss-sacked/979180-4195282-b1qpae/index.html""]",nan.ng/news/president-fires-police-chief
10902,Nigeria's president sacks defense chiefs,"[""ABUJA (Reuters) - Nigerian President Goodluck Jonathan sacked his defense minister and national security adviser on Friday, but gave no reason for the move, after several months of violence by Islamist sect Boko Haram across the country."",""“The president has relieved the NSA (national security adviser Owoye Azazi) of his job and replaced him with Colonel Sambo Dasuki,” said presidency spokesman, Reuben Abati."",""“The president has also sacked the minister of defense (Bello Mohammed) and will announce his replacement later.”"",""Boko Haram, seen as the number one security threat in Africa’s top energy producer, has killed hundreds in an insurgency against Jonathan’s government this year."",""A state of emergency and a military crackdown on the sect across the north have failed to quell the insurgency."",""The northeast-based sect mostly targets security forces or authority figures but in the past year has turned its sites on Christian worshippers, attacking churches in an apparent attempt to stoke a wider sectarian conflict."",""At least 92 people have been killed in violence between Muslims and Christians in the northern city of Kaduna in the past three days."",""Jonathan drew criticism this week for travelling to Brazil for a climate change conference at the height of the religious violence in Kaduna.""]",reuters.com/article/us-nigeria-defence-idUSBRE85L1CM20120622
34981,"APC, PDP disagree over removal of police commissioner","[""Seven days to the conduct of the governorship election, the Edo State Commissioner of Police, Finihan Adeoye has been removed. The Guardian learnt that he has been moved to Osun State."",""But the state chapter of the Peoples Democratic Party (PDP) through its Publicity Secretary, Chris Nehikhare, said:   “Mr. Adeoye, who replaced Mr. Chris Ezike about three weeks ago and was saddled with the responsibility of coordinating the security arrangement for the governorship election, which holds on September 28, is said to have been removed over his disagreement with the state governor, Adams Oshiomhole on the use of police personnel, before and on the day of election."",""“It is gathered that the governor had taken offence that the commissioner was not in support of the recent indiscriminate arrests and detention of members of the opposition PDP which is said to have been ordered by the governor as part of the plan to manipulate the election in favour of the ruling APC. "",""“It said that the commissioner’s objection to this line of action by the men under his command had drastically reduced the planned onslaught on the members of the PDP and made the release of those arrested, prompt and relatively easy.”"",""But the state commissioner for Information and Orientation, Kassim Afegbua in a reaction yesterday said: “We are not the Nigeria Police Force. The institution has its own command structure under the supervision of the Inspector General of Police. We couldn’t have played any role in who becomes Commissioner of Police. It is purely police affairs and please don’t drag us into this.”"",""Afegbua stated that, “Under the PDP regime of oppression, they bastardised the Nigeria Police and turned it into an arm of the PDP oligarchy. Under the APC change agenda, we are not only allowing the military and paramilitary institutions to run professionally, we are building a new police institution that would be responsive to the challenges of modern policing."",""“As per the elections, we have nothing to fear because we believe in the sanctity of the ballot box. We are for votes but PDP is for rigging; so only them have cause to fear. We will trounce them silly come Wednesday September 28.“Any attempt for the PDP to exhibit their peculiar traits will be resisted wholeheartedly,” he said.""]",guardian.ng/politics/apc-pdp-disagree-over-removal-of-police-commissioner
320006,"Ugandan president reshuffles top military officers, drops army chief","[""The president has replaced the army chief Gen Edward Katumba Wamala, moving him to a civilian post as a junior minister in the Ministry of Works."",""Uganda’s President Yoweri Museveni has announced changes in the top army command on Tuesday that has seen his son, Maj Gen Muhoozi Kainerugaba, head of the elite Special Forces Command, move to a presidential advisory role."",""Equally notable, the president has replaced the army chief Gen Edward Katumba Wamala, moving him to a civilian post as a junior minister in the Ministry of Works."",""Maj Gen David Muhoozi has been promoted to the rank of full general and takes over from Gen Wamala as the Chief of Defence Forces (CDF)."",""Until his promotion, Maj Gen Muhoozi was the Chief of Land Forces."",""Maj Gen Kainerugaba had been in charge of the president’s security since his promotion to the rank and to the head of the Special Forces Command in May last year."",""Lt Col Don Nabaasa, will now replace him as the commander in charge of the president’s security. He has also been promoted to the rank of a Colonel."",""The reshuffle, confirmed by Uganda’s People Defence Forces (UPDF) spokesman Lt Col Paddy Ankunda, is contained in a radio message sent by President Museveni, the Commander-in-Chief on Tuesday January 10, 2017."",""Other key appointments include Chief of Staff Maj Gen Wilson Mbadi, who takes over as deputy CDF, replacing Lt Gen Charles Angina who becomes the deputy commander of the army’s Operation Wealth Creation project."",""Brig Peter Elwelu, the commander of UPDF’s Second Division based in Mbarara, who led the attack on the palace of the Obusinga Bwa Rwenzururu King Charles Wesley Mumbere in November in Kasese District, has been promoted to the rank of Major General and also becomes the new Chief of Land Forces."",""Brig Sam Okiding, recently returned from Somalia has also been promoted to the rank of Major General and Commander, Field Artillery."",""The Chief of Military Intelligence, Brig Charles Bakahumura, has been transferred to Chief of Logistics and Engineering. His position will now be taken over by Lt Col Abel Kandiho, who has been promoted to the rank Colonel."",""Brig Gavas Mugyenyi, appointed Commander, Air Defence, has also been promoted to the rank of Major General."","""",""The council will be comprised of six civilians and five members of the military."",""The coming elections of 2020 could test Abiy Ahmed’s political staying power.""]",theeastafrican.co.ke/news/ea/Museveni-reshuffles-top-military-officers-drops-army-chief-/4552908-3512064-6r9l1o
399367,Supreme Court to rule on judge Joseph Mbalu Mutava’s suspension,"[""The fate of suspended High Court judge Joseph Mbalu Mutava now lies in hands of a five-judge bench of the Supreme Court led by Deputy Chief Justice Philomena Mwilu."",""Justice Mbalu Mutava has been embroiled in a prolonged legal battle to save his career after a tribunal submitted a report to President Uhuru Kenyatta in 2016 recommending his removal from office over alleged misconduct."",""The embattled judge, who was suspended in 2013, is said have allocated himself the Goldenberg case file without the knowledge of the duty judge and proceeded to write a judgment."",""He was also accused of soliciting for a bribe to influence the ruling."",""Justice Mutava filed an appeal urging the apex court to find fault and biasness in the tribunals verdict."",""The conduct of this judge does not amount to gross misconduct, we therefore urge you to allow our appeal, urged the appellants Advocate."",""However, the Judicial Service Commission, through its advocate Emmanuel Bita, urged the court to hold that the judge was guilty of gross misconduct as was held by the tribunal that was being led by Justice David Maraga, who was then a Court of Appeal judge."",""The supreme court bench comprised of Justices Mwilu, Njoki Ndungu, Isaac Lenaola, Mohamed Ibrahim and Jackton Ojwang will deliver judgment on the case on notice.""]",citizentv.co.ke/news/supreme-court-to-rule-on-judge-joseph-mbalu-mutavas-suspension-207267
465721,Riek Machar removed as South Sudan vice-president,"[""South Sudan President Salva Kiir on Monday night removed First Vice-President Dr Riek Machar from office, replacing him with Mining Minister, Taban Deng Gai, in a move that virtually spells doom for the already fragile peace accord."",""This happened after the lapse of a 48-hour ultimatum issued by President Kiir for Dr Machar to return to the capital, from where he fled on July 11 following the outbreak of a four-day spate of political violence."",""On Saturday, a group of officials from Mr Machar's SPLM-IO nominated Mr Deng — the former lead negotiator for the rebels — as the acting First Vice President of South Sudan."",""They claim that because Dr Machar is not in Juba, someone needs to implement the peace deal."",""However, sources told The EastAfrican that the former rebel ministers currently holed in their hotel in Juba claimed to have voted to replace Dr Machar with Mr Gai under duress because they have been unable to leave the capital and that their lives are threatened."",""John Prendergast, Director of the Enough Project, a research organisation, said that the move represents another marker in South Sudan's slow motion political suicide."",""“It unnecessarily brings South Sudan a step closer to full-scale war, shutting another door to dialogue and trampling on democratic processes espoused by both South Sudan's government and opposition SPLA-IO,\"" he said."",""He further added that if President Kiir's action to remove Dr Machar proves to be be part of his inner-circle power plays to bring forth more violence and destabilisation, it might not win grassroots support and end up undermining the August 2015 peace agreement."",""After two and a half years of civil war, the two parties finally formed a transitional government of national unity on April 29 this year, but implementation of the security arrangement has been problematic with the presence of two armies leading to the July 7 clashes."",""READ: The problem of two centres of (military) power in S Sudan"",""Dr Machar’s Press Secretary, James Gatdet Dak, termed the changes as illegal and part of a conspiracy crafted over a year ago to destroy the agreement signed by the two leaders."",""Mr Dak said that the plan by Jieng Council of Elders (JCE) — a Dinka cultural grouping with a stronghold on President Kiir’s decision, came to the surface in February 2016, where he claims they had designed a plot to destroy the peace deal using Taban Deng Gai."",""Treasury seeks additional funding of $866m, increasing the 2019/2020 budget to $30.4bn."",""Did you clear the university study loan you received from the Higher Education Loans Board""]",theeastafrican.co.ke/news/ea/Riek-Machar-replaced-as-South-Sudan-vice-president/4552908-3316162-hpbehqz
387977,Magufuli fires intelligence chief Kipilimba ahead of elections,"[""Tanzanian President John Pombe Magufuli has sacked the countrys intelligence chief Modestus Kipilimba just one year before the general elections."",""Dr. Kipilimba had only served for three years out of the five years of his term."",""According to Reuters, the latest move is seen as indicating a shake-up of the intelligence network ahead of elections next year."",""The Citizen, a Tanzanian newspaper, said his tenure is one of the shortest since Tanzanias independence in 1961."",""The press statement announcing his sacking was signed by the head of presidential communications, Gerson Msigwa."",""It said he will be assigned other duties but with no specifics on what the new responsibilities would be."",""Prior to his appointment, he had served as the director of the National Electoral Commission (NEC) voters register."",""He was appointed to head intelligence in 2016 just a few months after President Magufuli was sworn in as the president of Tanzania."",""According to the Guardian, Diwani Athumani has been sworn in to serve as the new intelligence chief."",""Up until his appointment Commissioner Athumani headed the Prevention and Combating of Corruption Bureau (PCCB).""]",citizentv.co.ke/news/magufuli-fires-intelligence-chief-ahead-of-elections-276331
86799,PDP senators vow to sack El-Rufai in 2019,"[""Two Peoples Democratic Party (PDP) senators have vowed to sack Kaduna State Governor, Nasir el-Rufai from office in the 2019 governorship election in the state."",""Senators Suleiman Hunkuyi (Kaduna North) and Danjuma La’ah (Kaduna South) said they were joining forces to unseat the governor at the poll."",""While Hunkuyi is contesting the position on the platform of the PDP, La’ah said he was mobilising voters in his senatorial district for his colleague to unseat el-Rufai of the All Progressives Congress (APC)."",""Addressing a rally in Kaduna, Hunkuyi pledged that if elected, he would, within one week, reinstate all the traditional rulers and chiefs sacked by the governor earlier this year, describing their removal as an act of injustice.""]",guardian.ng/news/pdp-senators-vow-to-sack-el-rufai-in-2019
449127,Sudan military ruler sacks prosecutor general: statement,"[""Sudan's new military ruler General Abdel Fattah al-Burhan sacked the country's prosecutor general on Tuesday, the military council said, after protesters demanded he be fired."",""\""Lieutenant General Abdel Fattah al-Burhan has issued a declaration sacking the prosecutor general Omer Ahmed Mohamed,\"" the council said in a statement."",""The guide will help developing countries navigate the digital age."",""Treasury seeks additional funding of $866m, increasing the 2019/2020 budget to $30.4bn.""]",theeastafrican.co.ke/news/africa/-Sudan-military-ruler-sacks-prosecutor-general/4552902-5074760-i3e37w
