Column1,title,text,url,date,location
346717,Clash between vigilantes and extremists kills at least 25 in Nigeria,"[""MAIDUGURI, Nigeria (AP) - In attacks and reprisals between an Islamic militant group and vigilantes, at least 25 civilians were killed in northeast Nigeria, a vigilante group said Sunday."",""It was the first attack with major fatalities reported since dozens of students were killed earlier this month in attacks blamed on Boko Haram, the militant group whose name means \""Western education is forbidden.\"""",""Nigeria's military has said the situation has been brought under control since thousands of troops were moved into the region after the government imposed a state of emergency on May 14 and conceded that extremists were controlling towns and villages in the northeast of Nigeria, Africa's most populous nation and its largest oil producer."",""Mixed messages since then have the military claiming control and intermittent attacks by the extremists."",""Vigilante leader Aliko Musa said Sunday that his group stormed villages over the weekend to hunt Boko Haram members. He said they retaliated with big fire power and that five vigilantes and 20 civilians -- mostly fishermen and traders -- were killed."",""Lt. Haruna Muhammed Sani of Nigeria's military said 20 civilians and one vigilante were killed in the violence."",""There was no way to confirm either account in an area in which the military has cut cellphone and Internet connections.""]",ap.com/Clash between vigilantes and extremists kills at least 25 in Nigeria,27-07-13 20:00,
31194,Vigilantes and Boko Haram clash in Nigeria,"[""Residents in northeast Nigeria say at least 13 vigilantes and five Boko Haram members have been killed after the group launched attacks on a town."",""Sunday's attack in Benisheik, 72km west of Maiduguri, took place days after the military said it killed at least 50 fighters in an area to the north."",""Zannah Fannami, an injured operative with the Civilian Joint Task Force, said they were attacked while awaiting Boko Haram's approach on the town."",""He said the vigilante group was able to kill five suspected members of the armed group. Another Civilian-JTF operative, Muhammed Abuwar, said the military did not assist the vigilantes and 18 others were injured.Al Jazeera's Yvonne Ndege, reporting from Abuja, said it was unclear why Boko Haram might have attacked the town except for the fact that they might have known it was being guarded by citizens and not the military."",""Ndege said the recent spike in attacks had not prompted any comment from the military regarding consolidating security in the northeastern part of the country."",""The military has agreed to support any missions by the Civilian-JTF until its newest 7th Division fully formed to fight Boko Haram is fully functional."",""The spokesman for that division, Lieutenant Colonel Sagir Musa, said that brigade troops were sent to the area and \""the attack was repelled\""."",""Troops are still searching for fleeing insurgents, he said."",""There has been a rash of attacks by suspected Boko Haram members in northeast Nigeria recently, after young vigilantes formed the Civilian-JTF in June."",""The vigilante force claims credit for thousands of arrests in Maiduguri and many killings."",""More than 160 people were killed in violence linked to Boko Haram last month - one of the bloodiest periods since President Goodluck Jonathan declared a state of emergency and a military crackdown in three northeastern states in mid-May."",""Since 2009, an estimated 3,600 people have been killed in an insurgency launched by Boko Haram, which says it wants to establish an Islamic state in the northeastern part of the country."",""While the group has repeatedly attacked schools, churches, mosques and markets, state institutions like police stations and military facilities have remained primary targets.""]",aljazeera.com/news/africa/2013/09/20139818515940397,08-09-13 17:07,
45628,At least 42 dead in rebel-IS clashes near Damascus: monitor,"[""At least 42 fighters were killed in 24 hours of fierce fighting between Islamist rebels and the Islamic State group in Syria’s Damascus province, a monitoring group said Wednesday."",""“At least 30 Islamist rebels and 12 fighters from IS were killed in fighting since Tuesday” in the hilly region of Qalamun, the Syrian Observatory for Human Rights said."",""Qalamun is divided into a western portion, which borders Lebanon and is mostly controlled by the regime and its ally, the Lebanese Shiite movement Hezbollah."",""The eastern sector has seen intense clashes between rebels and IS, and is strategic because it borders the “badiya,” the Syrian steppe."",""These plains are used by rebels to transport weapons from the Turkish border to the north and the Jordanian frontier in the south."",""According to the Britain-based Observatory, IS has already cut off one of these routes and aims to take more to “suffocate” the rebels."",""Meanwhile, at least 11 people were killed in regime bombardment of two towns in Damascus province."",""“It is likely that there were even more killed in the attack, and the number will increase due to people in a critical condition,” said Observatory head Rami Abdel Rahman."",""In the northern Aleppo province, 12 people were killed and at least 40 others injured in regime aerial attacks on Deir al-Hafir, a town under the control of IS militants."",""“There are still people stuck in the buildings after they collapsed,” said Abdel Rahman."",""Thirteen civilians, including nine children, were killed Tuesday night in shelling in the northwest province of Idlib, whose provincial capital was overrun by al-Qaeda’s Syrian affiliate and allied rebels."",""Among them, a man and five children, three of them sisters, were killed in a regime air raid on Maarat al-Numan."",""Seven others, including a couple and their four children, were killed by rebel shelling on Jisr al-Shughur, one of the last regime-held cities in Idlib province."",""Since they lost control of Idlib city, regime forces have been trying to chip away at opposition-controlled parts of the province to protect their supply route between Ariha and Jisr al-Shughur.""]",guardian.ng/news/at-least-42-dead-in-rebel-is-clashes-near-damascus-monitor,21-04-15 20:00,Nigeria
12155,Chadian soldiers kill 207 Boko Haram fighters in Nigeria: army,"[""N’DJAMENA (Reuters) - Soldiers from Chad killed 207 Boko Haram militants in fighting on Tuesday near a Nigerian town close to the border with Cameroon, Chad’s army announced in a statement."",""One Chadian soldier was killed and another nine were wounded in the clashes near Gambaru, the scene of regular attacks by the Nigerian Islamist group in recent months. There was no immediate independent verification of the Chadian army’s announcement."",""Chad’s military also claimed to have seized large quantities of small arms and ammunition and two pick-up trucks."",""Niger, Cameroon and Chad have launched a regional military campaign to help Nigeria defeat the Boko Haram insurgency, which aims to carve an Islamic emirate out of northeastern Nigeria."",""Chad deployed troops last month in support of Cameroonian efforts to stop repeated cross-border raids by the Islamists, whose operations increasingly threaten Nigeria’s neighbors."",""The African Union last month authorized the creation of the regional force, which will also include Benin, and is pushing for a U.N. Security Council mandate for the operation.""]",reuters.com/article/us-nigeria-violence-chad-idUSKBN0LT0Y520150225,24-02-15 19:00,
347896,Authorities: At least 11 killed by Islamic extremists in attack on northeast Nigeria village,"[""YOLA, Nigeria (AP) - Authorities in northeast Nigeria say at least 11 people were killed in a gun and machete attack carried out by radical Islamic extremists in a northeast Nigeria village."",""Adamawa state police spokesman Mohammed Ibrahim said the attacker hit the village of Midlu early Saturday morning, targeting the house of the state's deputy governor during their assault."",""Ibrahim said victims had their throats slit. Villagers living there said the attackers called out some of their victims by name, suggesting that the assailants had particular people they wanted dead."",""No arrests were immediately made in the attack, which comes as northern Nigeria faces near-daily attacks by Islamic extremists. The main extremist network there, known as Boko Haram, has been launching attacks since 2010, despite an increased deployment of soldiers and police there.""]",ap.com/Authorities: At least 11 killed by Islamic extremists in attack on northeast Nigeria village,05-04-13 20:00,
148238,Boko Haram kills six soldiers in Borno,"[""At least six soldiers died in two separate Boko Haram ambushes in Borno State, military and civilian militia sources said on Monday."",""Four troops were killed and 12 injured on Sunday when their convoy was attacked near Damboa, 90 kilometres (56 miles) from Maiduguri, the capital of Borno state."",""Two soldiers were killed in the same area on Saturday, the sources told AFP, speaking on condition of anonymity as they were not allowed to talk to the media."",""A military officer in Maiduguri said Sunday’s ambush happened when troops were on patrol between the villages of Nyeneri and Falawani."",""“The terrorists came in huge numbers and attacked the convoy using IEDs (improvised explosive devices) and gun trucks,” he added."",""A member of the civilian self-defence force gave a similar account and death toll, and said the jihadists made off with weapons before reinforcements arrived."",""He added: “Two soldiers died on Saturday when the six vehicles they travelling in came under heavy attack from Boko Haram near Bulaburin (village),” said the militia source."",""The attacks came days after the military replaced the officer leading troops fighting Boko Haram following a surge in attacks, including against military outposts."",""The army maintains the redeployment of Major-General Ibrahim Attahiru was routine, and the officer himself said suggestions he was sacked are “far from the truth”."",""He said in his farewell speech to troops on Monday that his move was “a normal exercise” and his redeployment to army headquarters in Abuja was a “call to higher responsibility”."",""Meanwhile, hundreds of people displaced by the violence deserted a makeshift camp in Birimari village, in the Nganzai district of Borno, some 80 km north of Maiduguri."",""Troops had been sent to the village, which is the birthplace of Borno state governor Kashim Shettima, two years ago but soldiers were withdrawn last week, locals said."",""One of the displaced, Idrissa Karim, fled with others to Gajiram, the district headquarters, as fears spread of a possible attack."",""A bus driver who plies the route from the garrison town of Monguno to Maiduguri, which passes through Birimari and Gajiram, confirmed the displaced people had moved on."",""“The IDPs (internally displaced persons) were packing their tents and few belongings from the camp at Birimari and heading to Gajiram for fear of Boko Haram attack after soldiers left the village,” the driver said."",""As well as leaving at least 20,000 dead, the eight-year conflict has forced millions from their homes. IDPs remain vulnerable because of a lack of security in camps and elsewhere."",""AFP""]",punchng.com/boko-haram-kills-six-soldiers-in-borno,10-12-17 19:00,Nigeria
337401,"22 killed in overnight violence in and around Kenyan capital, police say","[""NAIROBI, Kenya (AP) - A wave of violence across the Kenyan capital killed 22 people early Friday, and police were investigating whether a shadowy gang that has threatened to launch an uprising against the government was involved in at least some of the deaths.   "",""Several of the attacks had the hallmarks of the Mungiki gang, which is accused in a string of beheadings and whose founder was sentenced to prison just hours before the violence erupted. Three of the victims were beheaded, and the Kariobangi neighborhood where at least eight people died is known to be an area where Mungiki operates.   "",""Kiplimo Rugut, the commissioner of Central Province, said Mungiki was suspected in some of the killings, which happened overnight. \""This is a possibility we are looking at,\"" he told The Associated Press.   "",""The violence comes at a tumultuous time in the Kenyan capital, where an explosion earlier this month killed one person and wounded more than 30 during rush hour. No one has claimed responsibility for the blast. In the past month, more than 50 people have been killed in a crime spree and police crackdown linked to Mungiki.   "",""Mungiki claims to have thousands of adherents, all drawn from the Kikuyu, Kenya's largest tribe. The group, whose name means \""multitude\"" in the Kikuyu language, was inspired by the bloody Mau Mau rebellion of the 1950s against British colonial rule. In recent years, it has been linked to extortion, murder and political violence.   "",""The group's founder, Maina Njenga, who has publicly denied links to Mungiki recently but who is widely believed to still be a guiding force, was sentenced to five years in prison Thursday on gun and drug charges.   "",""Meanwhile, a Mungiki leader said the government crackdown has done nothing to stop the secretive group, which makes money by demanding protection payments from minibus drivers and by controlling illegal businesses that produce homemade alcohol or provide electricity to slum areas by rerouting the circuits.   "",""The minibuses, known as matatus, are the main form of public transportation in Kenya.   "",""\""Nothing has changed,\"" the leader told The Associated Press, insisting his name not be published because he is wanted by police. \""Most politicians in this area are affiliated with us in one way or another.\""   "",""He spoke the day before Friday's violence, and could not be reached for further comment.   "",""A senior police officer, who also requested anonymity due to the sensitivity of the matter, said corruption is the main reason authorities cannot stamp out the Mungiki.   "",""He said officers round people up, then take bribes to release them. \""The officers also tip members of the group to an impending raid,\"" he said.   "",""Simon Kimutai, head of the Matatu Owners Association, said the Mungiki have become so threatening that he is forced to work from his car so gangsters won't find him at his office.   "",""\""I am talking about (the Mungiki) every day and nothing is happening, so what will happen next is that they will come for my head,\"" he said.   "",""Mungiki members have threatened to disrupt the elections in December, when President Mwai Kibaki will seek a second term. Leaflets circulated by the group call on Kenyan youth to join up and prepare for an uprising against the government.   "",""\""Arise! Arise! Arise!\"" one of the leaflets says. \""Stand up for your rights now.\""   "",""Clashes have broken out every election year since 1992, and this year has been no different. Besides the Mungiki violence, land disputes in the Mount Elgon area, 515 kilometers (320 miles) northwest of Nairobi, have killed more than 140 people and forced tens of thousands from their homes.   "",""Much of Friday's violence took place in Banana Hill -- the base of a lucrative matatu route -- and the eastern Nairobi neighborhood of Kariobangi, where residents have long complained that Mungiki runs vast extortion rackets. Three corpses, included two who were beheaded, were found in Banana Hill, on the outskirts of Nairobi, police said.   "",""Another beheaded victim was found in the city center, said police official Tito Kilonzi said.   "",""\""If you look at the way beheading was done, it leaves us with little doubt that it was Mungiki,\"" he said.   "",""The violence in and around Kariobangi killed eight people, starting when gunmen stormed a restaurant and opened fire, said police official Maina Migwi. A truck driver and two passengers also were killed, he said.   "",""\""They did not steal anything from the victims in all the incidents last night,\"" Migwi said, suggesting that the violence was a way to instill terror in the area.   "",""Police also fatally shot eight men who were trying to rob a warehouse of the  Kenya Electricity Generating Company Ltd., said Julius Muthuri, police official in Nairobi's industrial area. KenGen produces about 80 percent of the electricity consumed in the country.   "",""Police spokesman Eric Kiraithe said authorities believe the suspects at KenGen were trying to steal materials to use for illegal electricity connections -- a hallmark, he said, of the Mungiki sect.   ""]","ap.com/22 killed in overnight violence in and around Kenyan capital, police say",21-06-07 20:00,
90268,Qaeda kills three in sweep of Yemen’s south,"[""Al-Qaeda militants killed three pro-government fighters Saturday as they strengthened their presence in the southern coastal town of Ahwar, residents and military officials said."",""The jihadists launched an attack at dawn on a checkpoint manned by fighters close to the government of President Abedrabbo Mansour Hadi, the sources said."",""They captured three of them before slitting their throats and going on to seize several government buildings."",""Al-Qaeda militants have controlled several neighbourhoods of the town in Abyan province for several weeks, according to the military officials."",""The Sunni Muslim extremist group has shored up its presence in Abyan where it already controls the provincial capital Zinjibar and the towns of Jaar and Shaqra."",""Their advance gives them control of most of the coast from their southeastern stronghold of Mukalla to Zinjibar, not far from the main southern port city of Aden."",""Hadi’s internationally recognised government declared Aden the country’s provisional capital in March, after Shiite Huthi rebels drove it out of Sanaa and much of northern Yemen."",""Al-Qaeda and the Islamic State group have stepped up attacks on Aden despite the government’s efforts to secure the city.""]",guardian.ng/news/qaeda-kills-three-in-sweep-of-yemens-south,19-02-16 19:00,Nigeria
162895,Two shot dead in protests against disputed Kenya vote,"[""Two people have been shot dead in Kenya in angry opposition protests which flared up again Saturday after the hotly disputed election victory of President Uhuru Kenyatta."",""Protests and running battles with police broke out in Nairobi slums after a night of anger in opposition strongholds against an election that losing candidate Raila Odinga claims was massively rigged."",""East Africa’s richest economy was gripped by uncertainty a decade after a disputed 2007 election which led to two months of ethnopolitical violence that left 1,100 dead and 600,000 displaced."",""All eyes will now turn to Odinga, and his reaction to the loss which he claimed was a result of massive rigging of Tuesday’s election, which his party denounced as a “charade” and a “disaster”."",""Odinga has yet to speak after the results were announced, but almost immediate protests erupted Friday night in his strongholds in western Kisumu county and poor areas of Nairobi, with gunshots ringing out and fires lit in the streets."",""“We have one person killed and four others admitted in hospital with gunshot injuries,” said Dr Ojwang Lusi, the regional health chief in western Kisumu county."",""“My brother was shot and yet he was just standing outside our house where people were demonstrating now he has a bullet injury on the hip,” said Truphena Achieng, at a Kisumu hospital."",""In the southwestern town of Siaya, a police officer speaking on condition of anonymity said a man had been shot dead in protests, but “we have not managed to collect the body… because of resistance from protesters.”"",""Meanwhile, protests flared up again Saturday morning, with police firing tear gas and engaging in running battles with demonstrators in the capital’s Mathare and Kibera slums, according to AFP reporters."",""In Kisumu, protesters blocked major highways around the city."",""Human Rights Watch on Saturday urged police to show restraint in the face of protests."",""“With growing reports of demonstrations and heavy gunfire in some areas, it is important for security forces to work to de-escalate – not escalate – the violence,” said Otsieno Namwaya, Africa researcher at HRW."",""“The police should not use tear gas or live ammunition simply because they consider a gathering unlawful.”"",""– Exclusion, resentment –"",""Odinga, 72, is a veteran opposition politician seen as having taken his last shot at the presidency after four unsuccessful runs. He believes elections in 2007, 2013 and now 2017 were snatched away from him."",""Politics in Kenya is largely divided along tribal lines, and the winner-takes-all nature of elections has long stoked communal tensions."",""Odinga’s ethnic Luo supporters — and their allies from other groups — believe they have been denied political power by elites from the Kikuyus, the same ethnic group as Kenyatta, the country’s biggest community."",""“President Kenyatta, unlike his first term, must include everyone in his government,” wrote the Daily Nation in an editorial, warning that limiting power to his tribal allies was “exacerbating exclusion and creating resentment and disillusionment.”"",""Amid the anxiety over how the situation would unfold, there was also much joy in Kenyatta’s strongholds after he was declared the victor with 54.27 percent to Odinga’s 44.74."",""In his acceptance speech Kenyatta reached out to Odinga and his supporters, to “work together… so that we can build this nation together”."",""“Let us be peaceful… We have seen the results of political violence. And I am certain that there is no single Kenyan who would wish for us to go back to this.”"",""The latest death toll takes the number of people killed in election-related violence since Tuesday to eight."",""Another four people died after being hit by vehicles during celebrations in separate incidents Friday night around the country, said a senior traffic police officer."",""– ‘Court is not an option’ –"",""Foreign observers praised a peaceful, credible voting process — which saw a turnout of 78 percent — but the mood quickly turned sour when Odinga rejected the results after only a few hours of counting."",""The main opposition coalition, the National Super Alliance (NASA), has claimed both that the results were manipulated by a massive hacking attack, and that it is in possession of results being concealed on IEBC servers that show Odinga to be the rightful winner."",""On Thursday it demanded Odinga be declared president on these grounds."",""In 2013 Odinga took his grievances to court and lost."",""“We have been there before. Court is not an alternative,” said top NASA official James Orengo."",""– Corruption, food prices –\nIn his first term, Kenyatta, 55, was credited with a massive infrastructure drive, however, his new government will face the rising debt as a result, and a predicted slowdown in growth from an average of more than five percent in recent years."",""A major issue on the campaign trail was a spike in food prices and shortage of the staple maize meal due to a prolonged drought, which has hit the country’s poorest hard."",""Kenyatta’s administration has been dogged by several graft scandals, with the country dropping six points in Transparency International’s corruption index in 2016."",""AFP""]",punchng.com/two-shot-dead-in-protests-against-disputed-kenya-vote,11-08-17 20:00,Nigeria
328532,Nigeria: 5 Are Killed in Mosque Attack,"[""Gunmen sprayed a mosque with bullets in the northern city of Kano on Friday, killing five worshipers, a police spokesman said. The spokesman, Majiya Musa, said the police suspected the attackers were from the radical Islamist sect Boko Haram, which is waging an increasingly violent insurgency in the north.""]",nytimes.com/2012/02/25/world/africa/nigeria-5-are-killed-in-mosque-attack,19-08-14 21:20,
14499,"UPDATE 1-Gunmen storm police station in Niger Delta, kill 5","[""LAGOS, April 27 (Reuters) - Unidentified gunmen killed five policemen and seized several weapons in a raid on a police station in the oil-rich southern Nigerian state of Rivers on Sunday, a police spokeswoman said."",""The attack took place early on Sunday on Bonny Island, the site of one of Nigeria’s largest oil and gas export terminals, spokeswoman Ireju Barasua said."",""It was not immediately clear who had carried out the assault on the Bonny Divisional Police Station."",""Rivers state has witnessed a surge in attacks in recent weeks by a rebel group seeking greater autonomy for the oil-producing region, the Movement for the Emancipation of the Niger Delta (MEND)."",""MEND said in an emailed statement that it was not responsible for Sunday’s raid, which it said was carried out by local youths angry at the government’s handling of the trail of its arrested leader Henry Okah."",""A Nigerian court is due to rule this week on whether Okah, who leads a militant faction of MEND, can be tried in secret as previously ordered."",""Okah, who was arrested in Angola in September and handed to Nigeria in February, faces the death penalty if convicted of gun-running, treason, and conspiracy to wage war in Nigeria."",""Royal Dutch Shell (RDSa.L) has been forced to shut down at least 169,000 barrels a day of production following an attack on a pipeline leading to the Bonny terminal over a week ago."",""There has been no word on when output will resume and Shell has yet to say whether three subsequent attacks have affected output."",""MEND has promised to step up its bombings and inflict further damage to Nigeria's oil production, which is also being curtailed by a strike over labour conditions by workers at Exxon Mobil, currently Nigeria's leading producer.  (For full Reuters Africa coverage and to have your say on the top issues, visit: africa.reuters.com/ )  (Reporting by Daniel Flynn; editing by Dominic Evans)""]",reuters.com/article/2008/04/27/nigeria-attack-idUSL2738590820080427,26-04-08 20:00,
14186,Rebels claim Nigerian oil delta attack,"[""LAGOS, Feb 4 (Reuters) - A prominent Nigerian militant group said on Monday it carried out an armed raid on a navy outpost protecting an oil pipeline hub which killed three soldiers on Saturday."",""The Movement for the Emancipation of the Niger Delta (MEND) denied a statement by the navy that eight rebels were also killed in the gun battle at the Tora pipeline manifold, saying they suffered no casualties."",""“MEND carried out the attack. We did not suffer any casualties. That was not the original intended target, but we had to make do,” a spokesman for the group said in an e-mail to Reuters. He did not say what the original target was."",""Shell said the Tora manifold, located deep in the mangrove-lined creeks of Bayelsa state, was not damaged in the attack and oil production in Nigeria, the world’s eighth largest oil exporter, was unaffected."",""Oil companies operating in Africa’s top producer have been struggling to cope with a wave of violence in the vast wetlands region, fuelled by widespread poverty, corruption and lawlessness."",""On Monday, one policeman was killed and two wounded in an attack on their boat heading to a Shell oil facility at Cawthorne Channel in neighbouring Rivers state, an industry source said, asking not to be named."",""Shell is producing about 400,000 barrels per day below its full capacity from Nigeria because of attacks and kidnappings by MEND since 2006 that have contributed to a rise in world oil prices."",""Rebels are demanding regional control over the Niger Delta’s oil wealth, as well as jobs, public services and compensation for pollution. However, the line between militancy and crime is blurred."",""Sabotage and abductions have subsided since the inauguration of President Umaru Yar’Adua last April. Shell has begun to restore its lost output and militants have begun preliminary peace talks with the government."",""However, talks have dragged on without any agreement and violence has risen again since the September arrest of Henry Okah, a factional leader of MEND."",""The MEND statement said Saturday’s raid was to commemorate five months since Okah’s arrest on gun-running charges in Angola.  (Reporting by Tom Ashby; Editing by Matthew Tostevin)""]",reuters.com/article/2008/02/04/nigeria-delta-idUSL037189120080204,03-02-08 19:00,
40387,4 Qaeda members killed in Yemen drone strikes,"[""Four suspected Al-Qaeda members were killed in drone strikes in central Yemen likely carried out by US forces, a security source said Sunday."",""The source, asking not to be identified, said three “armed fighters of Al-Qaeda” died when their vehicle was struck on Saturday in the Sawmaa region of Al-Bayda province."",""A drone strike on Friday killed a local military instructor for Al-Qaeda in the same province, he said."",""The United States, which considers Al-Qaeda’s Yemen-based franchise, Al-Qaeda in the Arabian Peninsula (AQAP), to be its most dangerous, is the only force operating drones over Yemen."",""But it only sporadically reports on a long-running bombing campaign against AQAP."",""Al-Qaeda and the Islamic State jihadist group have exploited a power vacuum created by the two-year-old conflict in Yemen between the government and Shiite Huthi rebels, especially in the country’s south and southeast.""]",guardian.ng/news/4-qaeda-members-killed-in-yemen-drone-strikes,21-01-17 19:00,Nigeria
62396,French cop and partner killed in ‘IS-linked’ attack,"[""A man who claimed allegiance to the Islamic State group stabbed a French policeman to death on Monday night before he was killed in a dramatic police operation, sources close to the investigation said."",""A news agency linked to IS said the attack had been carried out by an “Islamic State fighter”, days after posting a similar claim following the massacre at a gay club in Orlando, Florida."",""French prosecutors have launched an anti-terror probe after the policeman and his partner were killed at their home in the Paris suburb of Magnanville."",""Witnesses told investigators the man may have shouted “Allahu akbar” (God is greatest) as he stabbed the policeman repeatedly outside his home before holing up inside with the woman and the couple’s three-year-old son."",""Loud detonations were heard at the scene as elite RAID police moved in following failed negotiations with the attacker, who claimed allegiance to IS while talking to officers, sources close to the inquiry told AFP."",""“The anti-terror department of the Paris prosecution service is taking into account at this stage the mode of operation, the target and the comments made during negotiations with the RAID,” one source said."",""The SITE Intelligence Group, a US-based monitor, cited the IS-linked Amaq News Agency as saying on its Telegram channels: “Islamic State fighter kills deputy chief of the police station in the city of Les Mureaux and his wife with blade weapons near #Paris.”"",""The killing came after a gunman claiming to be acting in the name of IS shot dead 49 people at a gay nightclub in Orlando, Florida on Sunday in the worst mass shooting in US history."",""The bloodshed also comes as France hosts the Euro 2016 football tournament under tight security — still reeling from jihadist attacks in Paris last November that left 130 people dead."",""The attacker was yet to be identified and neither of the victims was named, but the slain policeman was known to be 42 years old and worked in nearby Les Mureaux."",""His partner was a local police official."",""– Hollande condemns ‘odious’ attack –"",""President Francois Hollande said in a statement that he “strongly condemned this odious act”."",""“A police commander and his partner, a civil servant at the interior ministry, were shamefully murdered this evening,” Hollande said."",""“All light will be shed on the circumstances of this terrible tragedy,” he added, announcing a meeting of top officials at the presidential palace early Tuesday."",""Officers found the woman’s body when they stormed the house, and the attacker was killed during the assault, interior ministry spokesman Pierre-Henry Brandet said."",""The couple’s toddler son was “in shock but unharmed,” a prosecutor added, saying the boy was receiving medical attention."",""Police sources had told AFP earlier in the evening that the attacker had taken the policeman’s partner and son hostage after stabbing the officer to death as he returned home around 9:00 pm (1900 GMT)."",""Residents were quickly evacuated from the neighbourhood as police moved in and blocked off roads, an AFP journalist said."",""RAID officers “arrived rapidly on the scene. Negotiations were launched and an assault plan was put in place,” said Brandet."",""But the negotiations were “unsuccessful” and authorities decided to launch an assault around midnight, he added."",""A helicopter was on the ground a few hundred metres away from the scene of the attack, while several fire trucks and ambulances were seen leaving the security perimeter."",""Interior Minister Bernard Cazeneuve expressed his “infinite sadness” at the death of the policeman and his partner, but praised the “great composure and great professionalism” of the elite officers.""]",guardian.ng/news/french-cop-and-partner-killed-in-is-linked-attack,13-06-16 20:00,Nigeria
106455,‘200 dead’ as regional forces battle Boko Haram,"[""CHAD said Wednesday it inflicted heavy losses on Nigeria’s Boko Haram, killing “over 200” Islamist militants in a border town that it wrested from the rebels in a ground offensive."",""Nine Chadian soldiers were also killed and 21 injured Tuesday in Gamboru as regional forces took the fight against the insurgents on to Nigerian soil for the first time, the Chadian army said."",""“This toll is provisional,” the Chadian military said in a statement, adding that troops were still combing the town on Nigeria’s border with Cameroun for lingering rebel elements."",""Around 2,000 Chadian troops backed by armoured vehicles poured across the border into Gamboru on Tuesday after the African Union last week backed a regional force to take on the extremists."",""The sound of automatic gunfire could heard Wednesday in the town, which has been abandoned by residents after a barrage of air strikes by Chad in the run-up to its offensive, an AFP journalist reported."",""While the operation in Gamboru continued, the town of Fotokol on the other side of the border, in Cameroun, came under fresh attack from the jihadists."",""“The guys (Boko Haram) entered this morning. The fighting between them and our soldiers is very intense,” a Camerounian security source in Fotokol told AFP by telephone."",""The Camerounian troops had managed to repel the attack by mid-morning, after Chadian soldiers crossed back from Nigeria to help defend the town.""]",guardian.ng/news/nigeria/national/200-dead-as-regional-forces-battle-boko-haram-2,03-02-15 19:00,Nigeria
330078,At Least 60 Dead in Burundi Attacks,"[""\nBUJUMBURA, Burundi (AP) - At least 60 people have died in fighting\nbetween Hutu rebels and government soldiers in the week following the\nsigning of a peace agreement to end Burundi's seven-year civil war,\nofficials said.\n"",""\nThe violence continued Monday, a military official said: Rebels\nambushed two passenger buses, killing one person.\n"",""\nCol. Gabriel Gunungu, governor of Burundi's southern Makamba\nprovince, said seven people were injured in the morning attack in the\narea near the Tanzanian border. Rebel activity has been on the increase\nin the past week in the area about 90 miles south of Bujumbura.\n"",""\nOn the night of Aug. 30-31, at least 20 rebels and four government\nsoldiers were killed in a clash in the area, said an official source who\nspoke on condition of anonymity. In the Kanyosha region southeast of the\ncapital, local authorities said about 40 people had been killed since\nAug. 31 in cross fire between rebels and soldiers.\n"",""\nElsewhere, unidentified gunmen killed two civilians and wounded two\nothers on Sunday night just north of Bujumbura, local official Janiver\nRwimo said. Also Sunday, rebels and troops clashed in an area 12 miles\nsouth of Bujumbura, local official Emmanuel Buragiye said. He did not\nhave any reports of casualties.\n"",""\nHeavy fighting has been reported for the last two weeks in the area,\nknown as Bujumbura Rurale. An estimated 5,000 people have fled.\n"",""\nMilitary authorities declined to comment on the reports.\n"",""\nAt least 200,000 people, most of them civilians, have been killed in\nthe fighting that erupted in October 1993 after the assassination of\nBurundi's first democratically elected president, a member of the\nmajority Hutu community. Tutsis, who are in the minority, have run the\ntiny central African country for all but four months since independence\nin 1962.\n"",""\nThe latest violence comes in the days after the country's Hutu rebels\nand four of its 10 Tutsi political parties refused to sign the peace\nagreement.\n"",""\nThe agreement was brokered by former South African President Nelson\nMandela, and the Aug. 28 signing was witnessed by President Clinton.\nBurundian President Pierre Buyoya, who signed the accord with\nmisgivings, was joined by members of his government and the National\nAssembly as well as Hutu political parties and six Tutsi parties.\n"",""\nBuyoya is to travel Tuesday to Gitega, Burundi's second-largest city,\nto explain the peace accord to the public. He has repeatedly called it\n\""an important step to peace,\"" but criticized its lack of a firm\ncease-fire arrangement as well as its failure to name the person who\nwould lead a three-year interim government.\n"",""\nMandela has called on representatives of Buyoya's government and the\nmain rebel groups to meet in Nairobi, Kenya, on Sept. 20 to work out\ndetails. The four Tutsi parties that did not sign have said they are\nwilling to reconsider.\n""]",ap.com/At Least 60 Dead in Burundi Attacks,03-09-00 20:00,
47681,Bomber blows self up near U.S. Consulate in Saudi Arabia,"[""A suspected suicide bomber has died after blowing himself up near the United States (U.S.) Consulate in Saudi Arabia’s city of Jeddah, the interior ministry has said."",""Security officers early yesterday became suspicious of a man near the parking lot of Dr. Suleiman Faqeeh Hospital, which is directly across from the U.S. diplomatic mission."",""When they moved in to investigate, “he blew himself up with a suicide belt inside the hospital parking”, the ministry said, adding that two security officers were lightly wounded."",""The attack happened at around 2:15am (23:15 GMT) yesterday, the day when Americans celebrate their independence."",""No one immediately claimed responsibility for the attack."",""An investigation was ongoing, and some people were being questioned for their suspected links to the attack, security sources told Al Jazeera ."",""In a statement, the U.S. Consulate said there were no casualties or injuries among its staff, adding that it and the U.S. embassy were in contact with Saudi authorities investigating the incident."",""The U.S. State Department also said it was aware of the explosion in Jeddah and it was working with Saudi authorities to collect more information."",""In 2004, five people stormed the U.S. consulate in Jeddah with bombs and guns, killing four Saudi security personnel outside and five local staff within."",""Three of the attackers were killed in the assault and two were captured.""]",guardian.ng/news/bomber-blows-self-up-near-u-s-consulate-in-saudi-arabia,04-07-16 20:00,Nigeria
