Column1,title,text,url,date,location,title_arrest,title_censor,title_changeelection,title_changepower,title_cooperate,title_coup,title_defamationcase,title_diplomatic,title_disaster,title_disparage,title_legalrestriction,title_martiallaw,title_mobilizesecurity,title_mobilizesupporters,title_praise,title_protest,title_purge,title_raid,title_threaten,title_violencelethal,title_violencenonlethal,text_arrest,text_censor,text_changeelection,text_changepower,text_cooperate,text_coup,text_defamationcase,text_diplomatic,text_disaster,text_disparage,text_legalrestriction,text_martiallaw,text_mobilizesecurity,text_mobilizesupporters,text_praise,text_protest,text_purge,text_raid,text_threaten,text_violencelethal,text_violencenonlethal
248080,MLSCN threatens to shut down substandard laboratories,"[""OWERRI— Medical Laboratory Scientists Council of Nigeria, MLSCN, has threatened to shut down any medical laboratory which services fall below standard."",""MLSCN Assistant Director, Monitoring and Evaluation, Mrs. Stella Udo, read the riot act when she paid a courtesy call on the Commissioner for Health, Dr. Joe Obi Njoku, in his office."",""“Our visit to Imo State is to ensure standard and quality of medical laboratory service in the state. Any practitioner found wanting will have his or her laboratory closed down,” Mrs. Udo said."",""She said “laboratory results given to patients must be accurate, reliable and conform to the ethics and standards of the regulatory authority."",""Responding, the commissioner also revealed that government had concluded plans to shut down medical laboratory outfits operating below standard or above their ethical mandate."",""He expressed worry that some medical laboratory scientists did their job, prescribe drugs as a doctor would do and at the same time dispense drugs like a pharmacist."",""“The above scenario has resulted in ambiguous drug prescriptions and these drugs are often purchased from road side drug vendors."",""“This ugly practice sadly results in drug resistance, drug abuse and the attendant death of unsuspecting patients,” the commissioner regretted."",""Dr. Njoku, therefore, appealed to MLSCN to save the state and its citizens from imminent but avoidable danger and health crisis.""]",vanguardngr.com/2012/05/medical-lab-scientists-threaten-to-shut-down-substandard-laboratories,14-05-12 20:00,Nigeria,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""MLSCN"",[0]],""V"":[""threatens"",[1]],""ARG1"":[""to shut down substandard laboratories"",[2,3,4,5,6]]}",,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""OWERRI— Medical Laboratory Scientists Council of Nigeria , MLSCN"",[0,1,2,3,4,5,6,7,8]],""V"":[""shut"",[13]],""ARG1"":[""any medical laboratory which services fall below standard"",[15,16,17,18,19,20,21,22]]}","{""ARG0"":[""OWERRI— Medical Laboratory Scientists Council of Nigeria , MLSCN ,"",[0,1,2,3,4,5,6,7,8,9]],""V"":[""threatened"",[11]],""ARG1"":[""to shut down any medical laboratory which services fall below standard"",[12,13,14,15,16,17,18,19,20,21,22]]}",,
296823,JOHESU threatens to embark on strike,"[""The Joint Health Sector Union (JOHESU) has issued a threat to take industrial actions over what it describes as indifference on the part of the Federal Government to resolve their labour dispute."",""In a press statement by JOHESU’s President, Mr Josiah Biobelemonye, the health workers threatened to resume their industrial action any time from now."",""The development comes two weeks after the union issued a 15-day ultimatum, asking the government to implement a new salary adjustment structure."","" "",""They also want the government to pay all salaries of members withheld between April and May last year."",""The five affiliate unions of JOHESU are the National Association of Nigerian Nurses and Midwives, Nigeria Union of Allied Health Professionals and Medical and Health Workers’ Union."",""Others include the Senior Staff Association of Universities, Teaching Hospitals, Research Institutes and Associated Institutions and Association of Medical Laboratory Scientists of Nigeria.""]",vanguardngr.com/2019/01/johesu-threatens-to-embark-on-strike,30-01-19 19:00,Nigeria,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""JOHESU"",[0]],""V"":[""threatens"",[1]],""ARG1"":[""to embark on strike"",[2,3,4,5]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""The Joint Health Sector Union ( JOHESU )"",[0,1,2,3,4,5,6,7]],""V"":[""issued"",[9]],""ARG1"":[""a threat to take industrial actions over what it describes as indifference on the part of the Federal Government to resolve their labour dispute"",[10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]}",,
368534,South Africa Vows to Crack Down on Violence Against Nigerians,"[""PRETORIA, South Africa — The president of South Africa vowed on Thursday that “early warning mechanisms” would be put in place to try to avoid further violence against immigrants in his country, after a series of deadly attacks prompted anger from other African leaders and an extraordinary airlift of Nigerians."",""The South African leader, Cyril Ramaphosa, made the comments during a summit with his Nigerian counterpart, Muhammadu Buhari, who called the attacks “unacceptable.” "",""At least 12 people were killed and more than 700 arrested after gangs in Johannesburg and Pretoria attacked foreign-owned stores and stalls, looting and burning the small businesses and attacking some shopkeepers."",""Outbreaks of violence against Nigerians and citizens of other African nations have regularly erupted in South Africa in recent years, with some in the country accusing foreigners of taking their jobs or of committing crimes like peddling illegal drugs. "",""The attacks have led to a growing sentiment among Nigerians that South African companies should be prevented from doing business in Nigeria."",""Mr. Ramaphosa and Mr. Buhari lead Africa’s largest economies, and the two countries did $3.3 billion in trade in 2018."",""South Africa has been making efforts to repair ties after the government faced criticism for framing the violence against foreigners as everyday crime, and initially not speaking out against the xenophobia. Mr. Ramaphosa on Thursday again stressed the need for immigrants to obey local laws, but he called the targeting of foreigners “regrettable.”"",""After the latest violence, the Nigerian foreign minister called the attacks “sickening” and the government recalled its high commissioner. South Africa temporarily closed its diplomatic missions in Nigeria, citing concerns over staff safety. "",""In Lagos, Nigeria’s largest city, the operations of the South African telecommunications giant MTN were targeted in retaliatory attacks."",""Mr. Ramaphosa said his government was “totally committed” to tackling the violence against foreigners. He acknowledged South Africans’ frustration with the country’s high unemployment rate and sluggish economy, but urged his compatriots not to take it out on immigrants."",""It was not immediately clear what the early warning mechanisms would consist of or how they would work.""]",https://www.nytimes.com/2019/10/03/world/africa/south-africa-nigeria-immigrants.html,03-10-19 8:13,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""The president of South Africa"",[0,1,2,3,4]],""V"":[""vowed"",[5]],""ARG1"":[""that “ early warning mechanisms ” would be put in place to try to avoid further violence against immigrants in his country ,"",[8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30]]}",,
335792,Burundi's last rebel group pledge not to disrupt constitutional referendum,"[""BUJUMBURA, Burundi (AP) - The last rebel group fighting in Burundi's 11-year civil war will not disrupt a referendum on a new constitution, a spokesman said Friday, the last day for campaigning before the vote set for Monday.  "",""The new constitution will mark the expiry of a transitional charter that was part of a peace accord signed in Arusha, Tanzania, in 2000. The deal allowed rebels to join a transitional government in an effort to end the conflict.  "",""The National Liberation Force, from the country's Hutu ethnic majority, hopes the new constitution will clear the way for election of a new government that would negotiate a political settlement with the insurgents, spokesman Pasteur Habimana said.  "",""\""We will not interfere with the Monday vote. We did not hinder voter registrations, either,\"" Habimana said. \""We have been fighting to have Burundi lead by a legitimate government. That means we will negotiate with a government which has a minimum of legitimacy and not those governments that came out of political arrangements.\""  "",""Burundians will vote for legislators in March. The lawmakers then will elect a new president in April.  "",""The new constitution details power-sharing arrangements between Hutus and the Tutsi ethnic minority.  "",""Burundi's conflict broke out in October 1993, when Tutsi paratroopers assassinated the country's first democratically elected president, a Hutu. Previously, the Tutsi ethnic minority had dominated government since independence from Belgium in 1962.  "",""Hutu rebels took up arms and the fighting has left more than 260,000 people, mostly civilians, dead. The country's main rebel Hutu group joined a transitional government in 2003, but the National Liberation Force has so far refused to lay down its arms.  ""]",ap.com/Burundi's last rebel group pledge not to disrupt constitutional referendum,24-02-05 19:00,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Burundi 's last rebel group"",[0,1,2,3,4]],""ARGM-NEG"":[""not"",[6]],""V"":[""disrupt"",[8]],""ARG1"":[""constitutional referendum"",[9,10]]}",,"{""ARG0"":[""Burundi 's last rebel group"",[0,1,2,3,4]],""ARGM-NEG"":[""not"",[6]],""V"":[""disrupt"",[8]],""ARG1"":[""constitutional referendum"",[9,10]]}",,,,,,,,,,,,,,,,,,,"{""ARG0"":[""The last rebel group fighting in Burundi 's 11-year civil war"",[0,1,2,3,4,5,6,7,8,9,10]],""ARGM-MOD"":[""will"",[11]],""ARGM-NEG"":[""not"",[12]],""V"":[""disrupt"",[13]],""ARG1"":[""a referendum on a new constitution"",[14,15,16,17,18,19]]}",,"{""ARG0"":[""The last rebel group fighting in Burundi 's 11-year civil war"",[0,1,2,3,4,5,6,7,8,9,10]],""ARGM-MOD"":[""will"",[11]],""ARGM-NEG"":[""not"",[12]],""V"":[""disrupt"",[13]],""ARG1"":[""a referendum on a new constitution"",[14,15,16,17,18,19]]}"
214952,MPs now threaten to impeach Speaker Muturi after Uhuru tax proposals passed,"[""A section Members of Parliament (MP) have now threatened to impeach Speaker Justin Muturi for allegedly imposing President Uhuru Kenyattas tax proposals on the House."",""Addressing the press after the passing of President Kenyattas proposals to the Finance Bill, 2018, the MPs cited dictatorship and strong-arming in the manner the proposals were passed."",""Responding to a question from a journalist on the way forward for the House after the Thursday afternoon chaotic sitting, Dagoretti North MP Simba Arati stated that they would immediately begin the process of impeaching the Speaker."",""That is the process we are starting and he will go, said Arati."",""I am extremely disappointed by the proceedings in the Parliament this afternoon bearing in mind this was a special sitting we had matters of national importance that we were set to discuss but it has turned out to be a showdown dictatorship and democracy, said Lakipia Woman Representative Catherine Waruguru."",""Waruguru further accused her Narok counterpart and temporary National Assembly Speaker Soipan Tuya of not asking for division bell or voting to take place but rather putting the question through acclamation to which, she says, the majority were the Nay sayers."",""I am deeply concerned with the dictatorship which has been which has been exhibited in this Parliament and Hon. Justin Muturi I respect you a lot but, in this matter, there is a problem and you were not a patriot this afternoon, added the legislator."",""Turkana South MP John Lomenen, on his part, accused the Muturi as well as majority leader Aden Duale and his minority counterpart John Mbadi of driving the country to ruin by ensuring the tax proposals were passed."",""I want to tell Kenyans that the people who have sent you to the grave are (Speaker Justin) Muturi, (Aden) Duale, (John) Mbadi, Junet (Mohammed), and all the chairpersons of the committees who were given money the other day and have now burdened Kenyans, said Lomenen."",""Garissa Township MP and House Majority Leader Aden Duale, however, brushed off the threats of impeachment instead tasking the press to hold to account anybody who says he is going to impeach the speaker of the National Assembly.""]",citizentv.co.ke/news/mps-now-threaten-to-impeach-speaker-muturi-after-uhuru-tax-proposals-passed-212703,19-09-18 20:00,Kenya,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""MPs"",[0]],""ARGM-TMP"":[""after Uhuru tax proposals passed"",[1,7,8,9,10,11]],""V"":[""threaten"",[2]],""ARG1"":[""to impeach Speaker Muturi"",[3,4,5,6]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""A section Members of Parliament ( MP )"",[0,1,2,3,4,5,6,7]],""ARGM-TMP"":[""now"",[9]],""V"":[""threatened"",[10]],""ARG1"":[""to impeach Speaker Justin Muturi for allegedly imposing President Uhuru Kenyattas tax proposals on the House"",[11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]}",,
114922,Cross River NMA threatens to withdraw services over kidnapping,"[""The Nigerian Medical Association (NMA) in Cross River has threatened to withdraw medical services over incessant kidnapping of its members."",""The association issued the threat in a statement jointly signed by its Chairman, Dr. Agam Ayuk, and the Secretary, Dr. Ezoke Epoke, after its emergency general meeting held in Calabar yesterday."",""NMA, which said the decision to withdraw its services became necessary due to increasing cases of kidnapping of its members, recalled that the wife of one of its members was kidnapped on August 15 and released the next day."",""“The recent kidnap of the spouse of a medical doctor is the second incident of doctors’ targeted kidnap in Cross River in the past one month. "",""It is noteworthy that in the last 18 months, within Calabar alone, five doctors and five dependents/family members have been kidnapped at various times and locations."",""“The release of affected victims has been conditional including payment of ransom in most instances."",""This has caused great psychological, emotional and financial distress to the affected families."","" “NMA in Cross River reiterates that we shall withdraw all medical services without any notice, anytime a doctor or dependent is kidnapped. Medical doctors cannot continue to save lives while their very lives and those of their dependents remain under constant threat by criminals,” the statement read.""]",guardian.ng/news/cross-river-nma-threatens-to-withdraw-services-over-kidnapping,21-08-18 20:00,Nigeria,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Cross River NMA"",[0,1,2]],""V"":[""threatens"",[3]],""ARG1"":[""to withdraw services over kidnapping"",[4,5,6,7,8]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""The Nigerian Medical Association ( NMA ) in Cross River"",[0,1,2,3,4,5,6,7,8,9]],""V"":[""threatened"",[11]],""ARG1"":[""to withdraw medical services over incessant kidnapping of its members"",[12,13,14,15,16,17,18,19,20,21]]}",,"{""ARG0"":[""The Nigerian Medical Association ( NMA ) in Cross River"",[0,1,2,3,4,5,6,7,8,9]],""V"":[""threatened"",[11]],""ARG1"":[""to withdraw medical services over incessant kidnapping of its members"",[12,13,14,15,16,17,18,19,20,21]]}"
227312,North Korea threatens more launches after fourth test in 12 days,"[""North Korea threatened Tuesday to carry out more weapons tests after it fired its fourth pair of projectiles in less than two weeks following the start of joint exercises between the US and the South."",""The rising temperature on the peninsula threatens to derail putative negotiations between Pyongyang and Washington, with the North saying the combined drills were a “flagrant violation” of the process."",""Pyongyang has always been infuriated by military exercises between the South and US, seeing them as rehearsals for invasion, but in the past, it has tended to avoid carrying out missile tests while the war games were taking place."",""The speed of its statement Tuesday was also unusual, coming within an hour of the launch, rather than the more normal day later."",""The North fired “two projectiles that are assumed to be short-range ballistic missiles” from South Hwanghae province on its west coast, Seoul’s Joint Chiefs of Staff said in a statement."",""They flew around 450 kilometres across the peninsula and into the East Sea, also known as the Sea of Japan, reaching an altitude of 37 kilometres and a speed of “at least Mach 6.9”, the South’s military said."",""That puts them around the middle of the range of projectiles that have been fired by the North four times in the past 12 days."",""Seoul has said all were likely to be short-range ballistic missiles — the North is banned from ballistic missile launches under UN Security Council resolutions — while Pyongyang has described some as a “large-calibre multiple-launch guided rocket system” or “tactical guided weapon”."",""The latest launch came after the South Korean and US militaries began mainly computer-simulated joint exercises on Monday to test Seoul’s ability to take operational control in wartime."",""Less than an hour after the North’s weapons test, an official of its foreign ministry said the drills were “an undisguised denial and a flagrant violation” of the diplomatic process between Pyongyang, Washington and Seoul."",""All joint drills between the South and the US were “aggressive war exercises simulating the surprise and preemptive attack on the DPRK”, the spokesperson said in a statement carried by the official KCNA news agency."",""“So we are compelled to develop, test and deploy the powerful physical means essential for national defence,” the official added. “The US and South Korean authorities cannot counter this even though they have 10 months.”"",""‘Fruitless and exhausting’"",""The North attacked its neighbour in 1950, triggering the Korean War, but has long argued it needs nuclear weapons to defend itself against invasion from the US."",""Park Won-gon, an international relations professor at Handong Global University, said more missile launches during the joint exercises were “highly likely”."",""If dialogue resumed later, he added, “it can use these missile tests to pressure Seoul and Washington”."",""“The problem is that South Korea and the US virtually haven’t responded at all to these recent launches, allowing Pyongyang to test as many times as they want,” he told AFP."",""US President Donald Trump last week downplayed the North’s launches, saying the North’s leader Kim Jong Un would not want to “disappoint” him."",""US Defense Secretary Mark Esper, who is on an Asia tour, said Tuesday that while Washington took the tests seriously, “we also need to be careful not to overreact and not to get ourselves in a situation where diplomacy is closed off”."",""Trump and Kim held a historic summit in Singapore last year, where the North made a vague pledge on denuclearisation, and the second summit in Hanoi this February broke up amid disagreements over sanctions relief and what Pyongyang might be willing to give up in return."",""The two agreed to resume nuclear talks during their impromptu June meeting in the Demilitarized Zone that divides the peninsula, but that working-level dialogue has yet to begin."",""Analysts say the military manoeuvres on both sides could see discussions pushed back until the autumn, and Pyongyang signalled Tuesday that it was in no mood to talk."",""“A constructive dialogue cannot be expected at a time when a simulated war practice targeted at the dialogue partner is being conducted,” said the North’s foreign ministry spokesperson."",""“There is no need to have a fruitless and exhausting dialogue with those who do not have a sense of communication,” they added."",""After the Singapore summit, Trump made a shock announcement halting joint drills, adopting Pyongyang’s own description of them as “provocative”."",""War games are known as Ulchi Freedom Guardian (UFG) and scheduled for August last year were subsequently suspended and the allies’ biggest annual drills, Foal Eagle and Key Resolve, were replaced with a shorter “Dong Maeng” or “Alliance” exercise in March.""]",guardian.ng/news/north-korea-threatens-more-launches-after-fourth-test-in-12-days,05-08-19 20:00,Nigeria,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""North Korea"",[0,1]],""V"":[""threatens"",[2]],""ARG1"":[""more launches"",[3,4]],""ARGM-TMP"":[""after fourth test in 12 days"",[5,6,7,8,9,10]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""North Korea"",[0,1]],""V"":[""threatened"",[2]],""ARGM-TMP"":[""after it fired its fourth pair of projectiles in less than two weeks following the start of joint exercises between the US and the South"",[3,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34]],""ARG1"":[""to carry out more weapons tests"",[4,5,6,7,8,9]]}",,
131144,Protest threatened over memorial 20 years after Ken Saro-Wiwa execution,"[""Leaders of Nigeria’s Ogoni people have threatened to disrupt the country’s oil industry if the government does not release a British artwork commemorating the 20th anniversary of the execution of the writer Ken Saro-Wiwa."",""The memorial, in the form of a large bus, has been impounded by customs in Lagos for six weeks because it is considered politically inflammatory. A quote from the writer on the side of the bus accuses the oil companies of “practising genocide against the Ogoni” ."",""Activists in Port Harcourt warned they would set up roadblocks and disrupt oil industry work if the bus were not released in time for the anniversary of Saro-Wiwa’s death on Tuesday."",""“We shall mobilise people and begin a series of mass actions to seriously disrupt economic activities in the Ogoni areas of the Niger delta,” said a spokesman for the Movement for the Survival of the Ogoni People, which Saro-Wiwa founded in 1990."",""The author was hanged by a military court in 1995 following a peaceful uprising by 300,000 Ogonis against Shell’s widespread pollution in Ogoniland. The execution sparked international outrage, led to Nigeria’s suspension from the Commonwealth and has kept oil companies out of the region."",""Saro-Wiwa’s son, also called Ken Saro-Wiwa, who worked as an adviser to the last Nigerian president, said Ogoniland was now on the world map and that oil companies were being held to account for not cleaning up decades of pollution."",""“Climate change is the defining issue of the first half of the 21st century and the Ogoni story is a part of that,” he said."",""“People are still very angry and emotional about the issues. The mistrust is very deep-seated. We see the global awareness of my father and Ogoniland, but that is little consolation to the communities still drinking water with 900 times the World Health Organisation accepted level of benzene.”"",""The anniversary of the execution of Saro-Wiwa and eight other Ogoni leaders, following a military court ruling which allowed no appeal, will be marked in London and Nigeria by vigils and church services."",""Environment and human rights groups said the “judicial murder” of the Ogoni Nine marked the birth of a worldwide ecological justice movement in opposition to oil spills and human rights abuses."",""“He was the start of a shift in the way the world understands oil,” said Nnimmo Bassey, director of Nigerian environment group the Health of Mother Earth Foundation and former chair of Friends of the Earth International."",""“By standing up to the Nigerian government and to Shell he inspired people around the world. There are now many more voices and networks of groups holding Shell and oil companies to account.”"",""Allan Hogarth, Amnesty International UK’s head of advocacy, said: “Saro-Wiwa devoted his life to making the link between human rights and environmental struggle in the Niger delta."",""“Tragically, the communities he defended are still blighted by oil pollution because of the continued failure of Shell and the Nigerian government. The fact is that the oil spills have not stopped and Shell still has not cleaned up the damage.”"",""Michael Liebreich, founder of Bloomberg New Energy Finance, said the execution of Saro-Wiwa focused attention on the need for reform of the global energy industry."",""“I am profoundly bothered when I see unfair, oppressive, society-harming actions by the energy industry,” he said."",""“This goes back to 1995 when Saro-Wiwa was judicially murdered. I felt helpless. Now I do not. Back then it was impossible to envisage a different world. Back then, health, wealth and happiness were inextricably linked to fossil fuels and their attendant corrupt, corrosive centralisation of power. Now we know another way is possible.”"",""When Saro-Wiwa wrote the Ogoni Bill of Rights in 1990 it was intended to be a statement of self-determination."",""But Nigerian activist Ken Henshaw said it has become a rallying call for indigenous movements around the world: “The spirit of the bill lives on as communities fight to make decisions about resource extraction on their lands to stop environmental destruction and respond to the climate emergency.”"",""Shell responded by saying it was aiming to clean up the backlog of oil spill sites in Ogoniland. “Despite not producing oil and gas in Ogoniland since 1993, the Shell Petroleum Development Company of Nigeria and its partners have been involved in a number of initiatives aimed at delivering a better future for this region."",""“These include working with the federal government, communities and civil society on accelerating implementation of the 2011 United Nations Environment report; a remediation programme aimed at cleaning up the backlog of spill sites in Ogoniland as quickly as possible; and working with local communities to prevent oil theft and sabotage, which continue to cause environmental damage.”""]",theguardian.com/world/2015/nov/07/ken-saro-wiwa-ogoni-people-shell-anniversary-memorial-bus,06-11-15 19:00,,,,,,,,,,,,,,,,,"{""ARG0"":[""Protest"",[0]],""V"":[""threatened"",[1]],""ARG1"":[""over memorial"",[2,3]],""ARGM-TMP"":[""20 years after Ken Saro - Wiwa execution"",[4,5,6,7,8,9,10,11]]}",,,"{""ARG0"":[""Protest"",[0]],""V"":[""threatened"",[1]],""ARG1"":[""over memorial"",[2,3]],""ARGM-TMP"":[""20 years after Ken Saro - Wiwa execution"",[4,5,6,7,8,9,10,11]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Leaders of Nigeria ’s Ogoni people"",[0,1,2,3,4,5]],""V"":[""threatened"",[7]],""ARG1"":[""to disrupt the country ’s oil industry if the government does not release a British artwork commemorating the 20th anniversary of the execution of the writer Ken Saro - Wiwa"",[8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]}",,
453115,South African opposition threatens to approach ICC over Zimbabwe crisis,"[""South African main opposition Democratic Alliance (DA) has threatened to approach the International Criminal Court (ICC) if President Cyril Ramaphosa continues to \""turn a blind eye\"" on the Zimbabwe crisis."",""The DA has been calling on the government to intervene directly to stop what it calls gross human rights violations by the Zimbabwean government."",""Zimbabwe was hit by anti-government protests last week after a hike in fuel prices stoked anger over an economic crisis. Several people have been killed after the protests turned violent in the capital Harare and second city Bulawayo."",""“The DA strongly believes that the human rights crisis currently in Zimbabwe is of sufficient gravity to warrant an ICC investigation because, according to the Zimbabwe Human Rights NGO Forum, at least 12 people have been killed, 78 shot at and 240 faced assault, torture, inhumane and degrading treatment,” said Stevens Mokgalapa, the DA’s shadow minister for international relations and cooperation."",""He accused President Ramaphosa and his government of “sitting on their hands over the Zimbabwe crisis in much the same manner as [former president] Thabo Mbeki’s failed diplomacy in 2008”."",""Mr Mokgalapa was referring to a military clampdown on civilians after a disputed election in 2008."",""“Mr Mbeki’s silence only served to worsen the human rights climate in Zimbabwe and led to a collapse of the economy, whose consequences are still being felt to this day with thousands of Zimbabweans flocking to South Africa to seek economic refugee. The DA will not stand by while Mr Ramaphosa repeats a ‘Quiet Diplomacy 2.0’ strategy that is sure to produce the same results as Mbeki’s ill-thought foreign policy,” he added."",""Zimbabwean President Emmerson Mnangagwa on Sunday said he would cut short his five-nation tour and skip the World Economic Forum in Davos to address the crisis."",""Meanwhile, South Africa turned down a request from its southern African neighbour for a $1.2 billion loan in December."",""This was confirmed by South Africa’s Finance Ministry spokesperson, Jabulani Sikhakhane."",""“South Africa doesn’t have that kind of money,” Mr Sikhakhane told Johannesburg's biggest talk-radio, 702."",""The guide will help developing countries navigate the digital age."",""Treasury seeks additional funding of $866m, increasing the 2019/2020 budget to $30.4bn.""]",theeastafrican.co.ke/news/africa/SA-opposition-threatens-to-approach-ICC-over-Zimbabwe-crisis/4552902-4944752-format-xhtml-3agataz,20-01-19 19:00,Kenya,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""South African opposition"",[0,1,2]],""V"":[""threatens"",[3]],""ARG1"":[""to approach ICC over Zimbabwe crisis"",[4,5,6,7,8,9]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""South African main opposition Democratic Alliance ( DA )"",[0,1,2,3,4,5,6,7,8]],""V"":[""threatened"",[10]],""ARG1"":[""to approach the International Criminal Court ( ICC ) if President Cyril Ramaphosa continues to \"" turn a blind eye \"" on the Zimbabwe crisis"",[11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35]]}",,
8674,Judges threatened ahead of Kenyan vote: chief justice,"[""NAIROBI (Reuters) - Kenya’s chief justice said on Wednesday he and other judges had been threatened by a criminal gang who warned them against trying to stop a candidate accused of bankrolling tribal violence running for the presidency next month."",""Uhuru Kenyatta, a former finance minister and the son of the country’s founding president, is one of four Kenyans accused at the International Criminal Court of orchestrating violence that killed 1,200 people after the last vote in 2007."",""Chief justice Willy Mutunga, appointed in 2011 to reform a judiciary seen as in the pay of the political elite, said he had received the threats from a criminal gang known as Mungiki, who want to prevent any legal obstacles to Kenyatta running."",""Kenyatta is accused of financing attacks meted out in 2007 by the Mungiki against supporters of then opposition leader Prime Minister Raila Odinga, who narrowly leads Kenyatta in the opinion polls ahead of the March 4 election."",""Mutunga said attacks against five judges - including some with guns - and threats against him were evidence of an emerging “pattern of harassment” of the judiciary before the vote."",""“Let no individual, group, candidate or supporter imagine that cowardly and dark acts such as these will cower us. We have seen and overcome worse, and we will all soldier on for this country. None will be held hostage by a cabal of retrogrades,” he told a news conference."",""Rights groups have sought the courts’ help to strike Kenyatta out of the race, saying his integrity was discredited by his trial at The Hague on charges of crimes against humanity."",""Kenya’s High Court on Friday cleared the way for Kenyatta to run, but one of the petitioners seeking to block Kenyatta said he would ask the Supreme Court, headed by Mutunga, to stop him."",""The vote also includes parliamentary and regional elections in a country of 40 million people where tribal links still have a big influence on voters’ political allegiances."",""Ethnic rivalries fed 2007’s fighting, which damaged the image of the east African country, the region’s most powerful economy and a key ally in the U.S.-led war against militant Islam in the region."",""Kenyatta’s Jubilee Coalition - which also includes the party of his running mate former Education Minister William Ruto - condemned the threats."",""“We condemn in the strongest possible terms, any actions that infringe on the safety, security and capacity for judicial officers to discharge their duties without fear or intimidation,” the coalition said in a statement."",""“We wish to emphatically deny that the chief justice has been threatened by supporters of Uhuru Kenyatta or William Ruto.”"",""Ruto is also facing charges at the International Criminal Court for his alleged role in directing the 2007 violence. He and Kenyatta deny wrongdoing."",""An independent judiciary is a cornerstone of the Kenya’s new constitution, adopted in 2010, and a critical element of a peace deal brokered by former U.N. chief Kofi Annan to end the post-election violence."",""“I have given most of my life to a better Kenya and if taking it is what is required to consolidate and secure our democratic gains in this election, or even thereafter, that is a price I am prepared to pay,” Mutunga said.""]",reuters.com/article/us-kenya-elections-judiciary-idUSBRE91J11K20130220,19-02-13 19:00,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Judges"",[0]],""V"":[""threatened"",[1]],""ARGM-TMP"":[""ahead of Kenyan vote"",[2,3,4,5]],""ARG1"":[""chief justice"",[7,8]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG2"":[""he and other judges"",[7,8,9,10]],""V"":[""threatened"",[13]],""ARG0"":[""by a criminal gang who warned them against trying to stop a candidate accused of bankrolling tribal violence running for the presidency next month"",[14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]}",,
