Column1,title,text,url,date
72216,LMC official commends home-based Super Eagles for beating Niger Republic,"[""Salihu Abubakar, Chief Operating Officer (COO) of the League Management Company (LMC), has commended the Super Eagles, particularly the home-based players, for their 2-0 defeat of their Nigerien counterparts."",""Abubakar, who was reacting to the team’s victory, told the News Agency of Nigeria (NAN) that the future of the national teams depended on the Nigerian leagues."",""NAN reports that the Nigerian side, made up mostly of players from the domestic league beat the Mena of Niger Republic on Tuesday in an international friendly in Port Harcourt."",""Sunshine Stars FC’s duo of striker Prince Aggrey and goalkeeper Ikechukwu Ezenwa, as well as Solomon Kwambe of Warri Wolves, featured in the encounter."",""National under-23 team star Mohammed Usman, Chima Akas of Sharks FC and Austin Obaroakpo of Abia Warriors also made the team."",""Russia-based Ahmed Musa had opened scoring with a penalty kick in the 12th minute of the encounter, while Moses Simon doubled the lead in the 82nd to ensure victory."",""Abubakar told NAN that the victory had shown that national teams all over the world depended greatly on their domestic leagues to survive."",""“The future of Nigeria football lies in the domestic league and, over time, analysts have said that the strength of a national team is in its domestic league."",""“We thank God that our league has been doing well and its translating to good performance in the national team. We at LMC are happy with that."",""“Going forward, I think from the junior team to the main national team, we will see more players coming from the domestic leagues,’’ he said."",""Abubakar also noted that the performance of the home-based players had shown that there were lots of talents to be harnessed in the domestic leagues."",""He said what the country needed was to give the domestic league players the opportunity to blossom."",""“I am very happy with that performance, which means that there are lots of talents in the domestic game."",""“We only need to open our mind towards the players and give them the opportunity to excel and do well for Nigeria, just like they have done previously."",""“The fact that a player is coming from abroad doesn’t give him an automatic shirt. If we have a player at home doing better than him, then he should be picked ahead of him,’’ Abubakar added."",""He urged Super Eagles’ Head Coach Sunday Oliseh to always pick the best legs to represent the country without minding where the players plied their football trade."",""NAN reports that the Eagles struggled in the first half of the friendly encounter, but later improved in the second half."",""The change followed substitutions by Oliseh who recorded his first win with the team."",""The team had played a 0-0 draw with Tanzania on Saturday in a 2017 Africa Cup of Nations (AFCON) qualifier in Dar es Salaam."",""Majority of the players who featured for the Eagles in that match were drawn from the leagues of overseas countries.""]",guardian.ng/news/lmc-official-commends-home-based-super-eagles-for-beating-niger-republic,2015-09-08T00:00:00.000Z
230817,"Pastor Bakare praises Buhari, Jonathan","[""Pastor Tunde Bakare, the leader of Latter Rain Assembly, has praised President Muhammadu Buhari for embracing the restructuring of Nigeria."",""The convener of the Save Nigeria Group (SNG), said that the future of Nigeria lies in restructuring and reformation of the civil service."",""According to the Guardian, Bakare noted that Nigerians should commend both the former President, Dr. Goodluck Jonathan and the incumbent, Buhari, for the parts they played in the countrys affairs."",""Although the televangelist did not say if the president would seek a second term in office, he revealed: The Presidents health has improved, saying he has a right to contest again if he wishes."",""Bakare, who spoke at a Town Hall meeting with members of the Nigerian community on the platform of PTB (Pastor Tunde Bakare) 4 Nigeria, at Tottenham Town Hall, on Saturday."",""He said the reason Nigerians should thank the immediate past president is because he prevented bloodbath, by conceding defeat in the 2015 presidential elections after a peace deal had been brokered."",""Bakare, had urged the Federal Government to restructure the country by encouraging each geo-political zone to develop along its area of best comparative advantage age."",""Bakare said this during a State of the Nations briefing at his Latter Rain Assembly Church in Lagos on Sunday."",""Bakare said that such restructuring would return the country to the winning formula of the past that facilitated itss socio-economic development."",""According to him, with restructuring, Nigeria can leapfrog within 10 years the phases of industrialisation to become a global industrial powerhouse comprised of six geo-economic zones."",""He said, The North-central zone can optimise its mechanised agricultural potential and harness the Rivers Niger and the Benue not just for irrigation but also for hydroponic farming."",""It can become a centre of world class cattle ranching that will quell the menace of herdsmen attacks and also incubate allied opportunities such as meat, milk and leather processing."",""The zone can then transit into heavy industries, including steel manufacturing and auto-manufacturing, while also harnessing the rivers as inland waterways and tourist attractions."",""Similarly, the North-west zone can harness its vast arable land by deploying land-enhancing technologies for mechanised agriculture and cattle ranching, while also becoming Africas defence manufacturing hub."",""With these arrangements, the zone will be providing sufficient competitive impetus to revive its historical potential as a central hub in Africas textile industry."",""The North East will have the opportunity to redefine its identity from being a hotbed of insurgency to becoming a hub for cattle ranching, pharmaceutical and construction industries and its unique mineral resources such as clay, limestone and gypsum."",""The South West can revive the vision of the late Chief Obafemi Awolowo, it will not just resuscitate its vast industrial and agro-allied manufacturing potential; it can become a global centre for warehousing and world-class sea and airports."",""Lagos State can consolidate its position as the African hub of global finance. Nigeria owes this region the urgent activation of the pragmatic approach to restructuring."",""This approach will see the zone progressively obtaining autonomy over these resources such that it can house a cluster of refineries and petrochemical industries, he said."",""Bakare said that with these approaches, within 10 years, from a near unitary structure comprising 36 states, these geo-economic zones could evolve into six strong federating geo-political zones and a Federal Capital Territory."",""The cleric who condemned the recent killings in the country, prayed for the repose of the dead."",""I am also saddened by the terror attacks on places of worship during the festive season. My heartfelt condolences go to the families and communities in Guma and Logo Local Government Areas of Benue State."",""Those who began the year in grief because of the murderous activities of heartless criminals, I pray that they, and every hurting Nigerian, will experience the comforting hand of God, he said."",""Sources: Guardian and NAN""]",nan.ng/news/pastor-bakare-praises-buhari-jonathan,2018-02-04T06:57:42.000Z
432769,Lyon hails INEC for peaceful poll,"[""The governorship candidate of the All Progressives Congress (APC), Chief David Lyon, has commended the Independent National Electoral Commission (INEC) for a peaceful voting process."",""According to him with what he experienced in his community, INEC conducted a peaceful process."",""Lyon who voted at his Olugbobiri Ward 4, Unit 1, in Southern Ijaw Local Government Area, said nobody should create problems to disrupt the poll."",""He expressed optimism that APC would win the governorship election.""]",sunnewsonline.com/lyon-hails-inec-for-peaceful-poll,2019-11-17T00:00:00.000Z
64725,Group lauds police  over anti-cultism war,"[""The Edo State Police Command has been commended for its efforts so far at curbing criminality in parts of the state."",""A group, Concerned Edo Youth, which gave the kudos yesterday in Benin City, also urged the command to sensitise the youths on the danger of electoral violence, cultism and cult-related activities with a view to conducting a peaceful governorship election later this year in the state."",""The group’s state coordinators for Edo Central and South senatorial districts, Solomon Okoduwa and Kelvin Omoruyi applauded the way and manner the state Police Commissioner, Chris Ezike, had combated crime, especially cultism, in the state."",""Okuduwa, specifically, eulogised the police boss for his boldness and approach to curtailing cult-related issues that had bedeviled the state and claimed lives of many youths whom he termed the future leaders.""]",guardian.ng/news/group-lauds-police-over-anti-cultism-war,2016-05-18T00:00:00.000Z
397939,Silverstone crash: Uhuru commends rescue teams for swift response,"[""President Uhuru Kenyatta has lauded rescue teams for their quick response to the Silverstone Air crash on Friday."",""Also Read: Silverstone plane crashes at Wilson Airport minutes after takeoff"",""A statement from State House Spokesperson Kanze Dena Mararo also noted that the President wished passengers a quick recovery."",""Reports indicate that nine people who were seriously injured in the 9am incident have been admitted to hospital."",""Some of the passengers who were on board and were saved continued with their journey as scheduled, our air craft schedule will continue as usual, Captain Sheila Muturi, a manager at Silverstone Air told a Press briefing."",""50 passengers and five crew members were onboard the Silverstone aircraft that skidded off the runway as it prepared to take off from Wilson Airport."",""Cpt. Muturi noted that the accident is being investigated and KCAA is not in a position to give preliminary cause of the accident."",""She said they were not aware of any potholes on the runway."",""The plane had been scheduled to leave Nairobi for Lamu when the accident occurred."",""Silverstone airline operates six routes: Mombasa, Kisumu, Malindi, Ukunda, Lamu and Lodwar."",""Two years ago, a light aircraft crash-landed off Wilson Airport three minutes after take-off."",""The plane crashed between the Southern Bypass and Kibera.""]",citizentv.co.ke/news/silverstone-crash-uhuru-commends-rescue-teams-for-swift-response-285959,2019-10-11T00:00:00.000Z
48718,Buhari congratulates Trump,"[""President Muhammadu Buhari has congratulated United States’ President-elect, Donald Trump, on his victory in the U.S. presidential election."",""This is contained in a statement issued by Mr Femi Adesina, the President’s Special Adviser on Media and Publicity."",""The statement quoted President Buhari as congratulating American citizens on the outcome of the election, which he said, was keenly observed by “all true lovers of democracy and those who believe in the will of the people’’."",""According to the statement, President Buhari looks forward to working together with Trump to strengthen the already established friendly relations between both countries, including cooperation on many shared foreign policy priorities, such as the fight against terrorism, peace and security, economic growth, democracy and good governance."",""“As Mr Trump prepares to assume the position of the President of the United States, President Buhari extends his good wishes to him on the onerous task of leading the world’s strongest economy,’’ the statement added. ""]",guardian.ng/news/buhari-congratulates-trump,2016-11-09T00:00:00.000Z
301487,El-Rufai thanks Kaduna people after re-election,"[""Malam Nasir El-Rufai has thanked the people of Kaduna state, after he was announced Monday as the winner of the governorship election that took place on 9 March."",""“Alhamdulillah! We campaigned vigorously on our record and continuously prayed for God to choose the best leader for Kaduna State even if that choice is someone else!! God has decided. We are grateful to over 1 million Kaduna voters through whom He made us the choice”, he wrote on his Twitter handle."",""Announcing the result on Monday in Kaduna, the State Returning Officer, Prof. Muhammed Yahuza Bello said, El-Rufai, the governorship candidate of the All Progressives Congress, APC, scored 1,045,427 votes to emerge winner."",""He said the candidate, Alhaji Isah Ashiru of the Peoples Democratic Party (PDP) scored 814,168 votes"",""“Bello said Malam Nasiru El-Rufai haven fulfilled all the requirements of the law, and scored the highest votes is hereby declared winner of the Kaduna State governorship election.””"",""Bello said the APC won in 14 LGs while the PDP won in nine LGs that make up 23 LGs in the State."",""Gov. Tambuwal urges INEC to declare him winner of Sokoto guber poll"",""According to him, the APC won in Ikara,Kubau,Makarfi, Kudan , Giwa, Kauru and Soba local government areas."",""The APC also won in Lere, Birnin Gwari, Kaduna North and Sabon Gari, Igabi, Kaduna South, Zaria LGs."",""While the opposition PDP won in nine local government areas, including Kajuru,Kaura, Jaba, Kachia, Zango Kataf, Sanga, Kagarko, Jema’a and Chikun LGAs."",""The results are as follows:"",""1.Ikara Local government"",""APC:41,969"",""PDP:22,553"",""2.Kubau Local government"",""APC:57,182"",""PDP:17,074"",""3.Kajuru Local government"",""APC:10,229"",""PDP:34,658"",""4.Kaura Local government:"",""APC:8,342"",""PDP:38,764"",""5.Makarfi local government:"",""APC:34,956"",""PDP:22,301"",""6.Jaba Local government:"",""APC:6,298"",""PDP:22,976"",""7.Kudan Local government:"",""APC:28,624"",""PDP:22,022"",""8.Giwa Local government"",""APC:51,455"",""PDP:19,834"",""9.Kauru Local government"",""APC:34,844"",""PDP:31,928"",""10.Kachia Local government"",""APC:30,812"",""PDP:51,780"",""11. Soba Local government"",""APC:55,046"",""PDP:25,440"",""12.Sanga Local Government\nAPC 20,806\nPDP 21,226\n13. Zango Kataf Local Government\nAPC 13,448\nPDP 87,546\n14 Kaduna North Local Government\nAPC 97,243\nPDP 27,665\n15.Birnin Gwari Local Government\nAPC 32,292\nPDP 16,901\n16.Chikun Local Government\nAPC 24, 262\nPDP 86, 251\n17.Sabon Gari Local Government\nAPC 57,655\nPDP 25,519\n18.Lere Local Government\nAPC 71,056\nPDP 45,215\n19. Jema’a Local Government\nAPC 21,265\nPDP 63,129\n20. Kagarko Local government\nAPC 21,982\nPDP 26,643\n21.Kaduna South Local government\nAPC 102,612\nPDP 31, 429\n22.Igabi Local government\nAPC 102,035\nPDP 37, 948\n23.Zaria Local government\nAPC 111,014\nPDP 35,356"","" "",""The ruling APC, the PDP, PRP, SDP and APGA were most prominent among the Political Parties participated in the March 9poll in the state.""]",vanguardngr.com/2019/03/el-rufai-thanks-kaduna-people-after-re-election,2019-03-11T00:00:00.000Z
310643,Ministerial list: Eyengho lauds Buhari over appointments,"[""The Secretary of Advocacy for Change group, Comrade Eyengho Samuel Besidone has commended President Muhammadu Buhari for his choice of ministerial appointees, noting that the resourceful persons chosen by this administration have shown the readiness of President Buhari to fix the nation."",""Eyengho made this known yesterday in Abuja while applauding Chief Timipre Silver on his well-deserved appointment into the Ministry of State for petroleum, Bar Festus Keyamo, Clement Ikanade Agba, Dr. Osagie Ehanire, Rotimi Amaechi, Chief Godswill Akpabio and others in the list."",""According to him, the perceived anger being exhibited by Nigerian Youths across the world can be reduced if there is proper handling of resources made available for the ministries."",""Ogbe-Ijoh ,Aladja crisis: Eyengho begs parties to embrace peace"","" "",""“The government of the day is becoming more of an old age stock this, in turn, is telling on the youth which occupies about 44% of the total population, there is the need for this administration to include more youths into governance” he added.""]",vanguardngr.com/2019/08/ministerial-list-eyengho-lauds-buhari-over-appointments,2019-08-22T00:00:00.000Z
283909,ICT Minister reiterates Buhari’s commitment for local content,"[""The Minister of Communication Technology, Mr. Adebayo Shitu has commended Nigeria’s indigenous financial technology firm, FinTrak Software, for showcasing its products alongside other international brands."",""Speaking during the Indo-African Expo with local ICT firms, Shitu  reiterated government’s support for local content and  indigenous  entrepreneurship."",""According to him: “in line with President Muhamadu Buhari’s support for made in Nigeria goods and services, we are impressed with what FinTrak, an indigenous firm, is offering to Nigerians. We believe that firms like these are what we need to put the country at the forefront of ICT and we hope to work with FinTrak in future”."",""Responding, Fintrak GMD, Bimbo Abioye said: “We are here as a Nigerian firm to showcase our solutions to the world. Our Solutions are  in tune with global best practice. “We have demonstrated that a Nigerian firm can deploy critical solutions like core banking, ERP Software and implement financial reporting based on IFRS in many banks. We believe that this exposure and the minister’s positive remarks to our solutions would go a long way to further expose our products and services to private and public sector consumers,” Abioye affirmed."","" ""]",vanguardngr.com/2018/06/ict-minister-reiterates-buharis-commitment-local-content,2018-06-02T00:00:00.000Z
64717,Group laud FG for restoring electricity to Ondo community,"[""A group known as Bring Back Our Light (BBOL) on Friday in Okitipupa lauded the Federal Government for restoring electricity to Ode-Aye Town in Okitipupa LGA of Ondo State, after a decade."",""The News Agency of Nigeria (NAN) reports that some other communities in the southern part of the state – Okitipupa, Irele, Ilaje and Ese-Odo LGAs were also disconnected from the national grid by the Benin Electricity Distribution Company (BEDC) over an alleged debt."",""The Federal Government through the Niger-Delta Power Holding Company Ltd. (NDPHCL), however, began repair of electrical cables, poles, transformers and other facilities in August after a meeting with the state government and other stakeholders."",""The BBOL group, which has been in the forefront of agitation for restoration of power to the communities, also thanked youths, community members and others who contributed to the restoration."",""The Convener of BBOL group, Mr Olumide Akinrinlola, told NAN on telephone that the Federal Government should also reconnect the remaining communities to the national grid."",""Akinrinlola urged residents of Ode-Aye not to be carried away by the restoration but to continue in the struggle for reconnection of the other communities."",""“We thank God who has delivered his people following the reconnection of Ode Aye Community to the national grid in line with the directive of Nigerian Electricity Regulatory Commission."",""“We are happy for the breakthrough, especially with the intervention of the Federal Government in major repairs of the electrical facilities in Ondo South."",""“We appeal to the Federal Government to also reconnect the entire southern part of Ondo State,” he said.""]",guardian.ng/news/group-laud-fg-for-restoring-electricity-to-ondo-community,2018-12-28T00:00:00.000Z
59240,Falana lauds EFCC’s one year under Buhari,"[""Anti-graft crusader and human rights activist, Femi Falana (SAN) has lauded the performance of the Economic and Financial Crime Commission (EFCC) in the last one year of the administration of President Muhammadu Buhari but charged it not to celebrate yet because corruption was doing everything to fight back."",""Falana also noted that EFCC still had the challenge of catching and jailing the big fishes and their institutional collaborators before it could beat its chest that it had done well. The anti-graft crusader who admitted that compared with its woeful record of performance in the past, the agency with its record of 160 convictions in one year has put itself in a position of challenge the lack-lustre performance of the Independent Corrupt Practice and related offences Commission which had about 400 cases in court but no conviction."",""“In the past one year, the Economic and Financial Crimes Commission has secured over 160 convictions in respect of cyber crimes, obtaining by false pretext or “419”, fraud, stealing and other cases. By the standard of any legal system that is a record achievement. But the perception out there is that the anti graft agencies are not succeeding because the fat cats have remained largely untouchable. This picture has begun to change. Just recently, a former commissioner in Adamawa state, local government officials in Kogi state and a former DG of NIMASA were convicted and jailed. With the religious application of the provisions of the Administration of Criminal Justice Act, 2015 our criminal courts have sped up the trial of criminal exposed persons”, he said."",""The senior lawyer charged the EFCC to give necessary support to President Buhari in his campaign to ensure the return of all money looted in the country and stashed in foreign accounts, adding that all the fantastically transparent countries where these funds are kept should in the spirit of transparency and for the general wellbeing of the people of Nigeria, quicken their repatriation."",""The human rights advocate commended both the Supreme Court and the Court of Appeal for their collaboratory performance in ensuring that corruption suspects on trial are not using them as refuge to stall or avoid trials. In his view, this had helped in no small way to speed up trials in line with the new Administration of Justice Procedure."",""“Both the Supreme Court and the Court of Appeal have rejected the clever designs of some accused persons to frustrate their prosecution at the trial courts. The anti graft agencies must therefore team up with the judiciary by ensuring that proper investigations are conducted. The ICPC which has over 400 cases pending in the various state high courts should urgently review them with a view to charging the suspects with money laundering or other federal offences in the federal high court.”"",""He disclosed that he was in possession of documents, which reveals how some Western firms in connivance with their countries of origin, defrauded Nigeria to the tune of about $100 billion. This, he vowed to hand over to the EFCC. “We have decided to submit to the EFCC, evidence of the country’s hydrocarbons valued at over $100 billion stolen by western companies with the connivance of their government”.""]",guardian.ng/news/falana-lauds-efccs-one-year-under-buhari,2016-05-28T00:00:00.000Z
290373,Dana Air celebrates 10 years of  operation in Nigeria,"[""Dana Air on Saturday celebrated its 10th anniversary in Nigeria’s aviation industry in spite of the turbulence the airline had gone through in the past years. The airline has the enviable record of being the first airline to have survived air mishap in Nigeria and emerged stronger with more passenger patronage."",""The Chief Operating Officer of Dana Air Mr Obi Mbanuzuo, while addressing newsmen in Lagos about the anniversary said, “despite all the challenges that airlines in Nigeria have to grapple with, Dana Air is proud to be celebrating 10 years of providing massive job opportunities, capacity development, training, broad corporate social responsibility and most of all, amazing  flight service to Nigeria and Nigerians."",""Airlines make alternative flight arrangements as unions continue picketing of MMA2"",""‘When we commenced operations 10 years ago, precisely on the 10th of November, 2008, our desire was to change the convention and exceed the flying aspiration of our guests with our world-class services and today, with the support and loyalty of our esteemed guests, we have been able to achieve 10 years of service to Nigerians.""]",vanguardngr.com/2018/11/dana-air-celebrates-10-years-of-operation-in-nigeria,2018-11-17T00:00:00.000Z
258014,Gov Uduaghan congratulates Pinnick,"[""Governor Emmanuel Uduaghan of Delta State has congratulated the newly elected president of the Nigeria Football Federation (NFF), Amaju Pinnick describing it as a continuation of Delta’s supremacy in sports."",""According to him, the victory of Pinnick at the NFF polls held Tuesday in Warri, further reinforced the State’s belief that the administration’s investment in sports was not in vain."",""In a statement issued by his Chief Press Secretary, Sunny Ogefere, the Governor said that the new NFF president has maintained the sports excellence tradition for which the state is known."",""He noted that under Pinnick’s leadership of sports, the State has retained as well as improved on its dominance of sports in the country."",""“Pinnick has shown traits of commitment, resourcefulness, dedication and leadership right from when he joined the DFA (Delta Football Association) as a member and later as chairman of the Association up to when he emerged as the chairman of the State Sports Commission”, he stated."",""“Besides, Pinnick has performed creditably well to date and I have no doubt in my mind that he will excel in this new assignment and take football in Nigeria to an enviable height”."",""Dr Uduaghan urged Pinnick to remain focused in the new assignment and ensure as a matter of priority that he reconciled everyone to forge one united front for better success.""]",vanguardngr.com/2014/10/gov-uduaghan-congratulates-pinnick,2014-10-02T00:00:00.000Z
316301,"IGP lauds Abiodun’s zeal, commitment to security in Ogun","[""The Inspector-General of Police (IGP), Abubakar Adamu, on Friday lauded Gov. Dapo Abiodun’s zeal and commitment to ensuring the security of lives and property in Ogun."",""Adamu gave the commendation at the launch of 100 security patrol vehicles and 200 motorcycles donated by  Ogun government to the state command of the Nigeria Police Force."",""He called on other governors to emulate the kind gesture of Abiodun in making their states crime-free."",""“What is happening here is commendable because it is a demonstration of the zeal and determination to fight crime."",""” The donation of the patrol vehicles and motorcycles is a strong message to other states,” he said."",""He described Ogun as a peaceful state, urging the governor and the people to uphold the standard and good image."",""Adamu, who had earlier visited the headquarters of the state police command at Eleweeran, said men and officers of the police in Ogun had testified of the continued support of the governor toward them."",""“They too have promised me that they will double efforts toward ensuring that Ogun remains the safest state in Nigeria,” he said."",""Abiodun, in his address, restated his administration’s commitment toward a crime-free Ogun."",""IGP expressed confidence that the gesture would go a long way in enhancing the security apparatus of the state."",""Abiodun said the donation of the patrol vehicles and motorcycles was just part of his administration’s effort at combating crime in the state."",""The governor who noted that “security is not just about carrying guns” said the government had embarked on some social interventions to discourage and reduce the propensity for crime."",""“We have opened a job portal for the unemployed to which many have registered and many firms have posted job vacancies while screenings are ongoing."",""” We have launched the Anchor Borrowers’ Programme through which we have begun the process to empower 40,000 farmers by donating one hectare of land each to them."",""“We have launched the ICT hub which will be equipped with state-of-the-art facilities to serve among others as the state’s local technological solution to improve our security apparatus,” he said."",""Abiodun called on individuals and corporate bodies to partner the state in its “Building Our Future Together” agenda of his administration."",""Vanguard""]",vanguardngr.com/2019/09/igp-lauds-abioduns-zeal-commitment-to-security-in-ogun,2019-09-06T00:00:00.000Z
123652,UN chief urges end to discrimination against women,"[""Secretary General of the United Nations (UN), Antonio Guterres, has encouraged girls and women to study and explore careers in the sciences."",""This, he said, would help girls and women to break the socio-cultural barriers that discourage them from making career choices in the core sciences and technology"",""Guterres stated this in his message at the 2017 International Day of Women and Girls in Science at the weekend. He stressed that for too long, discriminatory stereotypes have prevented women and girls from having equal access to education in the sciences, technology, engineering and mathematics (STEM)."",""He urged commitment to end bias, greater investments in STEM education for all women and girls, as well as opportunities for their careers and longer-term professional advancement so that all can benefit from their future contributions."",""Also speaking at the event organised by United Nations Information Centre (UNIC) and ‘Yes I Believe Academy’ (YIBA) in Lago, UNIC Director, Mr. Ronald Kayanja, said more girls and young women should be encouraged to study the sciences as there are no special subjects for boys and others for girls.""]",guardian.ng/news/un-chief-urges-end-to-discrimination-against-women,2017-02-13T00:00:00.000Z
291122,Ondo community commends Akeredolu for boosting tourism,"[""AKURE – Residents of Araromi community in Ilaje Local Government Area of Ondo State have commended Governor Rotimi Akeredolu for turning the moribund beach in the town to destination of investors."",""A visit to the area showed that scores of residents were seen having fun at the newly repackaged beach in the Atlantic coastal area of Araromi duringnthe yultude season, playing host to different people across the country including foreigners."",""Sharing his experience an Akure based Indigene of Araromi, who identified himself as Smart Orisamoluwa who claimed to be visiting the beach for a second time despite being a son of the community lauded the effort of the state government in transforming the environment into a world-class beach for relaxation and fun-making."",""While explaining the importance of natural waters in the riverine area of the state, Orisamoluwa said that such step would assist the trend of entertainment and advance the modern lives of people of the area."",""2019: Akwa Ibom raises alarm  over police anti-terrorism unit"",""Orisamoluwa, a Banker, said, that the beach has made way for increased sales of goods and services, as people visiting the beach increases daily.\nIn the same vein, a Lagos Based indigene of the community, Mr. Ojo Ayelara said the state government must sustain the giant stride of making the state especially, the riverine area friendly for tourists."",""Ojo added that since the area has abundant natural endowment, investors and business strategists must key into changing the face of the area through maximum cooperation with government."",""Ayelara, who works in a multinational oil firm, noted that, the beach has become a source of income for people living in the state while thanking Governor Akeredolu for his show of love held towards transforming every parts of the state."",""Insecurity: Group carpets Ondo PDP over comment on Akeredolu""]",vanguardngr.com/2018/12/ondo-community-coemmends-akeredolu-for-boosting-tourism,2018-12-31T00:00:00.000Z
353940,"Odunayo Folasade Adekuoroye, of Nigeria, celebrates after defeating Zhong...","[""Odunayo Folasade Adekuoroye, of Nigeria, celebrates after defeating Zhong Xuechun, of China, during their 53-kilogram women's freestyle third-place wrestling match at the wrestling world championships Wednesday, Sept. 9, 2015, in Las Vegas. (AP Photo/John Locher)""]","ap.com/Odunayo Folasade Adekuoroye, of Nigeria, celebrates after defeating Zhong...",2015-09-09T00:00:00.000Z
308026,Zamfara: Dickson hails Mutawalle’s victory at S/Court,"[""The Governor of Bayelsa State and Chairman of the Peoples Democratic Party Governors Forum, the Honorable Henry Seriake Dickson, has congratulated former Federal Lawmaker, Dr. Bello Mohammed Mutawalle, on his  return as the Governor-elect for Zamfara and the victory of other PDP candidates in the State by the Supreme Court."",""NGF chairmanship: Dickson harps on rotation principle(Opens in a new browser tab)"",""The Governor also congratulated the leaders of the party and its teeming supporters  in Zamfara  for their dedication, commitment and resilience which culminated in the party’s victory at the polls in Zamfara."",""Governor Dickson who is also Chairman of the South South Governors Forum thanked the Judiciary for standing up to the expectations of all well meaning Nigerians as an impartial arbiter of Justice."",""He said that it was rather reassuring and commendable for the judiciary to display such a high level of courage and professionalism, especially  given the unusual times."",""He said that the ruling by the five-member panel of the Supreme Court read by Justice Paul Adamu Galinji,  on Friday, which annulled all the votes of the APC and returned Mutawalle as  winner, was victory for justice and democracy in action."",""He said, “I hereby congratulate the Gubernatorial Candidate òf the Peoples Democratic Party in Zamfara State, Dr. Bello Mohammed Mutawalle, on his victory at the Supreme Court whose ruling returned him as the winner of the gubernatorial election in the state."",""“I also commend the leaders of the PDP and the teeming supporters of the party  in Zamfara  for their dedication and resilience."",""“And very importantly, I thank the Judiciary, once again, for standing up to the expectations of the well-meaning Nigerian public as a strong, impartial arbiter that could be trusted."",""“This landmark judgment is  a victory for justice and indeed democracy in action.”"",""The Governor commended the National  Chairman of the PDP, Prince Uche Secondus, for his exemplary display of leadership which has resulted in several victories for the PDP even during the prevailing circumstances""]",vanguardngr.com/2019/05/zamfara-dickson-hails-mutawalles-victory-at-s-court,2019-05-24T00:00:00.000Z
95630,"Society honours 5 VCs, 26 organisations for contributions to national development","[""The Nigerian Mining and Geosciences Society (NMGS) on Friday in Lagos honoured five Vice Chancellors and 26 `outstanding’ corporate organisations, for their contributions to national development."",""The News Agency of Nigeria (NAN) reports that the five vice chancellors, who are members of the society, were being celebrated for their appointments, all within a time frame of six months."",""They included Prof. Ibrahim Garba of the Ahmadu Bello University(ABU), Zaria, Prof. Idowu Olayinka of the University of Ibadan, and Prof. Elijah Ayolabi of the Mountain Top University, Ogun."",""Also honoured were: Prof. Luke Anike of the Enugu State University of Science and Technology, and Prof. Isa Funtua, of the Umaru Musa Yar’adua University, Katsina."",""The NMGS president, Prof. Gbenga Okunlola, in his welcome address, explained that the recognitions became necessary as this was the first time in the nation’s history that an association was able to record such feat."",""He disclosed that the 26 outstanding companies in the extractive industry who have sponsored the society’s activities and championed the nation’s economic growth over the years, were also being honoured."",""“In six months, the NMGS has produced five distinguished vice chancellors and for making us proud, I think it is something to celebrate."",""“That we have produced these five VCs show that we have gone a long way and to gather the crem de la crem who produce the wealth of this nation in oil and gas, mining and the water sector, shows that we are indeed growing,” he said."",""Okunlola announced that the NMGS would host a global conference of 1,000 geoscientists in the country, next month."",""He reiterated that the diversification of the Nigerian economy through mineral resources was important, and would be the focus of the conference."",""The society’s president, however, noted that the extractive industry went under, at a point, because for 19 years, government was not listening to the advice of the society."",""He commended the efforts of the Federal Government in recent times for looking into policies suggested by the society, for speedy economic growth."",""Okunlola stressed the need for all hands to be on deck towards harnessing the nation’s huge mineral deposits."",""“We, as professionals, have to help this government and we will never fail in doing such,” he said."",""He said that the society was now 55 years old and that in the past, before independence, its director- general sat in the cabinet."",""Some companies also honoured at the occasion included: the Department of Petroleum Resources, the Shell Petroleum Development Company, Chevron Nigeria Ltd, Julius Berger Ltd, VERSA-TECH Ltd, and the Council of Nigerian Mining Engineers and Geoscientists."",""Others were: Mobil Producing Nigeria Unlimited, Yinka Folawiyo Petroleum Company Ltd, Total Exploration and Production Nigeria Ltd, Sahara Energy Fields Ltd, and the Nigerian Geological Survey Agency, among others."",""Responding on behalf of the awardees, the VC of ABU, Prof. Garba, who is a fellow of the NMGS, commended the society’s initiative in the awards"",""He stressed the need for more government attention to other mineral resources other than Oil.""]",guardian.ng/news/society-honours-5-vcs-26-organisations-for-contributions-to-national-development,2016-02-13T00:00:00.000Z
