Column1,title,text,url,date,location,title_arrest,title_censor,title_changeelection,title_changepower,title_cooperate,title_coup,title_defamationcase,title_diplomatic,title_disaster,title_disparage,title_legalrestriction,title_martiallaw,title_mobilizesecurity,title_mobilizesupporters,title_praise,title_protest,title_purge,title_raid,title_threaten,title_violencelethal,title_violencenonlethal,text_arrest,text_censor,text_changeelection,text_changepower,text_cooperate,text_coup,text_defamationcase,text_diplomatic,text_disaster,text_disparage,text_legalrestriction,text_martiallaw,text_mobilizesecurity,text_mobilizesupporters,text_praise,text_protest,text_purge,text_raid,text_threaten,text_violencelethal,text_violencenonlethal
193147,Actor Geoffrey Rush wins record Ksh.100M defamation payout,"[""Australian actor Geoffrey Rush has been awarded a A$2.8 million ($1.9 million) defamation payment against a News Corp tabloid, the largest defamation payout in Australian history, after it accused him in reports of inappropriate behavior."",""Australias Federal Court ordered that an Australian arm of News Corp pay the Oscar-winning actor A$1.98 million for past and future economic loss, in addition to an initial A$850,000 payment awarded in April, court documents showed on Thursday."",""A News Corp spokeswoman did not immediately respond to emailed and telephoned requests for comment. Rushs lawyer declined to comment."",""Rush, 67, had said the articles in the Daily Telegraph of Sydney were hastily compiled because the newspaper had wanted an Australian angle on accusations of sexual assault leveled at U.S. film producer Harvey Weinstein."",""Under the headline KING LEER, and in later articles, the paper had said Rush, playing the title role of a 2015 Sydney Theatre Company production of Shakespeares King Lear, had been accused by a co-star of unspecified inappropriate conduct."",""The actor who won an Oscar in 1997 for his role in Shine and has since appeared in the Pirates of the Caribbean films, said the stories implied he was a major pervert or guilty of major depravity."",""In handing down his decision in April, Justice Michael Wigney called the stories recklessly irresponsible and sensationalist journalism of the worst kind, the very worst kind."",""The newspaper said this month there were 16 grounds for appeal, and that Wigneys conduct of the case gave rise to an apprehension of bias."",""Wigney also dismissed an application by News Corp that he recuse himself."",""Australia has among the worlds strictest defamation laws. Actress Rebel Wilson was awarded $A4.6 million in damages from Germanys Bauer Media which was found to have defamed her in a serious of articles, before that was cut to $A600,000 on appeal last year.""]",citizentv.co.ke/news/actor-geoffrey-rush-wins-record-ksh-100m-defamation-payout-249171,23-05-19 20:00,Kenya,,,,,,,"{""ARG0"":[""Actor Geoffrey Rush"",[0,1,2]],""V"":[""wins"",[3]],""ARG1"":[""record Ksh.100 M defamation payout"",[4,5,6,7,8]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG2"":[""Australian actor Geoffrey Rush"",[0,1,2,3]],""V"":[""awarded"",[6]],""ARG1"":[""a A$ 2.8 million ( $ 1.9 million ) defamation payment against a News Corp tabloid , the largest defamation payout in Australian history ,"",[7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]],""ARGM-TMP"":[""after it accused him in reports of inappropriate behavior"",[32,33,34,35,36,37,38,39,40]]}",,,,,,,,,,,,,,
192034,Governor Joho sues 3 Jubilee leaders for linking him to drug trafficking,"[""Mombasa Governor Ali Hassan Joho has filed a defamation suit against Jubilee politicians; Nandi Governor Stephen Sang, Kapseret MP Oscar Sudi and Kimani Ichungwah of Kikuyufor claiming he was a drug peddler."",""Following the suit filed by Governor Johos lawyers on Tuesday, Mr. Sudi, Mr. Sang and Mr. Ichungwah are now required to appear at the Milimani Law Courts within 15 days."",""Should you fail to enter an appearance within the time mentioned above, the Plaintiff may proceed with the suit and judgement may be given in your absence, read the court papers."",""You may appear in this suit by entering an appearance either personally or by duly appointed advocates."",""Governor Joho on Sunday asked the Jubilee leaders to apologise to him within 24 hours after the leaders led by Governor Sang accused him of misleading the country on the handshake and destroying many youth through the drug business that he runs."",""The trio, however, maintained their stand with Mr. Sudi, while addressing a press conference on the same day, urging Joho to instead apologise to Kenyans and the people of Mombasa for engaging in unlawful business."",""Mr. Sudi further alleged that Johos name was in a list that had been tabled to parliament by the late George Saitoti in 2010, adding that: Please go to court with your lawyers, we also have lawyers and we shall assemble and table both the Akasha and George Saitoti reports."",""The Mombasa county chief, in a rejoinder on Monday, tossed Deputy President William Rutos name in the mix saying he (Ruto) was behind the attacks against him."",""Mr. Joho spoke at Mukuru Kwa Njenga after accompanying Irshad Sumra to have his name cleared by the Independent Electoral and Boundaries Commission (IEBC) to vie for the Embakasi South parliamentary seat."",""I cannot engage these people that I do not know because I know they have been sent by their master; William Ruto. So the only thing I can say is let Ruto stop sending his subjects and speak alone, said Mr. Joho."",""The governors lawyers have further written to the InternationalCriminalPolice Organization (Interpol) apparently seeking clarification over reports that his name is on the list of sought-after drug barons as purported by the trio.""]",citizentv.co.ke/news/governor-joho-sues-3-jubilee-leaders-for-linking-him-to-drug-trade-230059,04-02-19 19:00,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Mombasa Governor Ali Hassan Joho"",[0,1,2,3,4]],""V"":[""filed"",[6]],""ARG1"":[""a defamation suit"",[7,8,9]],""ARG2"":[""against Jubilee politicians"",[10,11,12]]}",,,,,,,,,,,,,,
45407,ASUU passes vote of confidence in AAU branch exco,"[""Igbafen threatens to sue varsity for defamation"",""The Academic Staff Union of Universities (ASUU), Ambrose Alli University (AAU) Ekpoma, Edo State chapter, has passed a vote of implicit confidence in its chairperson and other executive members."",""This is made known in a communiqué signed by the union’s chairperson, Dr. Monday Igbafen, and the secretary, Dr. Anthony Aizebioje-Coker, yesterday in Benin City."",""A five-man committee has been constituted by the union to interface with the university management over the allegation against Igbafen."",""AAU authorities had, in a statement recently, suspended Igbafen for alleged sexual harassment."",""The university’s spokesman, Mr. Edward Aihevba, stated that the suspension followed the arraignment of Igbafen before the Senior Staff Disciplinary Committee (SSDC) on allegations of sexual harassment."",""The congress equally resolved that it was convinced that the suspension was a fall-out of the union’s insistence on its principles and due process as well as its resolve to successfully prosecute the recent nationwide strike in the branch."",""ASUU, which commended the chairperson for the struggle for better welfare of its members, resolved that the suspension was an aberration and an affront on the union."",""It also vowed to continue to insist on due process, integrity and transparency in the running of the affairs of the university as enshrined in the ASUU constitution and code of conduct."",""Meanwhile, Igbafen has given the university’s management 30 days to retract what he described as “defamatory materials” published in the university’s bulletin of February 13, 2019 or be ready for litigation."",""The associate professor in the Department of Philosophy also alleged that the said publication was widely distributed to several media houses, which gave it prominent spaces on February 14."",""In a letter entitled ‘Defamation of Dr. M.L. Igbafen: Demand for Refraction, Apology and Damages’ by his lawyer, Osehon Irebhude \u0026 Co. to the university demanded a written apology to be published in the university’s bulletin and in at least four national dailies."",""Igbafen’s counsel is also asking the university authorities to pay his client N200 million as compensation for the injury he suffered by reason of the said offensive publication."",""“The author of the write-up and the university knew that that allegation was unfounded, but was only meant to spite our client, and he has indeed been injured by the grave but untrue allegation contained in that offensive publication."",""“However, be put on notice that our client will be constrained to approach the court of law for the due protection of his rights, if the foregoing demands are not heeded within 30 days,” the lawyer said.""]",guardian.ng/news/asuu-passes-vote-of-confidence-in-aau-branch-exco,19-02-19 19:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Igbafen"",[0]],""V"":[""sue"",[3]],""ARG1"":[""varsity"",[4]],""ARG2"":[""for defamation"",[5,6]]}",,,,,,,,,,,,"{""ARG0"":[""Igbafen"",[0]],""V"":[""threatens"",[1]],""ARG1"":[""to sue varsity for defamation"",[2,3,4,5,6]]}",,
98525,Thai military court jails woman at ‘secret’ ruling over Facebook posts,"[""A Thai woman was sentenced Wednesday to nine and a half years in prison for royal defamation, the latest in a spate of prosecutions that have raised concerns about the junta’s application of the draconian law."",""The most recent high-profile cases include a probe into the US ambassador for comments he made about jail terms under the lese majeste law and charges against a man for allegedly insulting the king’s dog."",""Chayapa Shokpornbudsri, 49, was found guilty of defaming the monarchy on Facebook at a hearing without her lawyer present, a court official said Wednesday. "",""She was handed a 19-year sentence which was cut in half after she pleaded guilty, the official said, adding it was “a secret ruling”."",""“From her Facebook posts, she was found guilty of defaming the monarchy, threatening state security and violations of the computer crimes act,” the court official told AFP on condition of anonymity."",""Thailand has one of the world’s harshest lese majeste laws and prosecutions have soared since the army, which styles itself as the champion of the monarchy, grabbed power in a coup last year. "",""Any member of the public can make an allegation of royal defamation, which the police are duty bound to investigate."",""Critics say that situation often results in effective witch-hunts, led by ultra-nationalist volunteers who comb through social media and public events for possible breaches of the law."",""Those convicted of insulting the revered but ailing 88-year-old King Bhumibol Adulyadej, or the queen, heir or regent can face up to 15 years in jail on each count."",""Chayapa’s lawyer Khumklao Songsomboon, from Thai Lawyers for Human Rights, told AFP Wednesday that she had not been informed of the court hearing in advance, as was customary."",""Chayapa “was crying when she rang yesterday… I only knew about the verdict after it had happened,” Khumklao said."",""“I don’t know why (they didn’t tell me). I don’t know what the court’s intention was,” she said, adding it was a violation of her client’s human rights."",""Chayapa “was accused of posting some messages in June about a counter coup that could have created chaos in the country and which defamed the monarchy,” she added."",""Record-breaking sentences have been handed down in recent months to transgressors, most of whom are regime critics but also include senior officials swept up in nebulous corruption probes."",""The US ambassador to Thailand faces investigation over a speech last month in which he expressed concern at the lengthy sentences under the law."",""Two men were arrested this month for sharing an infographic on Facebook about a corruption scandal over a public park, and this week a man was charged with lese majeste for insulting the king’s dog. ""]",guardian.ng/news/thai-military-court-jails-woman-at-secret-ruling-over-facebook-posts,15-12-15 19:00,Nigeria,"{""ARG0"":[""Thai military court"",[0,1,2]],""V"":[""jails"",[3]],""ARG1"":[""woman"",[4]],""ARGM-LOC"":[""at ‘ secret’ ruling over Facebook posts"",[5,6,7,8,9,10,11]]}",,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG1"":[""A Thai woman"",[0,1,2]],""V"":[""sentenced"",[4]],""ARGM-TMP"":[""Wednesday"",[5]],""ARG2"":[""to nine and a half years in prison"",[6,7,8,9,10,11,12,13]],""ARG3"":[""for royal defamation"",[14,15,16]],""ARGM-ADV"":[""the latest in a spate of prosecutions that have raised concerns about the junta ’s application of the draconian law"",[18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]}",,,,,,,,,,,,,,
164866,Yakasai files N500m libel suit against newspaper,"[""An elder statesman, Alhaji Tanko Yakasai, has instituted a N500 million libel suit against Sun Newspaper for alleged defamation of character."",""Yakasai, who claimed that an article published by the paper contained disparaging falsehood against him, joined its columnist, Mr Duro Onabule, as a co-defendant."",""In the suit filed before Justice A.B Mohammed of the FCT High Court, the plaintiff is claiming N500 million as damages jointly from each respondent."",""He also asked the court to award N50 million as exemplary damages and two million naira as cost of filing the suit."",""The plaintiff also wants the court to compel the defendants to declare that the said publication was false, derogatory, malicious, defamatory and libelous to his person and reputation."",""Yakasai said the legal action became necessary following the failure of the newspaper to retract the publication and issue an apology."",""The defendants have been given eight days after the service of process to respond failing which judgment might be given in their absence."",""No date has been fixed for the hearing."",""(NAN)""]",punchng.com/yakasai-files-n500m-libel-suit-newspaper,28-09-16 20:00,Nigeria,,,,,,,"{""ARG0"":[""Yakasai"",[0]],""V"":[""files"",[1]],""ARG1"":[""N500 m libel suit"",[2,3,4,5]],""ARG3"":[""against newspaper"",[6,7]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""An elder statesman , Alhaji Tanko Yakasai"",[0,1,2,3,4,5,6]],""V"":[""instituted"",[9]],""ARG1"":[""a N500 million libel suit"",[10,11,12,13,14]],""ARG3"":[""for alleged defamation of character"",[15,16,17,18,19,20,21,22]]}",,,,,,,,,,,,,,
97399,Thai police seek royal official on lese majeste charges,"[""Thai police said Wednesday they plan to arrest a senior palace official who is linked to the Crown Prince’s ex-wife, under a controversial royal defamation law."",""Montri Sotangkul, 53, was part of the household staff of Princess Srirasmi, Crown Prince Maha Vajiralongkorn’s former wife. She fell dramatically from grace when a corruption scandal enveloped her family late last year. "",""Montri, who remained at the palace following Srirasmi’s downfall, is accused of defaming the monarchy by improperly using his royal connections to make financial gains, police said. "",""“Montri has claimed that he is close to members of the royal family to make profit for himself” in land and business deals, national police chief Somyot Poompanmoung told reporters."",""“The former princess recruited him to work for her and he has nothing to do with the Crown Prince,” he added."",""It is highly unusual for palace officials to face police investigations, let alone on lese majeste charges."",""But Somyot said he had written to the Royal Household Bureau, telling it to hand Montri over to police custody on Thursday."",""Thailand’s monarchy is protected by a highly  controversial lese majeste law, one of the world’s strictest."",""Anyone convicted of insulting the king, queen, heir or regent faces up to 15 years in prison on each count."",""But reporting royal defamation cases is fraught with difficulty and media must heavily self-censor. Even repeating details of the charges could mean breaking the law."",""Critics of the law say it is frequently used to pursue political opponents of the royalist elite and their military allies."",""In recent months it has also been wielded with spectacular effect against many members of Srirasmi’s family. "",""At least eight of the former princess’s family members have now been jailed for lese majeste — including her elderly parents, her elder sister and brother-in-law, two brothers and a nephew."",""Most were accused of using their royal connections to make money. All pleaded guilty at trials behind closed doors."",""Her family’s downfall began in November when a series of senior police officers, including a distant relative of Srirasmi, were arrested and jailed for running a criminal enterprise."",""Srirasmi has not been arrested and local media report that she has returned to her hometown of Ratchaburi."",""But she has not been seen in public since December, shortly before it was announced that she had relinquished her royal title and that Vajiralongkorn had divorced her. "",""Vajiralongkorn is the only son and the heir of 87-year-old King Bhumibol Adulyadej, the world’s longest serving monarch. "",""While his father is widely adored by Thais, many of whom see him as a semi-divine figure, Vajiralongkorn has yet to attain such popularity."",""Thailand has been beset by a near-decade of political turbulence — partly fuelled, analysts say, by unease over the country’s future as Bhumibol’s reign enters its twilight years.""]",guardian.ng/news/thai-police-seek-royal-official-on-lese-majeste-charges,09-06-15 20:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""they"",[4]],""V"":[""arrest"",[7]],""ARG1"":[""a senior palace official who is linked to the Crown Prince ’s ex - wife"",[8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]],""ARGM-LOC"":[""under a controversial royal defamation law"",[24,25,26,27,28,29]]}",,,,,,"{""ARG0"":[""they"",[4]],""V"":[""arrest"",[7]],""ARG1"":[""a senior palace official who is linked to the Crown Prince ’s ex - wife"",[8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]],""ARGM-LOC"":[""under a controversial royal defamation law"",[24,25,26,27,28,29]]}",,,,,,,,,,,,,,
125130,Zambian musician arrested for ‘mocking’ president,"[""A Zambian musician was arrested on Monday over a song he composed that officials said defamed President Edgar Lungu by accusing him of drinking too much and being incompetent."",""Chama Fumba, 31, whose stage name is Pilato, was detained in Lusaka and charged with conduct likely to cause a breach of the peace, his lawyer told reporters at the capital’s central police station."",""“The police declined to grant us bail and we requested to them that in that case the matter should quickly proceed to court,” Marshall Muchende said."",""Fumba faces a maximum sentence of six months in prison or a fine if found guilty."",""The song’s lyrics tell the story of a character named Lungu who grows up in a slum and becomes president."",""The Lungu in the song is described as carrying a suitcase filled with bottles of Jameson Irish whiskey and having no idea how to govern."",""President Lungu, 58, who took office in January, is a former defence minister."",""He suffers from recurring achalasia, a condition caused by narrowing of the oesophagus, and has been regularly hospitalised for treatment."",""His election victory followed the death of predecessor Michael Sata.""]",guardian.ng/news/zambian-musician-arrested-for-mocking-president,07-06-15 20:00,Nigeria,"{""ARG1"":[""Zambian musician"",[0,1]],""V"":[""arrested"",[2]],""ARG2"":[""for ‘ mocking’ president"",[3,4,5,6]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG1"":[""A Zambian musician"",[0,1,2]],""V"":[""arrested"",[4]],""ARGM-TMP"":[""on Monday"",[5,6]],""ARG2"":[""over a song he composed that officials said defamed President Edgar Lungu by accusing him of drinking too much and being incompetent"",[7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]}",,,,,,"{""ARG1"":[""A Zambian musician"",[0,1,2]],""V"":[""arrested"",[4]],""ARGM-TMP"":[""on Monday"",[5,6]],""ARG2"":[""over a song he composed that officials said defamed President Edgar Lungu by accusing him of drinking too much and being incompetent"",[7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]]}",,,,,,,,,,,,,,
63052,"GandujeGate: Kano refutes video clip, drags online platform to court","[""Kano state government has instituted criminal charges against an online media Daily Nigerian and publisher of the platform for defamation of character on Governor Abdullahi Umar Ganduje."",""The legal action follows a video footage released by the news platform which the government believed to have been cloned and mischievously doctored to portraying Ganduje receiving gratification from unidentified persons."",""The news plafrom, Daily Nigeria, in an exclusive story published on Thursday accused the Ganduje of receiving $5,000 bribe from some contractors handling projects in its state. Less than 24 hours ago, the online platform dropped a short video footage that went viral on social media revealing an image allegedly portraying the Governor collecting money from unidentified person."",""In a statement signed by the commissioner for Information, Mallam Muhammad Garba, said “The Office of the Attorney General and Commissioner for Justice is challenging the implausible and eccentric posting of the cloned video that went viral in a court of law considering the gravity of the caricature, which indicates the extent to which mischievous elements can go to discredit public figures by wielding non-existent scandals against them”."",""mere observation of the cloned video has clearly shown that the footage is doctored and disjointed with no material facts or evidance to prove the allegations”, insisting that the callous attempt of the publisher to tarnish the hard earned image of the office and the person of Governor Ganduje would not be tolerated.”"",""Garba further reinstated that the Governor never never involved in such graft. He said ‘that the alleger is a serial blackmailer and extorter. We are also aware that the hidden motive is to reduce the popularity of the Governor and consequently affect the anticipated quantum of APC votes from Kano in the 2019 general elections."",""“While the state government is taking the legal action, we wish to assure the good people of Kano that His Excellency will remain focus and continue with laudable programmes that will add value to the lives of the people of Kano State. We also call on the general public, especially members of the APC to remain calm and always be law abiding”. The statement read.""]",guardian.ng/news/gandujegate-kano-refutes-video-clip-drags-online-platform-to-court,14-10-18 20:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Kano state government"",[0,1,2]],""V"":[""instituted"",[4]],""ARG1"":[""criminal charges against an online media Daily Nigerian and publisher of the platform for defamation of character on Governor Abdullahi Umar Ganduje"",[5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]}",,,,,,,,,,,,,,
174169,Toxic employers face jail as South Korea tackles workplace bullying,"[""After enduring months of constant harassment at work, South Korean office worker Christine Jung finally confronted her aggressor, only to be fired and sued for defamation by her employer."","" Her situation is not unusual in South Korea, where employees have traditionally been expected to turn a blind eye to abusive behaviour by those in power -- a phenomenon so commonplace that locals have coined a word for it, \""gabjil\"". But that could soon change thanks to a revised labour law."",""The new legislation that comes into effect on Tuesday will criminalise business owners who unfairly dismiss employees harassed at work."",""Rigid company hierarchies, intense competition for jobs and deference to status all contribute to toxic work environments in an economy dominated by family-run conglomerates."",""In Jung's case, her harasser was the CEO's father."",""\""He once told me the building was shaking whenever I walked -- because I was 'too fat'. Another time he tried to follow me to the women's bathroom. And another time he abruptly groped my stomach in his office,\"" the 37-year-old told AFP."",""\""But when I brought up the issue, the management accused me of being a man-hater and a liar.\"""",""Jung finally approached the labour ministry last year, but was told her situation did not count as workplace bullying because the aggressor was not her superior and was not employed by the company, even though he came to the office \""virtually every day\"", she said."",""Brutal work culture"",""The new law will subject owners of companies that \""unfairly demote or dismiss\"" workers who allege harassment to three years imprisonment or a fine of up to 30 million won ($25,000)."",""Employees ordered to write essays for their manager's children, perform \""sexy dances\"" for executives or even pluck out their boss's grey hairs are among the examples documented by labour rights group Workplace Gabjil 119 and other non-profits."",""Violent behaviour has also been reported. In 2016, a university professor was jailed for abusing his former student and employee, beating him with a baseball bat for taking short breaks and forcing him to eat human faeces."",""Nursing is notorious for its harsh training and so-called \""burn-to-ashes\"" brutal work culture, with two recent suicides sparking debate about the sector."",""And after the South Korean women's curling team, nicknamed the \""Garlic Girls\"", stole the show at last year's Winter Olympics, they too raised allegations of abuse and exploitation by their coaches."",""The issue is present in almost every sector, from K-pop and film to healthcare and academia. But with a weak social safety net and rising unemployment, it is often hard for victims to speak up, as they fear losing their jobs or being demoted."",""When one victim complained to his company's management about bullying, he was told: \""Then just leave. Can you actually find a job elsewhere? Oh, perhaps at McDonald's?\"""",""'Meaningful step'"",""Park Jeom-gyu, an activist at Workplace Gabjil 119, told AFP that even with the new law the South \""still has a long way to go, since it does not directly criminalise the bullies\"", only employers who penalise victims for speaking out."",""\""But it's still a meaningful step towards change, as more will feel relatively safer to report when they face harassment at work,\"" he said."",""Michael Hurt, a sociologist at the University of Seoul, says the obsession with hierarchy is a legacy of the wartime militarism of former colonial ruler Japan, later adopted by the South's authoritarian leaders."",""In this power structure, \""gabjil in the workplace is a way to prove to oneself and others his or her social worth,\"" he told AFP."",""For many Korean workers, including Jung, the new measures have come too late."",""Instead of receiving an apology from the perpetrator, she was fired by the CEO who later sued her for defamation and libel."",""The cases were never brought to trial, but Jung said the disputes at one point made her suicidal."",""\""Those at my ex-employer didn't treat me like a human being -- it was as if I were one of their disposable commodities.\"""",""We are undertaking a survey to help us improve our content for you. This will only take 1 minute of your time, please give us your feedback by clicking HERE. All responses will be confidential."",""Related Topics"",""Workplace BullyingSouth KoreaEmployers""]",standardmedia.co.ke/article/2001333964/toxic-employers-face-jail-as-south-korea-tackles-workplace-bullying,15-07-19 8:52,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARGM-TMP"":[""finally"",[0,1,2,3,4,5,6,7,15]],""ARG0"":[""South Korean office worker Christine Jung"",[9,10,11,12,13,14]],""V"":[""confronted"",[16]],""ARG1"":[""her aggressor"",[17,18]],""ARGM-ADV"":[""only to be fired and sued for defamation by her employer"",[20,21,22,23,24,25,26,27,28,29,30]]}",,,,,,,,,,,,,,
47048,Beyond the social media shades and subs,"[""From the very first day of the year, it’s been a deluge of social media subs, shades, call outs, celebrity tweets, slander, name calling, allegations and accusations, outrage, put-down, defamation, bad-mouthing, hash tags and everything in between! Every day one wakes up to a new drama series, and just when you think it’s over a more stupefying, nerve-wrecking and mind blowing episode springs up like a bolt out of the blues."",""First on the row were two famous artiste and music producers slugging it out over an award. Soon to be followed by another music artiste with his baby mama. The drama was so intriguing that an infant without a Twitter account was trending when Twitter account holders of many years standing…or perhaps tweeting… have never trended for a split second!"",""Another one sprang up with the tale that songs long released by some artiste who are his friends were stolen from him. One wonders why he could not contact them directly via phone or email but resorted to a public proclamation on social media! Yet another invented a new way of ending a relationship…by Tweeting!"",""Another found Instagram the most suitable forum to address her colleague whom she thought was embarrassing the female folk in their industry."",""While we were still getting over these early year punchers from artistes and about to heave a sigh of relief…we had not fully uttered the statement “what a year” when several bouts of relationship issues were premiered as a theatrical spectacle for gist loving Nigerians who are highly elated at these free comical shows which helps relief boredom and abate the economic and political aggression."",""Just when I thought I have heard it all, my attention was drawn to another very messy and distasteful saga today that got my jaw dropping to my waist line! For the first time I took out time to read through the comments after seeing the captions of the post and I couldn’t help but shudder at what has become of social media in some quarters. It is heart-wrenching!"",""Some have asserted that these are concerted and deliberate popularity stunt being pulled off in certain instances."",""Whatever the case may be, it definitely leaves a sour taste in the mouth as people get laundered with insult like they were literally put in the washer to spin and dry! People’s respect, dignity, ego and self worth have been trashed and trampled upon like a caterpillar running over rotten mangoes! Like a ventriloquist, juveniles have sought refuge behind the curtains of the puppet, social media, to take a swipe and run their mouths over adults they would otherwise never have access to."",""Beyond the humorous and engrossing effect of these cyber wars, it whips up a lot of repulsive and undesirable sentiments as you would find tonnes of comments trailing such spiteful post. If only people showed this level of interest in inspiring or scriptural post, Nigeria would be a better place!"",""And of course the gossip blogs are not left out of the orgy…they would have a field day munching and reposting the all the horrid posts and tweets. Then you will find people who have no relationship or business whatsoever with the central characters crying more than the bereaved and engaging one another in vicious verbal attacks…but for distance, they would probably be exchanging blows!"",""Should we go on like this? What are we teaching our children who are fast catching up with the social media bug? Tell you what, the kind of bitterness and venom I see expressed by just the “followers” in these situations, given a chance some would actually pull the trigger or pull a knife considering the height of animosity and resentment ingrained in their comments and reactions if they ever have a physical encounter! Perhaps those of us who are adults can exercise restraint and leave our antagonism in the comment box only. How about the younger ones observing these trends who would not be satisfied with just a cyber war and may want to advance to a physical one?"",""My Point? It’s about time we curb this hydra-headed dragon of a menace we are breeding real quick before it degenerates to something we all can’t handle! There are more cerebral and refined way of resolving conflicts while the social media can be put to more productive use."",""While celebrity rifts may be exciting to read about and laughing at other people’s misery could be intriguing, do remember that the economic forecast of the year is quite gloomy and we all need to get really productive to buffer the effect of this ongoing financial impasse. Why not spend your time on the social media wisely. Rather than fanning the ignited flame of celebrity feuds which would eventually be settled at one party or the other where you won’t even be privileged to attend, spend your time and make your own money so that you can be relevant enough for recognition too. These guys have made their money…go and work for your own!!! Taking sides with them and cursing people out on social media will not make them recognize or love you!"",""These people will stop posting all these things if no one gives them attention. They are bringing every single mundane issue online now because they know people will comment and help fuel the fire of their controversies. Let us not allow ourselves to be used…Let’s not aid and abet this ugly trend of calling people out to swipe them in public. Let’s not encourage hateful cyber war. Let’s not become a tool for vengeful strife and dissension. STOP THE HATE COMMENTS AND SEE THE TREND DIE DOWN! It’s fun to laugh and comment now because it affects other people, but one day, E FIT BE YOU OOOOO. What goes around, comes around!"",""So whenever you are online and you see a hateful post and you are tempted to comment, remind yourself of the fact that you can spend that time and data more profitably. Spend your time on the internet to:"",""1. Promote your brand"",""2. Source for new ideas"",""3. Network and develop contact rather than create enemies for yourself, remembering the fact that your network determines your net worth!"",""4. Tell and share positive and inspiring messages and stories."",""5. Create new relationships and strengthen existing ones."",""6. Fight a cause like Child Abuse or Rape and impact the society."",""7. Bring the World closer to you and learn about global trends"",""8. Connect with Business or Employment Opportunities."",""9. Seek Income and Sales Opportunities"",""10. Give and get accurate news and information, faster and easier."",""Let’s all do our part to stop the cyber war or at least not encourage them with our comments and tags…let’s put our hard earned data to good use and lead a stress free and more worthwhile and gratifying life. My two cents!"","" I am a Speaker, Writer, Coach and Entrepreneurship Advocate. I own an Online Radio Station, Iaspire Radio, Nigeria’s first Motivational Radio Station; www.iaspireradio.com and a Motivational \u0026 Inspirational Blog; www.iaspireblog.com.""]",guardian.ng/news/beyond-the-social-media-shades-and-subs,26-01-16 19:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARGM-TMP"":[""From the very first day of the year"",[0,1,2,3,4,5,6,7]],""ARG1"":[""it"",[9]],""V"":[""been"",[11]],""ARG2"":[""a deluge of social media subs , shades , call outs , celebrity tweets , slander , name calling , allegations and accusations , outrage , put - down , defamation , bad - mouthing , hash tags and everything in between"",[12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53]]}",,,,,,,,,,,,,,
